id_troncon,score_h1,score_h3,score_h5
PAR00228,0.01212,0.0267,0.03842
PAR00229,0.08661,0.18257,0.25545
PAR00230,0.0084,0.01857,0.02679
PAR00231,0.0351,0.07604,0.10816
PAR00232,0.01059,0.02336,0.03364
PAR00233,0.06775,0.14407,0.20261
PAR00234,0.02375,0.05185,0.07414
PAR00235,0.00571,0.01265,0.01828
PAR00236,0.0078,0.01725,0.02489
PAR00237,0.01185,0.02611,0.03757
PAR00238,0.00809,0.01788,0.02579
PAR00239,0.02579,0.05623,0.08031
PAR00240,0.14422,0.29745,0.4107
PAR00241,0.02354,0.0514,0.0735
PAR00242,0.04262,0.09188,0.1303
PAR00243,0.22297,0.44872,0.60566
PAR00244,0.05978,0.12765,0.17995
PAR00245,0.03272,0.07098,0.10107
PAR00246,0.0353,0.07647,0.10875
PAR00247,0.02304,0.05032,0.07197
PAR00248,0.05168,0.11083,0.15665
PAR00249,0.03483,0.07547,0.10736
PAR00250,0.05652,0.1209,0.17061
PAR00251,0.10211,0.21385,0.2981
PAR00252,0.02029,0.04442,0.06362
PAR00253,0.03579,0.0775,0.11021
PAR00254,0.0501,0.10753,0.15208
PAR00255,0.03236,0.07023,0.10001
PAR00256,0.04292,0.09251,0.13118
PAR00257,0.12172,0.25301,0.35112
PAR00258,0.03476,0.07531,0.10714
PAR00259,0.16904,0.34589,0.4747
PAR00260,0.02573,0.0561,0.08013
PAR00261,0.04475,0.09635,0.13653
PAR00262,0.082,0.1732,0.24262
PAR00263,0.03081,0.06693,0.09538
PAR00264,0.08918,0.18777,0.26256
PAR00265,0.01178,0.02595,0.03735
PAR00266,0.02616,0.05701,0.08141
PAR00267,0.03288,0.07132,0.10154
PAR00268,0.01938,0.04245,0.06083
PAR00269,0.02292,0.05006,0.07161
PAR00270,0.05786,0.12366,0.17444
PAR00271,0.05977,0.12763,0.17993
PAR00272,0.06778,0.14414,0.20271
PAR00273,0.07917,0.16744,0.23473
PAR00274,0.02799,0.06093,0.08694
PAR00275,0.04745,0.102,0.14439
PAR00276,0.03301,0.07161,0.10195
PAR00277,0.00769,0.01702,0.02456
PAR00278,0.05261,0.11278,0.15936
PAR00279,0.03359,0.07284,0.10368
PAR00280,0.02057,0.04502,0.06448
PAR00281,0.12372,0.25699,0.35648
PAR00282,0.07842,0.16591,0.23263
PAR00283,0.01263,0.02781,0.04
PAR00284,0.08235,0.17392,0.24362
PAR00285,0.03519,0.07623,0.10842
PAR00286,0.00568,0.01259,0.01819
PAR00287,0.02159,0.0472,0.06756
PAR00288,0.05246,0.11246,0.15891
PAR00289,0.01637,0.03594,0.05159
PAR00290,0.10157,0.21277,0.29663
PAR00291,0.04049,0.0874,0.12405
PAR00292,0.00751,0.01661,0.02397
PAR00293,0.03587,0.07767,0.11044
PAR00294,0.12855,0.26655,0.36935
PAR00295,0.012,0.02645,0.03806
PAR00296,0.01629,0.03576,0.05133
PAR00297,0.05067,0.10872,0.15373
PAR00298,0.02324,0.05075,0.07258
PAR00299,0.00937,0.02069,0.02982
PAR00300,0.01254,0.02762,0.03973
PAR00301,0.10877,0.22719,0.31621
PAR00302,0.06587,0.1402,0.19728
PAR00303,0.01518,0.03336,0.04791
PAR00304,0.01096,0.02417,0.0348
PAR00305,0.01933,0.04235,0.06068
PAR00306,0.03951,0.08535,0.12118
PAR00307,0.04455,0.09594,0.13596
PAR00308,0.05117,0.10977,0.15518
PAR00309,0.0511,0.10962,0.15498
PAR00310,0.06724,0.14303,0.20118
PAR00311,0.05519,0.11813,0.16678
PAR00312,0.06863,0.14587,0.20509
PAR00313,0.01932,0.04231,0.06064
PAR00314,0.0229,0.05001,0.07154
PAR00315,0.00923,0.02039,0.0294
PAR00316,0.02586,0.05637,0.08052
PAR00317,0.01239,0.02728,0.03925
PAR00318,0.01702,0.03734,0.05358
PAR00319,0.02629,0.05729,0.08181
PAR00320,0.07781,0.16466,0.23092
PAR00321,0.01103,0.02432,0.03502
PAR00322,0.01017,0.02243,0.03232
PAR00323,0.05064,0.10868,0.15367
PAR00324,0.05138,0.11022,0.15581
PAR00325,0.00805,0.0178,0.02568
PAR00326,0.05165,0.11077,0.15658
PAR00327,0.01263,0.02782,0.04002
PAR00328,0.07119,0.15112,0.21232
PAR00329,0.00755,0.0167,0.0241
PAR00330,0.01231,0.02712,0.03902
PAR00331,0.0334,0.07243,0.1031
PAR00332,0.01783,0.03909,0.05606
PAR00333,0.02924,0.06359,0.09068
PAR00334,0.01969,0.04312,0.06178
PAR00335,0.03239,0.07029,0.10009
PAR00336,0.00944,0.02084,0.03004
PAR00337,0.09322,0.19595,0.27372
PAR00338,0.14897,0.30677,0.42309
PAR00339,0.01523,0.03346,0.04806
PAR00340,0.0216,0.04723,0.0676
PAR00341,0.04546,0.09785,0.13862
PAR00342,0.01701,0.03733,0.05357
PAR00343,0.01218,0.02683,0.0386
PAR00344,0.02107,0.0461,0.066
PAR00345,0.05538,0.11853,0.16734
PAR00346,0.02539,0.05536,0.07909
PAR00347,0.02927,0.06366,0.09078
PAR00348,0.02956,0.06427,0.09164
PAR00349,0.0901,0.18964,0.26511
PAR00350,0.02875,0.06255,0.08921
PAR00351,0.03242,0.07034,0.10017
PAR00352,0.01275,0.02808,0.04039
PAR00353,0.09907,0.20772,0.28977
PAR00354,0.09079,0.19103,0.26702
PAR00355,0.22115,0.44531,0.60146
PAR00356,0.09306,0.19561,0.27327
PAR00357,0.03161,0.06863,0.09777
PAR00358,0.06315,0.13461,0.18957
PAR00359,0.02642,0.05758,0.08222
PAR00360,0.0944,0.19833,0.27697
PAR00361,0.01098,0.02421,0.03486
PAR00362,0.02571,0.05605,0.08007
PAR00363,0.04358,0.09391,0.13312
PAR00364,0.02709,0.05899,0.08421
PAR00365,0.00605,0.01341,0.01937
PAR00366,0.05055,0.10848,0.1534
PAR00367,0.0416,0.08974,0.12731
PAR00368,0.03596,0.07786,0.11071
PAR00369,0.02793,0.06078,0.08673
PAR00370,0.04444,0.09572,0.13564
PAR00371,0.12963,0.2687,0.37224
PAR00372,0.01479,0.03251,0.04671
PAR00373,0.05365,0.11494,0.16236
PAR00374,0.01149,0.02532,0.03645
PAR00375,0.04835,0.1039,0.14703
PAR00376,0.02251,0.0492,0.07038
PAR00377,0.02515,0.05484,0.07836
PAR00378,0.01158,0.02553,0.03675
PAR00379,0.02108,0.04612,0.06602
PAR00380,0.09697,0.20351,0.28403
PAR00381,0.03187,0.06918,0.09854
PAR00382,0.02899,0.06306,0.08993
PAR00383,0.01108,0.02442,0.03516
PAR00384,0.01582,0.03475,0.0499
PAR00385,0.01256,0.02765,0.03978
PAR00386,0.05077,0.10895,0.15404
PAR00387,0.10403,0.2177,0.30333
PAR00388,0.11449,0.23862,0.33169
PAR00389,0.06968,0.14804,0.20808
PAR00390,0.02713,0.05909,0.08435
PAR00391,0.04194,0.09046,0.12832
PAR00392,0.00655,0.01451,0.02095
PAR00393,0.11991,0.24942,0.34628
PAR00394,0.01108,0.02443,0.03517
PAR00395,0.01713,0.03759,0.05392
PAR00396,0.06242,0.1331,0.18749
PAR00397,0.08827,0.18593,0.26005
PAR00398,0.03066,0.06661,0.09493
PAR00399,0.1188,0.2472,0.34329
PAR00400,0.0829,0.17503,0.24514
PAR00401,0.02688,0.05854,0.08358
PAR00402,0.07772,0.16449,0.23069
PAR00403,0.05029,0.10794,0.15265
PAR00404,0.06444,0.13725,0.19322
PAR00405,0.01657,0.03637,0.0522
PAR00406,0.0263,0.05731,0.08185
PAR00407,0.00496,0.01099,0.01589
PAR00408,0.08316,0.17556,0.24587
PAR00409,0.09246,0.19441,0.27162
PAR00410,0.07253,0.15387,0.2161
PAR00411,0.04633,0.09968,0.14116
PAR00412,0.01971,0.04315,0.06182
PAR00413,0.1083,0.22625,0.31493
PAR00414,0.07631,0.1616,0.22672
PAR00415,0.00402,0.00893,0.01291
PAR00416,0.07534,0.15962,0.224
PAR00417,0.03024,0.06571,0.09366
PAR00418,0.00991,0.02188,0.03152
PAR00419,0.06368,0.13569,0.19106
PAR00420,0.02081,0.04553,0.06519
PAR00421,0.05002,0.10739,0.15187
PAR00422,0.0207,0.0453,0.06487
PAR00423,0.02798,0.06091,0.08691
PAR00424,0.05102,0.10947,0.15477
PAR00425,0.07256,0.15395,0.2162
PAR00426,0.05384,0.11533,0.1629
PAR00427,0.10496,0.21957,0.30587
PAR00428,0.01382,0.0304,0.04369
PAR00429,0.0128,0.02819,0.04054
PAR00430,0.04803,0.10322,0.14609
PAR00431,0.18129,0.36955,0.50552
PAR00432,0.24507,0.48971,0.65516
PAR00433,0.00495,0.01098,0.01587
PAR00434,0.04102,0.08853,0.12563
PAR00435,0.00755,0.01671,0.02411
PAR00436,0.01283,0.02826,0.04064
PAR00437,0.14365,0.29633,0.40921
PAR00438,0.01302,0.02867,0.04123
PAR00439,0.0217,0.04745,0.06791
PAR00440,0.02563,0.05588,0.07982
PAR00441,0.05083,0.10907,0.15421
PAR00442,0.02423,0.05289,0.0756
PAR00443,0.11613,0.24189,0.33611
PAR00444,0.00864,0.01908,0.02752
PAR00445,0.02556,0.05574,0.07962
PAR00446,0.01713,0.03758,0.05392
PAR00447,0.02117,0.04631,0.06629
PAR00448,0.05876,0.12553,0.17702
PAR00449,0.06487,0.13814,0.19444
PAR00450,0.04133,0.08918,0.12653
PAR00451,0.02011,0.04402,0.06306
PAR00452,0.06864,0.1459,0.20513
PAR00453,0.0244,0.05325,0.07611
PAR00454,0.04576,0.09847,0.13948
PAR00455,0.06665,0.14181,0.1995
PAR00456,0.11764,0.2449,0.34018
PAR00457,0.00635,0.01405,0.02029
PAR00458,0.04816,0.1035,0.14648
PAR00459,0.02498,0.0545,0.07787
PAR00460,0.01787,0.03919,0.05621
PAR00461,0.09475,0.19903,0.27792
PAR00462,0.01814,0.03976,0.05702
PAR00463,0.00805,0.01779,0.02567
PAR00464,0.01594,0.03501,0.05026
PAR00465,0.03885,0.08396,0.11924
PAR00466,0.01038,0.0229,0.03299
PAR00467,0.05571,0.11921,0.16828
PAR00468,0.04537,0.09766,0.13835
PAR00469,0.09822,0.20601,0.28744
PAR00470,0.0523,0.11213,0.15846
PAR00471,0.03192,0.06929,0.09869
PAR00472,0.00818,0.01808,0.02608
PAR00473,0.03426,0.07425,0.10565
PAR00474,0.01794,0.03934,0.05641
PAR00475,0.04054,0.08751,0.12421
PAR00476,0.17221,0.35201,0.48271
PAR00477,0.01776,0.03895,0.05587
PAR00478,0.06268,0.13363,0.18821
PAR00479,0.11659,0.24282,0.33736
PAR00480,0.14049,0.29012,0.40092
PAR00481,0.0115,0.02535,0.03649
PAR00482,0.01581,0.03473,0.04987
PAR00483,0.10065,0.21091,0.2941
PAR00484,0.06919,0.14703,0.20669
PAR00485,0.03603,0.078,0.11091
PAR00486,0.03573,0.07736,0.11001
PAR00487,0.00736,0.01627,0.02349
PAR00488,0.042,0.09058,0.12848
PAR00489,0.01163,0.02562,0.03688
PAR00490,0.14075,0.29063,0.4016
PAR00491,0.11035,0.23035,0.32049
PAR00492,0.0173,0.03794,0.05443
PAR00493,0.04895,0.10514,0.14876
PAR00494,0.03242,0.07034,0.10017
PAR00495,0.03138,0.06815,0.09709
PAR00496,0.04592,0.0988,0.13994
PAR00497,0.01231,0.02711,0.03901
PAR00498,0.05066,0.10871,0.15371
PAR00499,0.02466,0.0538,0.07689
PAR00500,0.00719,0.01591,0.02297
PAR00501,0.0636,0.13554,0.19085
PAR00502,0.09138,0.19222,0.26864
PAR00503,0.03149,0.06837,0.0974
PAR00504,0.13666,0.28258,0.39084
PAR00505,0.05009,0.10753,0.15208
PAR00506,0.04481,0.09648,0.1367
PAR00507,0.0617,0.13162,0.18544
PAR00508,0.057,0.12189,0.17199
PAR00509,0.01231,0.02712,0.03901
PAR00510,0.01462,0.03213,0.04617
PAR00511,0.02013,0.04407,0.06312
PAR00512,0.03647,0.07894,0.11222
PAR00513,0.054,0.11567,0.16336
PAR00514,0.0116,0.02557,0.0368
PAR00515,0.08523,0.17976,0.25161
PAR00516,0.03155,0.06851,0.09759
PAR00517,0.00707,0.01564,0.02257
PAR00518,0.0454,0.09771,0.13843
PAR00519,0.01668,0.03661,0.05253
PAR00520,0.03669,0.07939,0.11285
PAR00521,0.00957,0.02112,0.03044
PAR00522,0.09055,0.19055,0.26636
PAR00523,0.06551,0.13946,0.19626
PAR00524,0.04513,0.09715,0.13764
PAR00525,0.04754,0.10219,0.14466
PAR00526,0.03601,0.07796,0.11085
PAR00527,0.05611,0.12004,0.16942
PAR00528,0.08211,0.17342,0.24293
PAR00529,0.06947,0.14761,0.20749
PAR00530,0.09315,0.19581,0.27353
PAR00531,0.01142,0.02517,0.03623
PAR00532,0.0536,0.11482,0.16219
PAR00533,0.05196,0.11143,0.15748
PAR00534,0.18086,0.36871,0.50443
PAR00535,0.03341,0.07246,0.10313
PAR00536,0.09686,0.20328,0.28371
PAR00537,0.01904,0.04172,0.05979
PAR00538,0.01916,0.04198,0.06016
PAR00539,0.13458,0.27849,0.38536
PAR00540,0.02645,0.05763,0.0823
PAR00541,0.05942,0.1269,0.17892
PAR00542,0.0111,0.02447,0.03523
PAR00543,0.0222,0.04851,0.06942
PAR00544,0.08107,0.17132,0.24005
PAR00545,0.04032,0.08705,0.12355
PAR00546,0.03481,0.07542,0.10729
PAR00547,0.05894,0.12591,0.17754
PAR00548,0.02677,0.05831,0.08325
PAR00549,0.04652,0.10006,0.14169
PAR00550,0.04802,0.10321,0.14607
PAR00551,0.04756,0.10223,0.14472
PAR00552,0.02182,0.0477,0.06827
PAR00553,0.10872,0.2271,0.31609
PAR00554,0.01028,0.02268,0.03268
PAR00555,0.0158,0.03471,0.04984
PAR00556,0.01033,0.0228,0.03284
PAR00557,0.01023,0.02257,0.03252
PAR00558,0.03099,0.06732,0.09593
PAR00559,0.0215,0.04702,0.0673
PAR00560,0.01292,0.02845,0.04092
PAR00561,0.02784,0.0606,0.08647
PAR00562,0.0858,0.18093,0.2532
PAR00563,0.03946,0.08524,0.12103
PAR00564,0.05225,0.11203,0.15833
PAR00565,0.02904,0.06316,0.09008
PAR00566,0.03296,0.07151,0.1018
PAR00567,0.07087,0.15048,0.21144
PAR00568,0.08158,0.17235,0.24146
PAR00569,0.14627,0.30147,0.41606
PAR00570,0.00575,0.01274,0.01841
PAR00571,0.03082,0.06695,0.09541
PAR00572,0.02813,0.06123,0.08736
PAR00573,0.01712,0.03756,0.05389
PAR00574,0.0218,0.04767,0.06822
PAR00575,0.09085,0.19115,0.26717
PAR00576,0.00797,0.01763,0.02543
PAR00577,0.02112,0.04619,0.06613
PAR00578,0.01458,0.03205,0.04606
PAR00579,0.11016,0.22997,0.31998
PAR00580,0.01354,0.0298,0.04284
PAR00581,0.05945,0.12695,0.17899
PAR00582,0.13401,0.27736,0.38385
PAR00583,0.03539,0.07664,0.109
PAR00584,0.03046,0.06618,0.09432
PAR00585,0.01683,0.03692,0.05298
PAR00586,0.0956,0.20074,0.28026
PAR00587,0.03079,0.0669,0.09533
PAR00588,0.21703,0.43758,0.59189
PAR00589,0.09624,0.20203,0.28202
PAR00590,0.00848,0.01874,0.02702
PAR00591,0.08584,0.181,0.25331
PAR00592,0.03911,0.08451,0.12002
PAR00593,0.0105,0.02315,0.03335
PAR00594,0.1119,0.23345,0.3247
PAR00595,0.02524,0.05503,0.07863
PAR00596,0.01186,0.02613,0.0376
PAR00597,0.02605,0.05678,0.08109
PAR00598,0.02957,0.06429,0.09167
PAR00599,0.06608,0.14065,0.19789
PAR00600,0.0651,0.13862,0.1951
PAR00601,0.08235,0.17391,0.2436
PAR00602,0.07645,0.16189,0.22712
PAR00603,0.06281,0.1339,0.18858
PAR00604,0.01285,0.0283,0.0407
PAR00605,0.04116,0.08882,0.12603
PAR00606,0.04869,0.10459,0.148
PAR00607,0.07277,0.15437,0.21679
PAR00608,0.04045,0.08733,0.12394
PAR00609,0.02794,0.06082,0.08678
PAR00610,0.12845,0.26636,0.36909
PAR00611,0.00736,0.01629,0.02351
PAR00612,0.03817,0.08252,0.11723
PAR00613,0.14015,0.28947,0.40005
PAR00614,0.0483,0.1038,0.14689
PAR00615,0.07368,0.15622,0.21934
PAR00616,0.05106,0.10955,0.15488
PAR00617,0.01993,0.04363,0.0625
PAR00618,0.10755,0.22476,0.31292
PAR00619,0.03206,0.06959,0.09912
PAR00620,0.01593,0.03499,0.05023
PAR00621,0.12258,0.25472,0.35342
PAR00622,0.03461,0.075,0.1067
PAR00623,0.01202,0.02648,0.0381
PAR00624,0.12254,0.25465,0.35334
PAR00625,0.02907,0.06323,0.09018
PAR00626,0.04185,0.09026,0.12804
PAR00627,0.03518,0.07621,0.1084
PAR00628,0.04661,0.10025,0.14196
PAR00629,0.04311,0.09292,0.13175
PAR00630,0.03741,0.08092,0.115
PAR00631,0.0474,0.1019,0.14425
PAR00632,0.03246,0.07044,0.10031
PAR00633,0.08153,0.17224,0.24132
PAR00634,0.0954,0.20034,0.27971
PAR00635,0.03554,0.07696,0.10945
PAR00636,0.15226,0.31322,0.43166
PAR00637,0.01208,0.0266,0.03828
PAR00638,0.0353,0.07645,0.10873
PAR00639,0.05653,0.12092,0.17064
PAR00640,0.00883,0.0195,0.02812
PAR00641,0.03577,0.07745,0.11013
PAR00642,0.00843,0.01862,0.02686
PAR00643,0.02306,0.05037,0.07204
PAR00644,0.1049,0.21945,0.30571
PAR00645,0.02643,0.05758,0.08222
PAR00646,0.01875,0.04108,0.05889
PAR00647,0.01227,0.02702,0.03888
PAR00648,0.04744,0.10199,0.14437
PAR00649,0.04285,0.09237,0.13097
PAR00650,0.01725,0.03784,0.05428
PAR00651,0.03403,0.07376,0.10496
PAR00652,0.0183,0.04011,0.0575
PAR00653,0.02273,0.04966,0.07104
PAR00654,0.02832,0.06163,0.08792
PAR00655,0.05396,0.11558,0.16324
PAR00656,0.04983,0.10698,0.15131
PAR00657,0.04272,0.09211,0.13061
PAR00658,0.01236,0.02722,0.03916
PAR00659,0.04245,0.09154,0.12982
PAR00660,0.09857,0.20672,0.2884
PAR00661,0.05589,0.1196,0.16881
PAR00662,0.18109,0.36916,0.50502
PAR00663,0.13877,0.28675,0.39642
PAR00664,0.0451,0.0971,0.13757
