id_troncon,nb_abonne,nb_abonne_sensible,nb_abonne_tres_sensible
PAR00169,12,0,0
PAR00170,15,0,0
PAR00171,14,0,0
PAR00172,0,0,0
PAR00173,3,0,0
PAR00174,1,0,0
PAR00175,18,0,0
PAR00176,21,0,0
PAR00177,17,0,0
PAR00178,0,0,0
PAR00179,0,0,0
PAR00180,22,0,0
PAR00181,29,0,1
PAR00182,17,0,0
PAR00183,20,0,0
PAR00184,2,0,0
PAR00185,0,0,0
PAR00186,22,0,1
PAR00187,23,0,0
PAR00188,30,0,0
PAR00189,16,0,0
PAR00190,4,0,0
PAR00191,2,0,0
PAR00192,24,0,0
PAR00193,29,0,0
PAR00194,28,0,0
PAR00195,26,0,0
PAR00196,31,0,0
PAR00197,0,0,0
PAR00198,25,0,0
PAR00199,16,0,0
PAR00200,0,0,0
PAR00201,25,0,0
PAR00202,2,0,0
PAR00203,0,0,0
PAR00204,25,0,0
PAR00205,14,0,0
PAR00206,27,0,0
PAR00207,3,0,0
PAR00208,3,0,0
PAR00209,29,0,0
PAR00210,20,0,0
PAR00211,7,0,0
PAR00212,3,0,0
PAR00213,0,0,0
PAR00214,17,0,0
PAR00215,14,0,0
PAR00216,15,0,0
PAR00217,1,0,0
PAR00218,14,0,0
PAR00219,19,0,0
PAR00220,24,0,0
PAR00221,20,0,0
PAR00222,21,0,0
PAR00223,18,0,0
PAR00224,0,0,0
PAR00225,28,0,0
PAR00226,26,2,0
PAR00227,0,0,0
PAR00228,1,0,0
PAR00229,0,0,0
PAR00230,15,0,0
PAR00231,0,0,0
PAR00232,25,0,0
PAR00233,19,0,0
PAR00234,20,0,0
PAR00235,1,0,0
PAR00236,0,0,0
PAR00237,3,0,0
PAR00238,0,0,0
PAR00239,2,0,0
PAR00240,27,0,0
PAR00241,17,0,0
PAR00242,27,0,0
PAR00243,4,0,0
PAR00244,25,0,0
PAR00245,22,0,0
PAR00246,0,0,0
PAR00247,21,0,0
PAR00248,24,0,0
PAR00249,22,0,0
PAR00250,31,0,0
PAR00251,24,0,0
PAR00252,23,0,0
PAR00253,23,0,0
PAR00254,30,0,0
PAR00255,23,0,0
PAR00256,33,2,0
PAR00257,22,0,0
PAR00258,22,0,0
PAR00259,24,0,0
PAR00260,20,0,0
PAR00261,1,0,0
PAR00262,21,0,0
PAR00263,28,0,0
PAR00264,0,0,0
PAR00265,1,0,0
PAR00266,29,0,0
PAR00267,16,2,0
PAR00268,18,1,0
PAR00269,18,0,0
PAR00270,14,0,0
PAR00271,19,0,0
PAR00272,0,0,0
PAR00273,20,0,0
PAR00274,15,0,0
PAR00275,21,0,0
PAR00276,0,0,0
PAR00277,23,0,0
PAR00278,3,0,0
PAR00279,14,0,0
PAR00280,27,0,0
PAR00281,13,0,0
PAR00282,18,0,0
PAR00283,15,0,0
PAR00284,26,0,0
PAR00285,22,0,0
PAR00286,36,0,0
PAR00287,25,0,0
PAR00288,0,0,0
PAR00289,23,0,0
PAR00290,30,0,0
PAR00291,1,0,0
PAR00292,21,0,0
PAR00293,0,0,0
PAR00294,18,0,0
PAR00295,23,0,0
PAR00296,22,0,0
PAR00297,25,0,0
PAR00298,19,0,0
PAR00299,26,0,0
PAR00300,30,0,0
PAR00301,31,0,1
PAR00302,2,0,0
PAR00303,25,0,0
PAR00304,38,0,0
PAR00305,32,0,0
PAR00306,3,0,0
PAR00307,21,0,0
PAR00308,19,0,0
PAR00309,0,0,0
PAR00310,34,0,0
PAR00311,16,0,0
PAR00312,26,0,0
PAR00313,16,0,0
PAR00314,19,0,0
PAR00315,25,0,0
PAR00316,0,0,0
PAR00317,24,0,0
PAR00318,26,0,0
PAR00319,25,0,0
PAR00320,22,0,0
PAR00321,26,0,0
PAR00322,22,0,0
PAR00323,0,0,0
PAR00324,21,0,0
PAR00325,0,0,0
PAR00326,23,0,0
PAR00327,15,0,0
PAR00328,14,0,0
PAR00329,22,0,0
PAR00330,3,0,0
PAR00331,11,0,0
PAR00332,24,0,0
PAR00333,25,0,0
PAR00334,21,0,0
PAR00335,18,1,0
PAR00336,15,0,0
PAR00337,1,0,0
PAR00338,1,0,0
PAR00339,19,0,0
PAR00340,21,0,0
PAR00341,21,0,0
PAR00342,19,0,0
PAR00343,26,0,0
PAR00344,1,0,0
PAR00345,27,0,0
PAR00346,22,0,0
PAR00347,20,0,0
PAR00348,23,0,0
PAR00349,35,0,0
PAR00350,19,0,0
PAR00351,25,0,0
PAR00352,0,0,0
PAR00353,31,0,0
PAR00354,1,0,0
PAR00355,24,0,0
PAR00356,28,0,0
PAR00357,30,0,0
PAR00358,32,0,0
PAR00359,28,0,0
PAR00360,0,0,0
PAR00361,27,0,0
PAR00362,17,0,0
PAR00363,22,0,0
PAR00364,0,0,0
PAR00365,0,0,0
PAR00366,31,0,0
PAR00367,18,0,0
PAR00368,1,0,0
PAR00369,35,0,0
PAR00370,20,0,0
PAR00371,21,2,0
PAR00372,22,0,0
PAR00373,3,0,0
PAR00374,13,0,0
PAR00375,32,0,0
PAR00376,21,0,0
PAR00377,26,0,0
PAR00378,4,0,0
PAR00379,19,0,0
PAR00380,22,0,0
PAR00381,23,0,0
PAR00382,11,0,0
PAR00383,15,0,0
PAR00384,27,0,0
PAR00385,0,0,0
PAR00386,0,0,0
PAR00387,19,0,0
PAR00388,27,0,0
PAR00389,18,0,0
PAR00390,23,0,0
PAR00391,22,0,0
PAR00392,22,0,0
PAR00393,30,0,0
PAR00394,23,0,0
PAR00395,23,0,0
PAR00396,21,0,0
PAR00397,0,0,0
PAR00398,25,0,0
PAR00399,23,0,0
PAR00400,36,0,0
PAR00401,21,0,0
PAR00402,38,0,0
PAR00403,19,2,0
PAR00404,27,0,0
PAR00405,26,0,0
PAR00406,3,0,0
PAR00407,0,0,0
PAR00408,34,0,0
PAR00409,5,0,0
PAR00410,28,0,0
PAR00411,4,0,0
PAR00412,30,0,0
PAR00413,35,0,0
PAR00414,0,0,0
PAR00415,0,0,0
PAR00416,0,0,0
PAR00417,29,0,0
PAR00418,24,0,0
PAR00419,19,0,0
PAR00420,29,0,0
PAR00421,23,0,0
PAR00422,22,0,0
PAR00423,22,0,0
PAR00424,0,0,0
PAR00425,18,0,0
PAR00426,22,0,0
PAR00427,2,0,0
PAR00428,29,0,0
PAR00429,24,0,0
PAR00430,18,0,0
PAR00431,23,0,0
PAR00432,3,0,0
PAR00433,0,0,0
PAR00434,0,0,0
PAR00435,2,0,0
PAR00436,14,0,0
PAR00437,25,0,0
PAR00438,26,0,0
PAR00439,3,0,0
PAR00440,25,1,0
PAR00441,2,0,1
PAR00442,2,0,0
PAR00443,20,0,0
PAR00444,0,0,0
PAR00445,24,0,0
PAR00446,16,0,0
PAR00447,18,0,0
PAR00448,25,0,0
PAR00449,25,0,0
PAR00450,18,0,0
PAR00451,26,0,0
PAR00452,28,0,0
PAR00453,44,0,0
PAR00454,26,0,0
PAR00455,0,0,0
PAR00456,24,0,0
PAR00457,0,0,0
PAR00458,14,0,0
PAR00459,17,0,0
PAR00460,2,0,0
PAR00461,0,0,0
PAR00462,26,0,0
PAR00463,0,0,0
PAR00464,28,0,0
PAR00465,21,0,0
PAR00466,25,0,0
PAR00467,27,0,0
PAR00468,28,0,0
PAR00469,24,0,0
PAR00470,32,0,0
PAR00471,22,0,0
PAR00472,24,0,0
PAR00473,25,0,0
PAR00474,35,0,0
PAR00475,23,0,0
PAR00476,3,0,0
PAR00477,30,0,0
PAR00478,0,0,0
PAR00479,0,0,0
PAR00480,13,0,0
PAR00481,38,0,0
PAR00482,29,0,0
PAR00483,16,0,0
PAR00484,2,0,0
PAR00485,29,0,0
PAR00486,29,0,0
PAR00487,20,0,0
PAR00488,17,0,0
PAR00489,19,0,0
PAR00490,15,0,0
PAR00491,18,0,0
PAR00492,2,0,0
PAR00493,32,0,0
PAR00494,0,0,0
PAR00495,23,0,0
PAR00496,1,0,0
PAR00497,22,0,0
PAR00498,29,0,0
PAR00499,21,0,0
PAR00500,16,0,0
PAR00501,25,0,0
PAR00502,1,0,0
PAR00503,22,0,0
PAR00504,21,0,0
PAR00505,25,0,0
PAR00506,1,0,0
PAR00507,28,0,0
PAR00508,31,0,0
PAR00509,30,0,0
PAR00510,19,0,0
PAR00511,16,0,0
PAR00512,26,0,0
PAR00513,0,0,0
PAR00514,20,0,0
PAR00515,24,0,0
PAR00516,25,0,0
PAR00517,0,0,0
PAR00518,30,0,0
PAR00519,0,0,0
PAR00520,29,0,0
PAR00521,18,0,0
PAR00522,26,0,0
PAR00523,32,0,0
PAR00524,40,2,0
PAR00525,5,0,0
PAR00526,28,0,0
PAR00527,33,0,0
PAR00528,39,0,0
PAR00529,30,0,0
PAR00530,0,0,0
PAR00531,1,0,0
PAR00532,28,0,0
PAR00533,0,0,0
PAR00534,25,0,0
PAR00535,32,0,0
PAR00536,34,0,0
PAR00537,0,0,0
PAR00538,27,0,0
PAR00539,33,0,0
PAR00540,2,0,0
PAR00541,30,0,0
PAR00542,27,0,0
PAR00543,30,0,0
PAR00544,29,0,0
PAR00545,36,0,0
PAR00546,1,0,0
PAR00547,19,0,0
PAR00548,0,0,0
PAR00549,26,0,0
PAR00550,27,0,0
PAR00551,4,0,0
PAR00552,19,0,0
PAR00553,19,0,0
PAR00554,21,0,0
PAR00555,16,0,0
PAR00556,21,0,0
PAR00557,18,0,0
PAR00558,27,1,0
PAR00559,22,0,0
PAR00560,0,0,0
PAR00561,7,0,0
PAR00562,0,0,0
PAR00563,29,0,0
PAR00564,27,0,0
PAR00565,15,0,0
PAR00566,29,0,1
PAR00567,22,0,0
PAR00568,27,0,0
PAR00569,3,0,0
PAR00570,0,0,0
PAR00571,1,0,0
PAR00572,29,0,0
PAR00573,24,0,0
PAR00574,15,0,0
PAR00575,3,0,0
PAR00576,0,0,0
PAR00577,0,0,0
PAR00578,41,0,0
PAR00579,36,0,0
PAR00580,20,0,0
PAR00581,40,0,0
PAR00582,33,0,0
PAR00583,0,0,0
PAR00584,3,0,0
PAR00585,30,0,0
PAR00586,0,0,0
PAR00587,26,0,0
PAR00588,3,0,0
PAR00589,26,0,0
PAR00590,31,0,0
PAR00591,22,0,0
PAR00592,28,0,0
PAR00593,19,0,0
PAR00594,21,0,0
PAR00595,5,0,0
PAR00596,23,0,0
PAR00597,25,0,0
PAR00598,29,0,0
PAR00599,1,0,0
PAR00600,18,0,0
PAR00601,27,0,0
PAR00602,21,0,0
PAR00603,24,0,0
PAR00604,21,0,0
PAR00605,3,0,0
PAR00606,26,0,0
PAR00607,27,0,0
PAR00608,30,0,0
PAR00609,20,0,0
PAR00610,1,0,0
PAR00611,22,0,0
PAR00612,23,0,0
PAR00613,22,0,0
PAR00614,25,0,0
PAR00615,24,0,0
PAR00616,21,0,0
PAR00617,21,0,0
PAR00618,0,0,0
PAR00619,12,0,0
PAR00620,18,0,0
PAR00621,2,0,0
PAR00622,21,0,0
PAR00623,24,0,0
PAR00624,23,0,0
PAR00625,18,0,0
PAR00626,26,0,0
PAR00627,32,0,0
PAR00628,0,0,0
PAR00629,26,1,0
PAR00630,34,0,0
PAR00631,18,0,0
PAR00632,0,0,0
PAR00633,28,0,0
PAR00634,24,0,0
PAR00635,35,1,0
PAR00636,32,1,0
PAR00637,38,0,0
PAR00638,31,0,0
PAR00639,32,0,0
PAR00640,39,0,0
PAR00641,2,0,0
PAR00642,0,0,0
PAR00643,27,0,0
PAR00644,33,0,0
PAR00645,30,0,0
PAR00646,32,0,0
PAR00647,33,0,0
PAR00648,27,1,0
PAR00649,23,0,0
PAR00650,1,0,0
PAR00651,22,0,0
PAR00652,41,0,0
PAR00653,0,0,0
PAR00654,0,0,0
PAR00655,3,0,0
PAR00656,18,0,0
PAR00657,1,0,0
PAR00658,23,0,0
PAR00659,21,0,0
PAR00660,29,0,0
PAR00661,0,0,0
PAR00662,2,0,0
PAR00663,19,0,0
PAR00664,22,0,0
PAR00665,0,0,0
PAR00666,0,0,0
PAR00667,21,0,0
PAR00668,26,0,0
PAR00669,20,2,0
PAR00670,32,0,0
PAR00671,34,0,0
PAR00672,0,0,0
PAR00673,0,0,0
PAR00674,18,0,0
PAR00675,25,0,0
PAR00676,26,2,0
PAR00677,21,0,0
PAR00678,29,0,0
PAR00679,18,0,0
PAR00680,24,2,0
PAR00681,21,0,0
PAR00682,28,0,0
PAR00683,0,0,0
PAR00684,0,0,0
PAR00685,32,0,0
PAR00686,26,0,0
PAR00687,35,1,0
PAR00688,16,1,0
PAR00689,26,0,0
PAR00690,27,0,0
PAR00691,5,0,0
PAR00692,35,0,0
PAR00693,0,0,0
PAR00694,29,0,0
PAR00695,33,0,0
PAR00696,36,0,0
PAR00697,3,0,0
PAR00698,0,0,0
PAR00699,35,0,0
PAR00700,1,0,0
PAR00701,25,0,0
PAR00702,3,0,0
PAR00703,0,0,0
PAR00704,2,0,0
PAR00705,0,0,0
PAR00706,34,0,0
PAR00707,22,0,0
PAR00708,29,0,0
PAR00709,2,0,0
PAR00710,22,0,0
PAR00711,2,0,0
PAR00712,26,0,0
PAR00713,35,0,0
PAR00714,31,0,0
PAR00715,21,0,0
PAR00716,31,0,0
PAR00717,20,0,0
PAR00718,40,0,0
PAR00719,1,0,0
PAR00720,0,0,0
PAR00721,30,0,0
PAR00722,17,0,0
PAR00723,18,0,0
PAR00724,22,0,0
PAR00725,2,0,0
PAR00726,19,0,0
PAR00727,27,0,0
PAR00728,26,0,0
PAR00729,25,0,0
PAR00730,21,0,0
PAR00731,30,0,0
PAR00732,31,0,0
PAR00733,31,0,0
PAR00734,20,0,0
PAR00735,33,0,0
PAR00736,23,0,0
PAR00737,25,0,0
PAR00738,17,0,0
PAR00739,32,0,1
PAR00740,0,0,0
PAR00741,5,0,0
PAR00742,30,0,0
PAR00743,0,0,0
PAR00744,25,0,0
PAR00745,6,0,0
PAR00746,30,0,0
PAR00747,43,0,0
PAR00748,29,0,0
PAR00749,29,0,0
PAR00750,21,0,0
PAR00751,23,0,0
PAR00752,0,0,0
PAR00753,26,0,0
PAR00754,35,0,0
PAR00755,0,0,0
PAR00756,22,0,0
PAR00757,2,0,0
PAR00758,37,0,0
PAR00759,31,0,0
PAR00760,0,0,0
PAR00761,32,0,0
PAR00762,25,0,0
PAR00763,34,0,0
PAR00764,30,0,0
PAR00765,0,0,0
PAR00766,3,0,0
PAR00767,25,0,0
PAR00768,30,0,0
PAR00769,22,0,0
PAR00770,33,0,0
PAR00771,21,0,0
PAR00772,31,0,0
PAR00773,0,0,0
PAR00774,22,0,0
PAR00775,2,0,0
PAR00776,23,0,0
PAR00777,19,0,0
PAR00778,25,0,0
PAR00779,20,0,0
PAR00780,29,0,0
PAR00781,15,0,0
PAR00782,19,0,0
PAR00783,28,0,0
PAR00784,20,0,0
PAR00785,22,0,0
PAR00786,21,0,1
PAR00787,3,0,0
PAR00788,19,0,0
PAR00789,22,0,0
PAR00790,31,0,0
PAR00791,29,0,0
PAR00792,28,0,0
PAR00793,43,0,0
PAR00794,0,0,0
PAR00795,27,0,0
PAR00796,21,0,0
PAR00797,1,0,0
PAR00798,5,0,0
PAR00799,26,0,0
PAR00800,21,0,0
PAR00801,3,0,0
PAR00802,0,0,0
PAR00803,27,0,0
PAR00804,27,0,0
PAR00805,3,0,0
PAR00806,29,0,0
PAR00807,36,0,0
PAR00808,24,0,0
PAR00809,26,0,0
PAR00810,4,0,0
PAR00811,26,0,0
PAR00812,33,2,0
PAR00813,31,0,0
PAR00814,0,0,0
PAR00815,0,0,0
PAR00816,28,0,0
PAR00817,20,0,0
PAR00818,41,0,0
PAR00819,4,0,0
PAR00820,2,0,0
PAR00821,25,0,0
PAR00822,0,0,0
PAR00823,35,0,0
PAR00824,42,0,0
PAR00825,24,0,0
PAR00826,26,0,0
PAR00827,32,0,0
PAR00828,4,0,0
PAR00829,23,0,0
PAR00830,27,1,0
PAR00831,25,0,0
PAR00832,19,0,0
PAR00833,25,0,0
PAR00834,22,0,0
PAR00835,22,0,0
PAR00836,17,0,0
PAR00837,1,0,0
PAR00838,34,0,0
PAR00839,21,0,0
PAR00840,23,0,0
PAR00841,22,0,0
PAR00842,3,0,0
PAR00843,21,0,0
PAR00844,0,0,0
PAR00845,2,0,0
PAR00846,17,0,0
PAR00847,22,0,0
PAR00848,0,0,0
PAR00849,28,0,0
PAR00850,17,0,0
PAR00851,23,0,0
PAR00852,31,0,0
PAR00853,19,0,0
PAR00854,0,0,0
PAR00855,23,2,0
PAR00856,32,0,0
PAR00857,21,0,0
PAR00858,32,0,0
PAR00859,35,0,0
PAR00860,1,0,0
PAR00861,20,0,0
PAR00862,40,0,0
PAR00863,3,0,0
PAR00864,34,0,0
PAR00865,3,0,0
PAR00866,29,0,0
PAR00867,28,0,0
PAR00868,0,0,0
PAR00869,37,0,0
PAR00870,1,0,0
PAR00871,22,0,0
PAR00872,36,2,0
PAR00873,34,0,0
PAR00874,0,0,0
PAR00875,28,0,0
PAR00876,37,0,0
PAR00877,4,0,0
PAR00878,0,0,0
PAR00879,23,0,0
PAR00880,1,0,0
PAR00881,0,0,0
PAR00882,35,0,0
PAR00883,25,0,0
PAR00884,27,0,0
PAR00885,27,0,0
PAR00886,3,0,0
PAR00887,22,0,0
PAR00888,31,0,0
PAR00889,1,0,0
PAR00890,25,0,0
PAR00891,24,0,0
PAR00892,0,0,0
PAR00893,20,1,0
PAR00894,25,0,0
PAR00895,2,0,0
PAR00896,17,0,1
PAR00897,18,0,0
PAR00898,26,0,0
PAR00899,26,0,0
PAR00900,46,0,0
PAR00901,26,0,0
PAR00902,20,0,0
PAR00903,27,0,0
PAR00904,33,0,0
PAR00905,2,0,0
PAR00906,2,0,0
PAR00907,31,0,0
PAR00908,31,0,0
PAR00909,22,0,0
PAR00910,23,0,0
PAR00911,27,0,0
PAR00912,38,0,0
PAR00913,37,0,0
PAR00914,26,0,0
PAR00915,36,0,0
PAR00916,3,0,0
PAR00917,32,0,0
PAR00918,33,0,0
PAR00919,28,0,0
PAR00920,35,0,0
PAR00921,32,0,0
PAR00922,31,0,0
PAR00923,29,0,0
PAR00924,32,0,0
PAR00925,37,0,0
PAR00926,20,0,0
PAR00927,38,0,0
PAR00928,24,0,0
PAR00929,38,0,0
PAR00930,21,0,0
PAR00931,32,0,0
PAR00932,32,0,0
PAR00933,23,1,0
PAR00934,36,0,0
PAR00935,32,0,0
PAR00936,29,0,0
PAR00937,0,0,0
PAR00938,0,0,0
PAR00939,28,0,0
PAR00940,1,0,0
PAR00941,21,0,0
PAR00942,28,0,0
PAR00943,2,0,0
PAR00944,15,0,0
PAR00945,26,0,0
PAR00946,22,0,0
PAR00947,14,0,0
PAR00948,0,0,0
PAR00949,1,0,0
PAR00950,16,0,0
PAR00951,28,0,0
PAR00952,2,0,0
PAR00953,22,0,0
PAR00954,24,0,0
PAR00955,22,0,0
PAR00956,23,0,0
PAR00957,0,0,0
PAR00958,23,0,0
PAR00959,22,0,0
PAR00960,30,0,0
PAR00961,37,0,0
PAR00962,0,0,0
PAR00963,25,0,0
PAR00964,2,0,0
PAR00965,40,0,0
PAR00966,5,0,0
PAR00967,27,0,0
PAR00968,34,0,0
PAR00969,29,0,0
PAR00970,34,0,0
PAR00971,35,0,0
PAR00972,2,0,0
PAR00973,34,0,0
PAR00974,42,0,0
PAR00975,32,0,0
PAR00976,39,0,0
PAR00977,0,0,0
PAR00978,38,0,0
PAR00979,0,0,0
PAR00980,29,0,0
PAR00981,40,0,0
PAR00982,4,0,0
PAR00983,34,0,0
PAR00984,36,0,0
PAR00985,3,0,0
PAR00986,27,0,0
PAR00987,29,0,0
PAR00988,0,0,0
PAR00989,35,0,0
PAR00990,0,0,0
PAR00991,38,0,0
PAR00992,5,0,0
PAR00993,23,0,0
PAR00994,4,0,0
PAR00995,25,0,0
PAR00996,0,0,0
PAR00997,30,0,0
PAR00998,4,0,0
PAR00999,21,0,0
PAR01000,14,0,0
PAR01001,2,0,0
PAR01002,17,0,0
PAR01003,30,0,0
PAR01004,24,0,0
PAR01005,16,0,0
PAR01006,12,0,0
PAR01007,23,0,0
PAR01008,25,0,0
PAR01009,29,0,0
PAR01010,2,0,0
PAR01011,27,0,0
PAR01012,31,0,0
PAR01013,27,0,0
PAR01014,0,0,0
PAR01015,1,0,0
PAR01016,0,0,0
PAR01017,33,0,0
PAR01018,29,0,1
PAR01019,33,0,0
PAR01020,32,0,0
PAR01021,33,0,0
PAR01022,0,0,0
PAR01023,25,0,0
PAR01024,27,0,0
PAR01025,3,0,0
PAR01026,30,0,0
PAR01027,4,0,0
PAR01028,36,0,0
PAR01029,25,0,0
PAR01030,37,0,0
PAR01031,33,0,0
PAR01032,30,0,0
PAR01033,25,0,0
PAR01034,0,0,0
PAR01035,0,0,0
PAR01036,48,0,0
PAR01037,32,0,0
PAR01038,29,0,0
PAR01039,0,0,0
PAR01040,27,0,0
PAR01041,32,0,0
PAR01042,36,0,0
PAR01043,31,0,0
PAR01044,0,0,0
PAR01045,4,0,0
PAR01046,0,0,0
PAR01047,31,0,0
PAR01048,34,0,0
PAR01049,35,0,0
PAR01050,25,0,0
PAR01051,28,0,0
PAR01052,32,0,0
PAR01053,25,0,0
PAR01054,21,0,0
PAR01055,24,0,0
PAR01056,29,0,0
PAR01057,28,0,0
PAR01058,37,0,0
PAR01059,35,0,0
PAR01060,5,0,0
PAR01061,22,0,0
PAR01062,19,0,0
PAR01063,0,0,0
PAR01064,21,0,0
PAR01065,24,0,0
PAR01066,23,0,0
PAR01067,18,0,0
PAR01068,19,0,0
PAR01069,21,0,0
PAR01070,17,0,0
PAR01071,25,0,0
PAR01072,29,0,0
PAR01073,2,0,0
PAR01074,20,0,0
PAR01075,28,0,0
PAR01076,19,0,0
PAR01077,32,0,0
PAR01078,0,0,0
PAR01079,2,0,0
PAR01080,21,0,0
PAR01081,31,0,0
PAR01082,0,0,0
PAR01083,41,0,0
PAR01084,30,0,0
PAR01085,39,0,0
PAR01086,35,0,0
PAR01087,43,0,0
PAR01088,0,0,0
PAR01089,35,0,0
PAR01090,24,0,0
PAR01091,36,0,0
PAR01092,43,0,0
PAR01093,28,0,0
PAR01094,27,0,0
PAR01095,29,0,0
PAR01096,30,0,0
PAR01097,0,0,0
PAR01098,23,0,0
PAR01099,30,0,0
PAR01100,2,0,0
PAR01101,44,0,0
PAR01102,0,0,0
PAR01103,34,0,0
PAR01104,26,0,0
PAR01105,33,0,0
PAR01106,23,0,0
PAR01107,0,0,0
PAR01108,0,0,0
PAR01109,22,0,0
PAR01110,21,0,0
PAR01111,0,0,0
PAR01112,22,0,0
PAR01113,4,0,0
PAR01114,24,0,0
PAR01115,25,0,1
PAR01116,30,0,0
PAR01117,2,0,0
PAR01118,2,0,0
PAR01119,26,0,0
PAR01120,31,0,0
PAR01121,0,0,0
PAR01122,0,0,0
PAR01123,0,0,0
PAR01124,27,0,0
PAR01125,0,0,0
PAR01126,18,0,0
PAR01127,28,2,0
PAR01128,24,1,0
PAR01129,21,0,0
PAR01130,28,0,0
PAR01131,34,0,0
PAR01132,3,0,0
PAR01133,2,0,0
PAR01134,29,0,0
PAR01135,27,0,0
PAR01136,29,0,0
PAR01137,31,0,0
PAR01138,0,0,0
PAR01139,1,0,0
PAR01140,34,0,0
PAR01141,3,0,0
PAR01142,32,0,0
PAR01143,30,0,0
PAR01144,29,0,0
PAR01145,3,0,0
PAR01146,44,0,0
PAR01147,0,0,0
PAR01148,2,0,0
PAR01149,29,0,0
PAR01150,41,0,0
PAR01151,1,0,0
PAR01152,31,0,0
PAR01153,0,0,0
PAR01154,19,0,0
PAR01155,42,0,0
PAR01156,41,0,0
PAR01157,0,0,0
PAR01158,28,0,0
PAR01159,41,0,0
