id,materiau_famille,materiau,diametre,longueur,annee_pose,x1,y1,x2,y2
PAR00041,Fonte,Fonte ductile,100,121.6,1984,-2677.9,612.3,-2556.4,608.1
PAR00042,Fonte,Fonte ductile,63,123.7,1981,-2731.6,713.9,-2619.3,765.9
PAR00043,Plastique,PVC collé,150,159.0,1960,-2731.6,713.9,-2749.7,871.9
PAR00044,Fonte,Fonte ductile,100,67.2,2004,-2749.7,871.9,-2684.0,857.8
PAR00045,Fonte,Fonte grise,125,115.5,1934,-2749.7,871.9,-2819.6,963.9
PAR00046,Fonte,Fonte grise,80,161.9,1952,-2819.6,963.9,-2657.8,966.8
PAR00047,Fonte,Fonte grise,125,122.4,1936,-2853.0,1092.6,-2744.5,1149.3
PAR00048,Plastique,PVC collé,50,107.0,1960,-2853.9,1206.7,-2749.7,1231.1
PAR00049,Fonte,Fonte ductile,63,141.6,1970,-2853.9,1206.7,-2910.9,1336.4
PAR00050,Plastique,PVC,40,100.4,1980,-2910.9,1336.4,-2810.5,1336.0
PAR00051,Plastique,PVC collé,125,104.9,1961,-1761.2,-2548.1,-1656.7,-2538.9
PAR00052,Fonte,Fonte ductile,80,90.7,1970,-1761.2,-2548.1,-1743.8,-2459.0
PAR00053,Fonte,Fonte ductile,125,72.2,1970,-1743.8,-2459.0,-1678.9,-2427.6
PAR00054,Fonte,Fonte ductile,150,149.1,1978,-1743.8,-2459.0,-1833.1,-2339.7
PAR00055,Fonte,Fonte ductile,125,159.4,1970,-1833.1,-2339.7,-1679.7,-2296.4
PAR00056,Plastique,PVC collé,150,122.5,1960,-1833.1,-2339.7,-1816.3,-2218.4
PAR00057,Plastique,PVC,150,134.0,1980,-1816.3,-2218.4,-1682.9,-2206.3
PAR00058,Fonte,Fonte grise,125,102.6,1930,-1816.3,-2218.4,-1814.5,-2115.8
PAR00059,Fonte,Fonte ductile,80,214.0,1972,-1814.5,-2115.8,-1943.1,-1944.8
PAR00060,Plastique,PVC collé,63,156.4,1960,-1943.1,-1944.8,-1786.9,-1938.5
PAR00061,Plastique,PEHD,250,122.4,1995,-1943.1,-1944.8,-1958.8,-1823.5
PAR00062,Fonte,Fonte grise,40,157.4,1930,-1958.8,-1823.5,-1811.7,-1767.4
PAR00063,Ciment,Amiante-ciment,150,134.7,1955,-1958.8,-1823.5,-1988.3,-1692.1
PAR00064,Fonte,Fonte ductile,200,172.9,1981,-1988.3,-1692.1,-1815.7,-1681.0
PAR00065,Fonte,Fonte ductile,250,151.1,2006,-2028.2,-1601.1,-1884.6,-1554.1
PAR00066,Fonte,Fonte ductile,50,141.2,1970,-2028.2,-1601.1,-2018.8,-1460.2
PAR00067,Fonte,Fonte ductile,80,69.0,1984,-2018.8,-1460.2,-1949.8,-1457.7
PAR00068,Fonte,Fonte ductile,40,100.2,1970,-2018.8,-1460.2,-2067.3,-1372.5
PAR00069,Plastique,PVC,250,154.6,1980,-2067.3,-1372.5,-2113.0,-1224.8
PAR00070,Plastique,PVC,250,180.0,1980,-2113.0,-1224.8,-1937.3,-1185.8
PAR00071,Plastique,PVC,400,91.4,1980,-2113.0,-1224.8,-2102.8,-1134.0
PAR00072,Plastique,PVC,50,90.0,1980,-2102.8,-1134.0,-2037.8,-1071.7
PAR00073,Fonte,Fonte ductile,80,180.2,1988,-2102.8,-1134.0,-2169.2,-966.4
PAR00074,Fonte,Fonte grise,200,95.3,1930,-2169.2,-966.4,-2073.9,-966.1
PAR00075,Fonte,Fonte ductile,100,92.6,1980,-2169.2,-966.4,-2219.5,-888.7
PAR00076,Fonte,Fonte ductile,250,119.1,1983,-2219.5,-888.7,-2117.0,-828.1
PAR00077,Plastique,PVC,100,175.2,1980,-2219.5,-888.7,-2220.9,-713.4
PAR00078,Fonte,Fonte ductile,40,79.0,1974,-2220.9,-713.4,-2146.0,-688.1
PAR00079,Fonte,Fonte ductile,50,74.9,1994,-2220.9,-713.4,-2257.7,-648.2
PAR00080,Plastique,PEHD,125,120.1,1995,-2257.7,-648.2,-2142.2,-615.3
PAR00081,Plastique,PVC,40,145.4,1980,-2257.7,-648.2,-2284.7,-505.3
PAR00082,Fonte,Fonte ductile,200,198.6,1970,-2284.7,-505.3,-2369.1,-325.5
PAR00083,Ciment,Amiante-ciment,100,116.5,1955,-2369.1,-325.5,-2252.8,-319.5
PAR00084,Plastique,PEHD,150,91.6,1995,-2369.1,-325.5,-2395.7,-237.8
PAR00085,Fonte,Fonte ductile,125,139.3,1970,-2395.7,-237.8,-2261.0,-202.2
PAR00086,Fonte,Fonte ductile,63,180.4,1970,-2378.5,-117.4,-2464.4,41.3
PAR00087,Fonte,Fonte ductile,100,131.4,1998,-2464.4,41.3,-2334.6,61.4
PAR00088,Acier,Acier,300,111.6,1950,-2464.4,41.3,-2469.0,152.8
PAR00089,Fonte,Fonte ductile,300,119.8,2007,-2469.0,152.8,-2353.4,121.4
PAR00090,Fonte,Fonte ductile,150,82.4,1970,-2469.0,152.8,-2503.0,227.8
PAR00091,Plastique,PVC collé,250,123.8,1960,-2503.0,227.8,-2390.9,280.4
PAR00092,Fonte,Fonte grise,80,135.5,1930,-2503.0,227.8,-2514.8,362.8
PAR00093,Plastique,PVC collé,32,136.4,1960,-2514.8,362.8,-2412.4,452.8
PAR00094,Plastique,PVC collé,200,155.2,1960,-2514.8,362.8,-2558.6,511.8
PAR00095,Fonte,Fonte ductile,200,106.0,1977,-2558.6,511.8,-2454.3,531.1
PAR00096,Fonte,Fonte grise,200,96.3,1930,-2558.6,511.8,-2556.4,608.1
PAR00097,Acier,Acier,32,80.6,1957,-2556.4,608.1,-2478.3,628.3
PAR00098,Fonte,Fonte ductile,80,149.4,1976,-2619.3,765.9,-2470.4,754.6
PAR00099,Fonte,Fonte ductile,250,112.3,1970,-2619.3,765.9,-2684.0,857.8
PAR00100,Plastique,PVC collé,80,193.5,1960,-2684.0,857.8,-2519.1,959.1
PAR00101,Ciment,Amiante-ciment,250,112.1,1955,-2684.0,857.8,-2657.8,966.8
PAR00102,Plastique,PEHD,50,153.5,1995,-2657.8,966.8,-2548.4,1074.5
PAR00103,Fonte,Fonte grise,63,202.1,1930,-2657.8,966.8,-2744.5,1149.3
PAR00104,Ciment,Amiante-ciment,40,162.5,1955,-2744.5,1149.3,-2583.0,1167.3
PAR00105,Fonte,Fonte grise,100,82.0,1971,-2744.5,1149.3,-2749.7,1231.1
PAR00106,Plastique,PVC collé,80,154.5,1960,-2749.7,1231.1,-2623.2,1319.9
PAR00107,Fonte,Fonte grise,100,121.2,1936,-2749.7,1231.1,-2810.5,1336.0
PAR00108,Plastique,PVC collé,200,136.9,1971,-2810.5,1336.0,-2680.0,1377.5
PAR00109,Plastique,PVC,200,145.8,1980,-1656.7,-2538.9,-1511.0,-2545.1
PAR00110,Plastique,PVC,63,126.4,1980,-1678.9,-2427.6,-1560.1,-2384.2
PAR00111,Fonte,Fonte ductile,125,131.2,1970,-1678.9,-2427.6,-1679.7,-2296.4
PAR00112,Fonte,Fonte grise,40,116.4,1930,-1679.7,-2296.4,-1577.5,-2240.6
PAR00113,Fonte,Fonte grise,100,90.1,1955,-1679.7,-2296.4,-1682.9,-2206.3
PAR00114,Plastique,PVC,125,83.3,2020,-1682.9,-2206.3,-1612.2,-2162.4
PAR00115,Plastique,PEHD,400,156.6,1995,-1682.9,-2206.3,-1726.4,-2055.8
PAR00116,Plastique,PVC,250,95.6,2006,-1726.4,-2055.8,-1644.7,-2006.3
PAR00117,Plastique,PVC,63,116.5,1980,-1786.9,-1938.5,-1670.9,-1927.7
PAR00118,Plastique,PVC collé,32,172.9,1981,-1786.9,-1938.5,-1811.7,-1767.4
PAR00119,Plastique,PEHD,100,109.2,2001,-1811.7,-1767.4,-1704.5,-1787.9
PAR00120,Plastique,PVC,250,86.4,1980,-1811.7,-1767.4,-1815.7,-1681.0
PAR00121,Fonte,Fonte ductile,125,90.6,1970,-1815.7,-1681.0,-1745.2,-1624.2
PAR00122,Plastique,PEHD,100,128.6,1995,-1884.6,-1554.1,-1765.9,-1504.7
PAR00123,Fonte,Fonte ductile,63,116.4,1971,-1884.6,-1554.1,-1949.8,-1457.7
PAR00124,Acier,Acier,50,178.6,1959,-1949.8,-1457.7,-1791.9,-1374.1
PAR00125,Acier,Acier,40,155.8,1950,-1949.8,-1457.7,-1920.2,-1304.7
PAR00126,Fonte,Fonte ductile,200,116.3,1985,-1920.2,-1304.7,-1818.2,-1248.8
PAR00127,Fonte,Fonte ductile,50,120.1,1970,-1920.2,-1304.7,-1937.3,-1185.8
PAR00128,Fonte,Fonte ductile,32,44.7,1970,-1937.3,-1185.8,-1892.7,-1182.2
PAR00129,Plastique,PEHD,200,152.1,1995,-1937.3,-1185.8,-2037.8,-1071.7
PAR00130,Ciment,Amiante-ciment,63,130.6,1955,-2037.8,-1071.7,-1919.0,-1017.5
PAR00131,Ciment,Amiante-ciment,200,111.6,1955,-2037.8,-1071.7,-2073.9,-966.1
PAR00132,Fonte,Fonte grise,200,121.6,1931,-2073.9,-966.1,-1952.4,-962.5
PAR00133,Fonte,Fonte grise,40,152.2,1930,-2117.0,-828.1,-1965.6,-812.2
PAR00134,Plastique,PVC collé,150,142.9,1960,-2117.0,-828.1,-2146.0,-688.1
PAR00135,Fonte,Fonte ductile,100,193.0,1976,-2146.0,-688.1,-1963.3,-626.0
PAR00136,Plastique,PEHD,200,72.9,1995,-2146.0,-688.1,-2142.2,-615.3
PAR00137,Plastique,PVC,100,189.4,1980,-2142.2,-615.3,-1999.8,-490.4
PAR00138,Fonte,Fonte ductile,100,164.9,1970,-2142.2,-615.3,-2165.7,-452.1
PAR00139,Plastique,PVC,32,113.0,1980,-2165.7,-452.1,-2055.7,-426.4
PAR00140,Fonte,Fonte ductile,150,158.6,1988,-2165.7,-452.1,-2252.8,-319.5
PAR00141,Plastique,PVC collé,300,140.2,1960,-2252.8,-319.5,-2126.5,-258.6
PAR00142,Fonte,Fonte ductile,32,139.2,1970,-2261.0,-202.2,-2281.1,-64.5
PAR00143,Plastique,PEHD,200,144.6,1995,-2281.1,-64.5,-2137.9,-84.3
PAR00144,Fonte,Fonte grise,150,155.9,1930,-2334.6,61.4,-2180.4,38.2
PAR00145,Fonte,Fonte ductile,50,62.8,1985,-2334.6,61.4,-2353.4,121.4
PAR00146,Fonte,Fonte ductile,100,183.0,1970,-2353.4,121.4,-2197.3,216.9
PAR00147,Plastique,PEHD,100,163.4,1995,-2353.4,121.4,-2390.9,280.4
PAR00148,Fonte,Fonte grise,80,127.3,1930,-2390.9,280.4,-2263.7,285.4
PAR00149,Plastique,PVC collé,150,173.8,1981,-2390.9,280.4,-2412.4,452.8
PAR00150,Plastique,PEHD,200,117.2,1995,-2412.4,452.8,-2310.4,395.2
PAR00151,Fonte,Fonte ductile,125,88.8,1985,-2412.4,452.8,-2454.3,531.1
PAR00152,Plastique,PVC collé,150,171.7,1975,-2454.3,531.1,-2284.7,557.6
PAR00153,Ciment,Amiante-ciment,125,100.1,1955,-2454.3,531.1,-2478.3,628.3
PAR00154,Plastique,PVC collé,100,91.4,1962,-2478.3,628.3,-2394.8,665.5
PAR00155,Fonte,Fonte ductile,80,80.8,1986,-2470.4,754.6,-2402.6,798.6
PAR00156,Fonte,Fonte ductile,100,210.3,1982,-2470.4,754.6,-2519.1,959.1
PAR00157,Fonte,Fonte grise,200,104.6,1961,-2519.1,959.1,-2416.4,939.3
PAR00158,Plastique,PVC collé,300,119.0,1960,-2519.1,959.1,-2548.4,1074.5
PAR00159,Acier,Acier,40,117.2,1952,-2548.4,1074.5,-2435.4,1105.7
PAR00160,Fonte,Fonte grise,600,100.0,1930,-2583.0,1167.3,-2483.3,1158.7
PAR00161,Plastique,PVC,100,157.8,1990,-2583.0,1167.3,-2623.2,1319.9
PAR00162,Fonte,Fonte grise,150,107.5,1930,-2623.2,1319.9,-2518.8,1294.7
PAR00163,Fonte,Fonte grise,100,80.9,1936,-2623.2,1319.9,-2680.0,1377.5
PAR00164,Fonte,Fonte ductile,150,108.6,2012,-2680.0,1377.5,-2576.3,1409.5
PAR00165,Plastique,PVC,32,110.1,1980,-1511.0,-2545.1,-1415.5,-2490.3
PAR00166,Plastique,PVC collé,200,168.3,1960,-1511.0,-2545.1,-1560.1,-2384.2
PAR00167,Plastique,PVC,150,179.3,1980,-1560.1,-2384.2,-1392.1,-2321.4
PAR00168,Plastique,PVC collé,150,144.6,1960,-1560.1,-2384.2,-1577.5,-2240.6
PAR00169,Plastique,PVC collé,100,173.9,1971,-1577.5,-2240.6,-1406.6,-2272.3
PAR00170,Plastique,PVC,200,85.5,1980,-1577.5,-2240.6,-1612.2,-2162.4
PAR00171,Fonte,Fonte grise,80,130.3,1930,-1612.2,-2162.4,-1489.7,-2117.9
PAR00172,Fonte,Fonte ductile,63,159.5,1981,-1612.2,-2162.4,-1644.7,-2006.3
PAR00173,Plastique,PVC collé,50,82.8,1960,-1644.7,-2006.3,-1670.9,-1927.7
PAR00174,Plastique,PVC,50,91.5,1982,-1670.9,-1927.7,-1584.8,-1896.6
PAR00175,Plastique,PVC collé,100,143.8,1960,-1670.9,-1927.7,-1704.5,-1787.9
PAR00176,Plastique,PVC collé,200,168.7,1960,-1704.5,-1787.9,-1745.2,-1624.2
PAR00177,Acier,Acier,80,103.0,1950,-1745.2,-1624.2,-1644.3,-1645.1
PAR00178,Fonte,Fonte grise,300,121.3,1942,-1745.2,-1624.2,-1765.9,-1504.7
PAR00179,Fonte,Fonte ductile,500,133.2,1981,-1765.9,-1504.7,-1791.9,-1374.1
PAR00180,Plastique,PVC collé,125,126.7,1966,-1791.9,-1374.1,-1668.9,-1404.6
PAR00181,Plastique,PVC,250,128.0,1980,-1791.9,-1374.1,-1818.2,-1248.8
PAR00182,Ciment,Amiante-ciment,125,107.7,1955,-1818.2,-1248.8,-1710.5,-1246.5
PAR00183,Plastique,PVC collé,125,100.0,1969,-1818.2,-1248.8,-1892.7,-1182.2
PAR00184,Plastique,PVC collé,50,132.6,1966,-1892.7,-1182.2,-1776.9,-1117.6
PAR00185,Plastique,PVC collé,500,64.4,1960,-1919.0,-1017.5,-1952.4,-962.5
PAR00186,Fonte,Fonte grise,150,138.3,1948,-1952.4,-962.5,-1863.3,-856.6
PAR00187,Fonte,Fonte ductile,100,150.9,1970,-1952.4,-962.5,-1965.6,-812.2
PAR00188,Plastique,PVC,100,130.1,1980,-1965.6,-812.2,-1837.0,-792.6
PAR00189,Fonte,Fonte grise,200,186.2,1939,-1965.6,-812.2,-1963.3,-626.0
PAR00190,Fonte,Fonte grise,63,64.3,1930,-1963.3,-626.0,-1905.4,-654.1
PAR00191,Acier,Acier,50,140.4,1950,-1963.3,-626.0,-1999.8,-490.4
PAR00192,Plastique,PVC collé,100,71.2,1960,-1999.8,-490.4,-1948.2,-539.4
PAR00193,Acier,Acier,125,85.0,1950,-1999.8,-490.4,-2055.7,-426.4
PAR00194,Acier,Acier,80,134.1,1950,-2055.7,-426.4,-1921.6,-426.0
PAR00195,Fonte,Fonte ductile,150,182.1,1970,-2055.7,-426.4,-2126.5,-258.6
PAR00196,Acier,Acier,100,141.3,1954,-2126.5,-258.6,-1986.9,-280.4
PAR00197,Fonte,Fonte ductile,400,82.5,1976,-2085.9,-192.3,-2013.9,-151.9
PAR00198,Plastique,PEHD,200,105.7,2016,-2137.9,-84.3,-2050.1,-25.3
PAR00199,Plastique,PEHD,100,129.6,1995,-2137.9,-84.3,-2180.4,38.2
PAR00200,Plastique,PEHD,600,94.2,1995,-2180.4,38.2,-2100.4,87.8
PAR00201,Fonte,Fonte ductile,200,179.5,1970,-2180.4,38.2,-2197.3,216.9
PAR00202,Plastique,PEHD,50,103.7,1995,-2197.3,216.9,-2096.7,242.1
PAR00203,Plastique,PVC,63,95.4,1980,-2197.3,216.9,-2263.7,285.4
PAR00204,Fonte,Fonte grise,250,142.2,1930,-2263.7,285.4,-2128.6,329.6
PAR00205,Plastique,PVC,80,119.3,1980,-2263.7,285.4,-2310.4,395.2
PAR00206,Ciment,Amiante-ciment,80,164.5,1960,-2310.4,395.2,-2284.7,557.6
PAR00207,Plastique,PVC,40,76.9,1980,-2284.7,557.6,-2207.9,560.8
PAR00208,Fonte,Fonte grise,40,154.1,1945,-2284.7,557.6,-2394.8,665.5
PAR00209,Fonte,Fonte grise,150,162.2,1951,-2394.8,665.5,-2236.8,701.8
PAR00210,Fonte,Fonte grise,250,138.2,1964,-2402.6,798.6,-2268.3,830.8
PAR00211,Fonte,Fonte grise,200,92.0,1936,-2416.4,939.3,-2334.7,981.8
PAR00212,Acier,Acier,32,94.1,1963,-2435.4,1105.7,-2362.8,1045.9
PAR00213,Fonte,Fonte grise,32,71.5,1968,-2435.4,1105.7,-2483.3,1158.7
PAR00214,Plastique,PVC,100,158.6,2004,-2483.3,1158.7,-2354.5,1251.2
PAR00215,Plastique,PEHD,200,140.5,1995,-2483.3,1158.7,-2518.8,1294.7
PAR00216,Plastique,PEHD,125,159.5,1995,-2518.8,1294.7,-2365.3,1338.0
PAR00217,Plastique,PVC collé,40,128.5,1960,-2518.8,1294.7,-2576.3,1409.5
PAR00218,Fonte,Fonte grise,80,117.4,1951,-2576.3,1409.5,-2478.1,1473.9
PAR00219,Plastique,PVC collé,200,170.5,1960,-1415.5,-2490.3,-1392.1,-2321.4
PAR00220,Fonte,Fonte ductile,100,98.3,1983,-1392.1,-2321.4,-1298.8,-2352.0
PAR00221,Plastique,PVC,150,51.2,1990,-1392.1,-2321.4,-1406.6,-2272.3
PAR00222,Fonte,Fonte grise,100,88.3,1930,-1406.6,-2272.3,-1361.2,-2196.5
PAR00223,Fonte,Fonte grise,125,175.4,1975,-1406.6,-2272.3,-1489.7,-2117.9
PAR00224,Plastique,PVC,300,102.7,1990,-1489.7,-2117.9,-1407.3,-2056.6
PAR00225,Fonte,Fonte ductile,80,102.4,1986,-1489.7,-2117.9,-1515.0,-2018.6
PAR00226,Acier,Acier,250,133.1,1951,-1515.0,-2018.6,-1397.9,-1955.3
PAR00227,Plastique,PEHD,300,140.6,1995,-1515.0,-2018.6,-1584.8,-1896.6
PAR00228,Plastique,PVC collé,50,132.5,1978,-1584.8,-1896.6,-1471.4,-1828.1
PAR00229,Fonte,Fonte grise,500,175.4,1966,-1584.8,-1896.6,-1571.0,-1721.8
PAR00230,Plastique,PVC,100,133.0,1990,-1571.0,-1721.8,-1443.2,-1685.0
PAR00231,Fonte,Fonte ductile,40,106.0,1987,-1571.0,-1721.8,-1644.3,-1645.1
PAR00232,Plastique,PEHD,80,158.0,1995,-1644.3,-1645.1,-1488.2,-1621.2
PAR00233,Plastique,PVC collé,150,189.2,1960,-1644.3,-1645.1,-1621.4,-1457.3
PAR00234,Fonte,Fonte ductile,125,115.7,1980,-1621.4,-1457.3,-1506.5,-1444.1
PAR00235,Plastique,PEHD,40,71.0,2024,-1621.4,-1457.3,-1668.9,-1404.6
PAR00236,Plastique,PEHD,40,81.2,1995,-1668.9,-1404.6,-1588.7,-1391.9
PAR00237,Plastique,PEHD,50,163.5,1995,-1668.9,-1404.6,-1710.5,-1246.5
PAR00238,Fonte,Fonte ductile,600,145.0,1975,-1710.5,-1246.5,-1776.9,-1117.6
PAR00239,Plastique,PEHD,32,114.5,1995,-1776.9,-1117.6,-1662.6,-1111.5
PAR00240,Fonte,Fonte grise,100,213.2,1930,-1746.0,-1034.7,-1863.3,-856.6
PAR00241,Plastique,PVC,200,200.8,1980,-1863.3,-856.6,-1662.9,-843.0
PAR00242,Ciment,Amiante-ciment,250,69.2,1955,-1863.3,-856.6,-1837.0,-792.6
PAR00243,Fonte,Fonte grise,63,154.5,1932,-1837.0,-792.6,-1706.1,-710.4
PAR00244,Fonte,Fonte ductile,125,154.6,1972,-1837.0,-792.6,-1905.4,-654.1
PAR00245,Plastique,PVC collé,100,123.9,1960,-1905.4,-654.1,-1811.3,-573.4
PAR00246,Fonte,Fonte grise,600,122.4,1930,-1905.4,-654.1,-1948.2,-539.4
PAR00247,Plastique,PVC,150,203.8,1980,-1948.2,-539.4,-1755.1,-474.1
PAR00248,Fonte,Fonte grise,100,78.1,1952,-1921.6,-426.0,-1867.4,-369.7
PAR00249,Fonte,Fonte ductile,150,155.0,1970,-1986.9,-280.4,-1832.4,-267.3
PAR00250,Ciment,Amiante-ciment,80,131.3,1955,-1986.9,-280.4,-2013.9,-151.9
PAR00251,Fonte,Fonte grise,125,131.7,1932,-2013.9,-151.9,-2050.1,-25.3
PAR00252,Fonte,Fonte ductile,150,96.7,1970,-2050.1,-25.3,-1970.2,29.2
PAR00253,Fonte,Fonte ductile,200,123.7,1970,-2050.1,-25.3,-2100.4,87.8
PAR00254,Fonte,Fonte ductile,125,115.9,1970,-2100.4,87.8,-2012.4,163.3
PAR00255,Fonte,Fonte ductile,200,129.6,1970,-2096.7,242.1,-1978.5,295.3
PAR00256,Fonte,Fonte ductile,125,93.1,1970,-2096.7,242.1,-2128.6,329.6
PAR00257,Fonte,Fonte grise,100,147.6,1930,-2128.6,329.6,-2010.9,418.7
PAR00258,Fonte,Fonte ductile,250,131.3,1970,-2128.6,329.6,-2178.6,451.0
PAR00259,Fonte,Fonte grise,100,162.7,1930,-2178.6,451.0,-2019.5,485.0
PAR00260,Fonte,Fonte ductile,250,113.7,1971,-2178.6,451.0,-2207.9,560.8
PAR00261,Fonte,Fonte ductile,63,103.4,1970,-2207.9,560.8,-2117.1,610.3
PAR00262,Fonte,Fonte grise,80,143.9,1930,-2207.9,560.8,-2236.8,701.8
PAR00263,Fonte,Fonte ductile,150,159.0,1970,-2236.8,701.8,-2098.7,780.5
PAR00264,Fonte,Fonte grise,40,132.8,1930,-2236.8,701.8,-2268.3,830.8
PAR00265,Plastique,PVC,40,149.0,1980,-2268.3,830.8,-2129.5,884.9
PAR00266,Fonte,Fonte ductile,200,165.0,1984,-2268.3,830.8,-2334.7,981.8
PAR00267,Fonte,Fonte ductile,150,142.9,1970,-2334.7,981.8,-2191.9,980.3
PAR00268,Plastique,PVC collé,250,70.0,1960,-2334.7,981.8,-2362.8,1045.9
PAR00269,Plastique,PEHD,125,181.2,1995,-2362.8,1045.9,-2214.6,1150.1
PAR00270,Fonte,Fonte ductile,100,205.5,1970,-2362.8,1045.9,-2354.5,1251.2
PAR00271,Fonte,Fonte grise,150,82.5,1930,-2354.5,1251.2,-2281.8,1212.3
PAR00272,Plastique,PVC collé,500,87.5,1960,-2354.5,1251.2,-2365.3,1338.0
PAR00273,Fonte,Fonte grise,125,107.5,1930,-2365.3,1338.0,-2265.1,1377.0
PAR00274,Plastique,PVC,200,176.6,1984,-2365.3,1338.0,-2478.1,1473.9
PAR00275,Plastique,PVC collé,80,119.8,1965,-1249.2,-2423.9,-1131.6,-2446.6
PAR00276,Fonte,Fonte ductile,32,87.3,2002,-1249.2,-2423.9,-1298.8,-2352.0
PAR00277,Plastique,PEHD,150,150.4,2011,-1298.8,-2352.0,-1160.2,-2293.6
PAR00278,Plastique,PVC collé,40,137.6,1963,-1361.2,-2196.5,-1223.6,-2192.9
PAR00279,Fonte,Fonte ductile,150,147.3,1970,-1361.2,-2196.5,-1407.3,-2056.6
PAR00280,Plastique,PEHD,125,155.9,1995,-1407.3,-2056.6,-1253.3,-2081.4
PAR00281,Fonte,Fonte grise,100,101.8,1930,-1407.3,-2056.6,-1397.9,-1955.3
PAR00282,Fonte,Fonte grise,80,140.8,1941,-1397.9,-1955.3,-1258.1,-1971.5
PAR00283,Plastique,PEHD,200,146.9,1995,-1397.9,-1955.3,-1471.4,-1828.1
PAR00284,Plastique,PVC collé,250,135.9,1965,-1471.4,-1828.1,-1337.7,-1852.4
