id_troncon,annee,jour,type
BOR00407,2011,365,casse
BOR01148,2012,2,casse
BOR01678,2012,10,casse
BOR00554,2012,14,casse
BOR01500,2012,30,casse
BOR01459,2012,33,casse
BOR00400,2012,34,casse
BOR01128,2012,38,casse
BOR01851,2012,46,casse
BOR00770,2012,49,casse
BOR01479,2012,63,casse
BOR01239,2012,70,casse
BOR01646,2012,77,casse
BOR01109,2012,82,casse
BOR00131,2012,85,casse
BOR00678,2012,88,casse
BOR00412,2012,96,casse
BOR01269,2012,99,casse
BOR01751,2012,125,casse
BOR01303,2012,126,casse
BOR01196,2012,130,casse
BOR01604,2012,137,casse
BOR00877,2012,139,casse
BOR00040,2012,143,casse
BOR01025,2012,146,casse
BOR00923,2012,167,casse
BOR01144,2012,171,casse
BOR00717,2012,174,casse
BOR01552,2012,174,casse
BOR01542,2012,175,casse
BOR01720,2012,186,casse
BOR01161,2012,189,casse
BOR01378,2012,192,casse
BOR00992,2012,202,casse
BOR00392,2012,209,casse
BOR01541,2012,211,casse
BOR00171,2012,214,casse
BOR00814,2012,214,casse
BOR01070,2012,217,casse
BOR00421,2012,223,casse
BOR01794,2012,223,casse
BOR01128,2012,231,casse
BOR00324,2012,247,casse
BOR00153,2012,258,casse
BOR00909,2012,258,casse
BOR01025,2012,271,casse
BOR01110,2012,275,casse
BOR00186,2012,284,casse
BOR01951,2012,289,casse
BOR01011,2012,312,casse
BOR00692,2012,327,casse
BOR00875,2012,330,casse
BOR00888,2012,330,casse
BOR01856,2012,337,casse
BOR00272,2012,342,casse
BOR01694,2012,345,casse
BOR01261,2012,349,casse
BOR00047,2012,356,casse
BOR02009,2013,3,casse
BOR00790,2013,27,casse
BOR00338,2013,32,casse
BOR01403,2013,33,casse
BOR01214,2013,36,casse
BOR00092,2013,52,casse
BOR01755,2013,54,casse
BOR01835,2013,57,casse
BOR00163,2013,63,casse
BOR01291,2013,76,casse
BOR01974,2013,78,casse
BOR01592,2013,79,casse
BOR01117,2013,80,casse
BOR01863,2013,87,casse
BOR00492,2013,93,casse
BOR00855,2013,93,casse
BOR00143,2013,94,casse
BOR00527,2013,97,casse
BOR00298,2013,98,casse
BOR01443,2013,100,casse
BOR00754,2013,106,casse
BOR01295,2013,115,casse
BOR01374,2013,118,casse
BOR00671,2013,122,casse
BOR01997,2013,127,casse
BOR01903,2013,128,casse
BOR01072,2013,131,casse
BOR01412,2013,148,casse
BOR00192,2013,150,casse
BOR00952,2013,156,casse
BOR01407,2013,159,casse
BOR01043,2013,164,casse
BOR01177,2013,176,casse
BOR01211,2013,179,casse
BOR01287,2013,183,casse
BOR00923,2013,188,casse
BOR01949,2013,198,casse
BOR01479,2013,221,casse
BOR01565,2013,221,casse
BOR00923,2013,254,casse
BOR01855,2013,256,casse
BOR01903,2013,259,casse
BOR00490,2013,281,casse
BOR00785,2013,284,casse
BOR01053,2013,294,casse
BOR01090,2013,302,casse
BOR00445,2013,307,casse
BOR01035,2013,319,casse
BOR00749,2013,323,casse
BOR01699,2013,330,casse
BOR01684,2013,345,casse
BOR01346,2013,362,casse
BOR00022,2013,364,casse
BOR01018,2014,37,casse
BOR01217,2014,38,casse
BOR01881,2014,42,casse
BOR00772,2014,66,casse
BOR00880,2014,69,casse
BOR01239,2014,78,casse
BOR00997,2014,87,casse
BOR01794,2014,94,casse
BOR00536,2014,97,casse
BOR00099,2014,99,casse
BOR01205,2014,101,casse
BOR00659,2014,105,casse
BOR01037,2014,114,casse
BOR01075,2014,114,casse
BOR01335,2014,118,casse
BOR01720,2014,135,casse
BOR00012,2014,136,casse
BOR00468,2014,143,casse
BOR01052,2014,146,casse
BOR00103,2014,156,casse
BOR00914,2014,186,casse
BOR00714,2014,188,casse
BOR01163,2014,188,casse
BOR01034,2014,193,casse
BOR01493,2014,205,casse
BOR01669,2014,230,casse
BOR01728,2014,230,casse
BOR01755,2014,232,casse
BOR01830,2014,236,casse
BOR01053,2014,260,casse
BOR01266,2014,267,casse
BOR01824,2014,271,casse
BOR00569,2014,275,casse
BOR01781,2014,277,casse
BOR01051,2014,283,casse
BOR00917,2014,297,casse
BOR00638,2014,298,casse
BOR01565,2014,299,casse
BOR00449,2014,301,casse
BOR00418,2014,313,casse
BOR00584,2014,320,casse
BOR00895,2014,331,casse
BOR01082,2014,331,casse
BOR01198,2014,332,casse
BOR00915,2014,338,casse
BOR01204,2014,338,casse
BOR01382,2014,345,casse
BOR00375,2014,359,casse
BOR01395,2014,359,casse
BOR01346,2014,360,casse
BOR00031,2014,362,casse
BOR01230,2014,363,casse
BOR00770,2015,1,casse
BOR00941,2015,12,casse
BOR00126,2015,20,casse
BOR01163,2015,24,casse
BOR01248,2015,40,casse
BOR01722,2015,40,casse
BOR00047,2015,51,casse
BOR00155,2015,53,casse
BOR00345,2015,53,casse
BOR01112,2015,59,casse
BOR01558,2015,65,casse
BOR00827,2015,84,casse
BOR01219,2015,86,casse
BOR00334,2015,94,casse
BOR00459,2015,110,casse
BOR01995,2015,110,casse
BOR00805,2015,113,casse
BOR01382,2015,117,casse
BOR01306,2015,118,casse
BOR00332,2015,119,casse
BOR01010,2015,119,casse
BOR00287,2015,126,casse
BOR00981,2015,127,casse
BOR01339,2015,127,casse
BOR01546,2015,143,casse
BOR01929,2015,143,casse
BOR01843,2015,149,casse
BOR00176,2015,163,casse
BOR00189,2015,166,casse
BOR01173,2015,171,casse
BOR01148,2015,173,casse
BOR01520,2015,179,casse
BOR01728,2015,179,casse
BOR01167,2015,183,casse
BOR00849,2015,188,casse
BOR01704,2015,194,casse
BOR00099,2015,204,casse
BOR00287,2015,205,casse
BOR00029,2015,207,casse
BOR00418,2015,213,casse
BOR02003,2015,226,casse
BOR01445,2015,229,casse
BOR01479,2015,237,casse
BOR01285,2015,242,casse
BOR00745,2015,254,casse
BOR01361,2015,261,casse
BOR01121,2015,272,casse
BOR00859,2015,273,casse
BOR01328,2015,276,casse
BOR01426,2015,276,casse
BOR01613,2015,286,casse
BOR00154,2015,288,casse
BOR01074,2015,289,casse
BOR01648,2015,298,casse
BOR01156,2015,310,casse
BOR00458,2015,316,casse
BOR01855,2015,323,casse
BOR00936,2015,329,casse
BOR01929,2015,329,casse
BOR00297,2015,330,casse
BOR00468,2015,332,casse
BOR01012,2015,335,casse
BOR00013,2015,341,casse
BOR01911,2015,351,casse
BOR01516,2015,353,casse
BOR00349,2015,354,casse
BOR01124,2015,359,casse
BOR01972,2016,1,casse
BOR00860,2016,3,casse
BOR00144,2016,6,casse
BOR01813,2016,9,casse
BOR01042,2016,15,casse
BOR00553,2016,18,casse
BOR01403,2016,21,casse
BOR01395,2016,28,casse
BOR00532,2016,30,casse
BOR01012,2016,35,casse
BOR00895,2016,42,casse
BOR01797,2016,42,casse
BOR00807,2016,45,casse
BOR00379,2016,51,casse
BOR00271,2016,65,casse
BOR00575,2016,73,casse
BOR01216,2016,84,casse
BOR01738,2016,91,casse
BOR01531,2016,110,casse
BOR00571,2016,129,casse
BOR01400,2016,134,casse
BOR00873,2016,158,casse
BOR00585,2016,160,casse
BOR00952,2016,166,casse
BOR01666,2016,173,casse
BOR00888,2016,195,casse
BOR01161,2016,196,casse
BOR01086,2016,198,casse
BOR01713,2016,203,casse
BOR00351,2016,217,casse
BOR00264,2016,235,casse
BOR00674,2016,235,casse
BOR00536,2016,236,casse
BOR00770,2016,236,casse
BOR01065,2016,240,casse
BOR01741,2016,242,casse
BOR01781,2016,246,casse
BOR00832,2016,249,casse
BOR01635,2016,261,casse
BOR00945,2016,264,casse
BOR01843,2016,266,casse
BOR01293,2016,276,casse
BOR01184,2016,282,casse
BOR01354,2016,294,casse
BOR00680,2016,296,casse
BOR01141,2016,306,casse
BOR01612,2016,307,casse
BOR01677,2016,324,casse
BOR01749,2016,325,casse
BOR00754,2016,329,casse
BOR00071,2016,334,casse
BOR01239,2016,335,casse
BOR01534,2016,344,casse
BOR01910,2016,344,casse
BOR00142,2016,363,casse
BOR01502,2017,6,casse
BOR00390,2017,9,casse
BOR01829,2017,14,casse
BOR00930,2017,23,casse
BOR01119,2017,34,casse
BOR01225,2017,35,casse
BOR01147,2017,39,casse
BOR00847,2017,51,casse
BOR00527,2017,53,casse
BOR00316,2017,60,casse
BOR01064,2017,74,casse
BOR01986,2017,79,casse
BOR01412,2017,80,casse
BOR00449,2017,84,casse
BOR00361,2017,90,casse
BOR01542,2017,108,casse
BOR00055,2017,122,casse
BOR00901,2017,130,casse
BOR00424,2017,135,casse
BOR00922,2017,137,casse
BOR01885,2017,141,casse
BOR01705,2017,142,casse
BOR00144,2017,148,casse
BOR00279,2017,154,casse
BOR01794,2017,164,casse
BOR00553,2017,176,casse
BOR01144,2017,187,casse
BOR00597,2017,191,casse
BOR01183,2017,195,casse
BOR01208,2017,203,casse
BOR01251,2017,204,casse
BOR00144,2017,207,casse
BOR01911,2017,230,casse
BOR01754,2017,231,casse
BOR00387,2017,237,casse
BOR00329,2017,256,casse
BOR00992,2017,262,casse
BOR01002,2017,270,casse
BOR01031,2017,270,casse
BOR00292,2017,284,casse
BOR00505,2017,285,casse
BOR00770,2017,287,casse
BOR01827,2017,307,casse
BOR00338,2017,322,casse
BOR00267,2017,324,casse
BOR01052,2017,332,casse
BOR01301,2017,334,casse
BOR00949,2017,339,casse
BOR01406,2017,339,casse
BOR00307,2017,342,casse
BOR01196,2017,352,casse
BOR00671,2017,355,casse
BOR01855,2017,359,casse
BOR01664,2017,361,casse
BOR00545,2018,3,casse
BOR01577,2018,5,casse
BOR01237,2018,7,casse
BOR00443,2018,13,casse
BOR00995,2018,17,casse
BOR01734,2018,24,casse
BOR01255,2018,33,casse
BOR01849,2018,33,casse
BOR01843,2018,43,casse
BOR00819,2018,65,casse
BOR01986,2018,77,casse
BOR01001,2018,84,casse
BOR01459,2018,85,casse
BOR00559,2018,86,casse
BOR00372,2018,92,casse
BOR00219,2018,98,casse
BOR00444,2018,99,casse
BOR00368,2018,102,casse
BOR00163,2018,112,casse
BOR01977,2018,124,casse
BOR00211,2018,146,casse
BOR00071,2018,152,casse
BOR00466,2018,158,casse
BOR01551,2018,158,casse
BOR00181,2018,162,casse
BOR00442,2018,163,casse
BOR01691,2018,164,casse
BOR01142,2018,203,casse
BOR01290,2018,204,casse
BOR00457,2018,222,casse
BOR00290,2018,236,casse
BOR01617,2018,237,casse
BOR00105,2018,243,casse
BOR00584,2018,249,casse
BOR01249,2018,249,casse
BOR01417,2018,263,casse
BOR00690,2018,264,casse
BOR01218,2018,267,casse
BOR01048,2018,269,casse
BOR00376,2018,271,casse
BOR01208,2018,272,casse
BOR01263,2018,283,casse
BOR00986,2018,284,casse
BOR01117,2018,285,casse
BOR00439,2018,304,casse
BOR01030,2018,304,casse
BOR00490,2018,350,casse
BOR00450,2018,357,casse
BOR00773,2019,1,casse
BOR01483,2019,2,casse
BOR01665,2019,5,casse
BOR00633,2019,13,casse
BOR00387,2019,14,casse
BOR01446,2019,21,casse
BOR00868,2019,22,casse
BOR01031,2019,22,casse
BOR00801,2019,24,casse
BOR01918,2019,42,casse
BOR01570,2019,43,casse
BOR01473,2019,44,casse
BOR00972,2019,47,casse
BOR01992,2019,49,casse
BOR00086,2019,56,casse
BOR00541,2019,69,casse
BOR02010,2019,84,casse
BOR01540,2019,86,casse
BOR01006,2019,99,casse
BOR01074,2019,103,casse
BOR01043,2019,112,casse
BOR01239,2019,115,casse
BOR00218,2019,123,casse
BOR00449,2019,134,casse
BOR00002,2019,157,casse
BOR00678,2019,165,casse
BOR01705,2019,167,casse
BOR00736,2019,168,casse
BOR01445,2019,172,casse
BOR01540,2019,177,casse
BOR01080,2019,189,casse
BOR00500,2019,190,casse
BOR00873,2019,195,casse
BOR01204,2019,197,casse
BOR01234,2019,197,casse
BOR00071,2019,198,casse
BOR01392,2019,198,casse
BOR00597,2019,217,casse
BOR01855,2019,217,casse
BOR00082,2019,237,casse
BOR00239,2019,241,casse
BOR01999,2019,241,casse
BOR00407,2019,245,casse
BOR01544,2019,249,casse
BOR01262,2019,250,casse
BOR01470,2019,274,casse
BOR00270,2019,279,casse
BOR01930,2019,283,casse
BOR00604,2019,284,casse
BOR00870,2019,284,casse
BOR00598,2019,285,casse
BOR00671,2019,293,casse
BOR01506,2019,295,casse
BOR01859,2019,295,casse
BOR00718,2019,310,casse
BOR00895,2019,319,casse
BOR00134,2019,321,casse
BOR01544,2019,323,casse
BOR01730,2019,324,casse
BOR01977,2019,324,casse
BOR00286,2019,326,casse
BOR01479,2019,326,casse
BOR00753,2019,337,casse
BOR00965,2019,358,casse
BOR01622,2019,358,casse
BOR01156,2020,4,casse
BOR00071,2020,11,casse
BOR00381,2020,11,casse
BOR00620,2020,14,casse
BOR01170,2020,15,casse
BOR01610,2020,20,casse
BOR00916,2020,22,casse
BOR01908,2020,28,casse
BOR00035,2020,29,casse
BOR00271,2020,29,casse
BOR01710,2020,34,casse
BOR01482,2020,42,casse
BOR01873,2020,46,casse
BOR00132,2020,51,casse
BOR00105,2020,61,casse
BOR00209,2020,61,casse
BOR00035,2020,66,casse
BOR00273,2020,77,casse
BOR01106,2020,77,casse
BOR00995,2020,94,casse
BOR00576,2020,107,casse
BOR00870,2020,111,casse
BOR01461,2020,122,casse
BOR01858,2020,138,casse
BOR00276,2020,149,casse
BOR00325,2020,149,casse
BOR01059,2020,158,casse
BOR00834,2020,162,casse
BOR01096,2020,167,casse
BOR01239,2020,176,casse
BOR01552,2020,179,casse
BOR00908,2020,186,casse
BOR00917,2020,187,casse
BOR00870,2020,188,casse
BOR01536,2020,191,casse
BOR01574,2020,194,casse
BOR00922,2020,201,casse
BOR01677,2020,204,casse
BOR01207,2020,215,casse
BOR01477,2020,215,casse
BOR00307,2020,217,casse
BOR00458,2020,219,casse
BOR00100,2020,220,casse
BOR01282,2020,224,casse
BOR00317,2020,225,casse
BOR00487,2020,226,casse
BOR01555,2020,226,casse
BOR01183,2020,230,casse
BOR00731,2020,231,casse
BOR01126,2020,242,casse
BOR01657,2020,243,casse
BOR00699,2020,245,casse
BOR00052,2020,246,casse
BOR00218,2020,246,casse
BOR01280,2020,251,casse
BOR00219,2020,267,casse
BOR00229,2020,267,casse
BOR01103,2020,267,casse
BOR01386,2020,279,casse
BOR00585,2020,290,casse
BOR00909,2020,293,casse
BOR01988,2020,304,casse
BOR01734,2020,315,casse
BOR00371,2020,316,casse
BOR01197,2020,323,casse
BOR01184,2020,332,casse
BOR00796,2020,335,casse
BOR00739,2020,351,casse
BOR00880,2020,351,casse
BOR01565,2020,354,casse
BOR00498,2021,27,casse
BOR01586,2021,38,casse
BOR01430,2021,41,casse
BOR01001,2021,45,casse
BOR01430,2021,46,casse
BOR01999,2021,46,casse
BOR01962,2021,47,casse
BOR01417,2021,50,casse
BOR00512,2021,59,casse
BOR00886,2021,59,casse
BOR00744,2021,62,casse
BOR00888,2021,63,casse
BOR01833,2021,67,casse
BOR01997,2021,68,casse
BOR01564,2021,72,casse
BOR01656,2021,72,casse
BOR00346,2021,73,casse
BOR01878,2021,84,casse
BOR01670,2021,95,casse
BOR00787,2021,98,casse
BOR00480,2021,103,casse
BOR01002,2021,104,casse
BOR01023,2021,108,casse
BOR01506,2021,117,casse
BOR00952,2021,122,casse
BOR00664,2021,125,casse
BOR00992,2021,129,casse
BOR00024,2021,152,casse
BOR01552,2021,164,casse
BOR01708,2021,170,casse
BOR01549,2021,175,casse
BOR01357,2021,201,casse
BOR01646,2021,201,casse
BOR00597,2021,208,casse
BOR01079,2021,209,casse
BOR00990,2021,217,casse
BOR00954,2021,224,casse
BOR00481,2021,228,casse
BOR01001,2021,242,casse
BOR00591,2021,244,casse
BOR00720,2021,249,casse
BOR00369,2021,253,casse
BOR00408,2021,256,casse
BOR00901,2021,268,casse
BOR01546,2021,270,casse
BOR00217,2021,271,casse
BOR00015,2021,280,casse
BOR01808,2021,280,casse
BOR00467,2021,284,casse
BOR00372,2021,285,casse
BOR00313,2021,286,casse
BOR00422,2021,286,casse
BOR00210,2021,292,casse
BOR01157,2021,297,casse
BOR01454,2021,299,casse
BOR01766,2021,304,casse
BOR00558,2021,311,casse
BOR01022,2021,317,casse
BOR01451,2021,317,casse
BOR01677,2021,323,casse
BOR00882,2021,331,casse
BOR00739,2021,341,casse
BOR01531,2021,348,casse
BOR00736,2021,351,casse
BOR00598,2021,354,casse
BOR01599,2021,356,casse
BOR01858,2021,358,casse
BOR01636,2021,360,casse
BOR00177,2022,2,casse
BOR00667,2022,4,casse
BOR01176,2022,7,casse
BOR01992,2022,12,casse
BOR01257,2022,18,casse
BOR00212,2022,19,casse
BOR00840,2022,28,casse
BOR00891,2022,32,casse
BOR01375,2022,33,casse
BOR00922,2022,48,casse
BOR00690,2022,49,casse
BOR00729,2022,57,casse
BOR00569,2022,68,casse
BOR01728,2022,70,casse
BOR00773,2022,73,casse
BOR01755,2022,90,casse
BOR00822,2022,94,casse
BOR01338,2022,103,casse
BOR00140,2022,104,casse
BOR01161,2022,104,casse
BOR00439,2022,106,casse
BOR01363,2022,106,casse
BOR00997,2022,112,casse
BOR00859,2022,121,casse
BOR01037,2022,126,casse
BOR01451,2022,129,casse
BOR01158,2022,136,casse
BOR01740,2022,142,casse
BOR01773,2022,145,casse
BOR00885,2022,150,casse
BOR01094,2022,152,casse
BOR00267,2022,153,casse
BOR00571,2022,154,casse
BOR00493,2022,158,casse
BOR01482,2022,165,casse
BOR01794,2022,168,casse
BOR00853,2022,193,casse
BOR01769,2022,195,casse
BOR00047,2022,199,casse
BOR01620,2022,209,casse
BOR00035,2022,220,casse
BOR00349,2022,222,casse
BOR01119,2022,223,casse
BOR00594,2022,224,casse
BOR01857,2022,237,casse
BOR01012,2022,241,casse
BOR00757,2022,256,casse
BOR00035,2022,265,casse
BOR01043,2022,268,casse
BOR01107,2022,268,casse
BOR01479,2022,269,casse
BOR00337,2022,273,casse
BOR00888,2022,274,casse
BOR00898,2022,276,casse
BOR01034,2022,277,casse
BOR01405,2022,292,casse
BOR01670,2022,294,casse
BOR01862,2022,299,casse
BOR00387,2022,300,casse
BOR01009,2022,308,casse
BOR00439,2022,312,casse
BOR00660,2022,314,casse
BOR01789,2022,319,casse
BOR01680,2022,342,casse
BOR01459,2022,347,casse
BOR01287,2022,348,casse
BOR01322,2022,355,casse
BOR00945,2023,4,casse
BOR01543,2023,16,casse
BOR01818,2023,17,casse
BOR00537,2023,18,casse
BOR00944,2023,18,casse
