id_troncon,score_h1,score_h3,score_h5
BOR00097,0.02658,0.05676,0.08031
BOR00098,0.10638,0.21832,0.3019
BOR00099,0.03796,0.08045,0.11329
BOR00100,0.10434,0.2143,0.29646
BOR00101,0.00274,0.00596,0.00854
BOR00102,0.00483,0.0105,0.01504
BOR00103,0.15424,0.3118,0.42734
BOR00104,0.12305,0.25109,0.34612
BOR00105,0.04437,0.09367,0.13159
BOR00106,0.03193,0.06794,0.0959
BOR00107,0.00881,0.01908,0.02725
BOR00108,0.03316,0.0705,0.09946
BOR00109,0.00289,0.00629,0.00902
BOR00110,0.02637,0.05632,0.07969
BOR00111,0.03561,0.07558,0.10653
BOR00112,0.00458,0.00995,0.01425
BOR00113,0.03186,0.06779,0.09569
BOR00114,0.01958,0.04203,0.05967
BOR00115,0.01983,0.04256,0.06041
BOR00116,0.04585,0.09671,0.1358
BOR00117,0.00803,0.01739,0.02486
BOR00118,0.02279,0.0488,0.06917
BOR00119,0.02266,0.04852,0.06878
BOR00120,0.00555,0.01206,0.01727
BOR00121,0.06588,0.13752,0.1919
BOR00122,0.04936,0.10391,0.14573
BOR00123,0.02336,0.04999,0.07084
BOR00124,0.0031,0.00675,0.00968
BOR00125,0.02366,0.05062,0.07172
BOR00126,0.13006,0.2648,0.36456
BOR00127,0.02393,0.05119,0.07253
BOR00128,0.07161,0.14906,0.2077
BOR00129,0.05857,0.1227,0.17158
BOR00130,0.02428,0.05193,0.07356
BOR00131,0.05927,0.12412,0.17353
BOR00132,0.1186,0.24238,0.33439
BOR00133,0.02108,0.0452,0.06412
BOR00134,0.08116,0.16823,0.23386
BOR00135,0.0084,0.0182,0.02601
BOR00136,0.06667,0.13911,0.19409
BOR00137,0.04075,0.08622,0.12129
BOR00138,0.10226,0.21018,0.29087
BOR00139,0.04113,0.087,0.12237
BOR00140,0.11257,0.23053,0.3184
BOR00141,0.03764,0.0798,0.11238
BOR00142,0.08502,0.17594,0.24436
BOR00143,0.11224,0.22987,0.31752
BOR00144,0.05711,0.11973,0.1675
BOR00145,0.03266,0.06945,0.09801
BOR00146,0.03443,0.07313,0.10313
BOR00147,0.07143,0.1487,0.20721
BOR00148,0.10776,0.22105,0.30559
BOR00149,0.0275,0.05869,0.083
BOR00150,0.04311,0.0911,0.12803
BOR00151,0.03524,0.07483,0.10548
BOR00152,0.03027,0.06448,0.09109
BOR00153,0.12599,0.25685,0.35388
BOR00154,0.09571,0.19722,0.27329
BOR00155,0.0561,0.11769,0.16469
BOR00156,0.05135,0.10799,0.15135
BOR00157,0.01906,0.04092,0.05811
BOR00158,0.03198,0.06803,0.09603
BOR00159,0.09112,0.18809,0.2609
BOR00160,0.07342,0.15271,0.21269
BOR00161,0.07372,0.15332,0.21352
BOR00162,0.02209,0.04733,0.06711
BOR00163,0.02892,0.06166,0.08716
BOR00164,0.02351,0.05031,0.07129
BOR00165,0.05784,0.12122,0.16954
BOR00166,0.06482,0.13537,0.18896
BOR00167,0.07546,0.15681,0.21828
BOR00168,0.01063,0.02298,0.0328
BOR00169,0.01637,0.03522,0.05009
BOR00170,0.01356,0.02925,0.04166
BOR00171,0.1113,0.22803,0.31502
BOR00172,0.01783,0.03833,0.05446
BOR00173,0.03756,0.07962,0.11214
BOR00174,0.02134,0.04573,0.06487
BOR00175,0.00468,0.01017,0.01457
BOR00176,0.02711,0.05787,0.08187
BOR00177,0.05265,0.11065,0.155
BOR00178,0.07543,0.15675,0.2182
BOR00179,0.08962,0.18511,0.25685
BOR00180,0.0558,0.11706,0.16384
BOR00181,0.02214,0.04743,0.06725
BOR00182,0.03263,0.0694,0.09793
BOR00183,0.07429,0.15447,0.21509
BOR00184,0.02882,0.06145,0.08686
BOR00185,0.00739,0.01601,0.0229
BOR00186,0.01974,0.04236,0.06013
BOR00187,0.00544,0.01181,0.01691
BOR00188,0.01761,0.03785,0.0538
BOR00189,0.12973,0.26415,0.3637
BOR00190,0.02373,0.05078,0.07195
BOR00191,0.02186,0.04685,0.06643
BOR00192,0.08334,0.17259,0.2398
BOR00193,0.00374,0.00814,0.01167
BOR00194,0.02152,0.04611,0.0654
BOR00195,0.01949,0.04184,0.05941
BOR00196,0.02582,0.05517,0.07809
BOR00197,0.02025,0.04345,0.06167
BOR00198,0.01583,0.03408,0.04848
BOR00199,0.01479,0.03186,0.04535
BOR00200,0.08233,0.17056,0.23705
BOR00201,0.07996,0.16582,0.23058
BOR00202,0.01741,0.03743,0.0532
BOR00203,0.03718,0.07884,0.11105
BOR00204,0.02197,0.04706,0.06674
BOR00205,0.02867,0.06114,0.08642
BOR00206,0.00458,0.00994,0.01425
BOR00207,0.02745,0.05858,0.08286
BOR00208,0.04877,0.10272,0.14408
BOR00209,0.06855,0.1429,0.19928
BOR00210,0.11329,0.23194,0.32032
BOR00211,0.05877,0.1231,0.17213
BOR00212,0.03053,0.06502,0.09184
BOR00213,0.04892,0.10303,0.14451
BOR00214,0.02865,0.06108,0.08635
BOR00215,0.00383,0.00834,0.01195
BOR00216,0.07092,0.14768,0.20581
BOR00217,0.0329,0.06996,0.09871
BOR00218,0.03038,0.0647,0.09139
BOR00219,0.03391,0.07206,0.10164
BOR00220,0.07329,0.15244,0.21232
BOR00221,0.07218,0.15022,0.20928
BOR00222,0.03029,0.06452,0.09114
BOR00223,0.01974,0.04235,0.06013
BOR00224,0.01402,0.03023,0.04305
BOR00225,0.06183,0.12933,0.18067
BOR00226,0.01999,0.04289,0.06088
BOR00227,0.01289,0.02782,0.03964
BOR00228,0.0173,0.03719,0.05286
BOR00229,0.14272,0.28946,0.39759
BOR00230,0.0816,0.16912,0.23507
BOR00231,0.02437,0.05213,0.07384
BOR00232,0.02117,0.04538,0.06438
BOR00233,0.02457,0.05253,0.0744
BOR00234,0.1127,0.23078,0.31875
BOR00235,0.01776,0.03816,0.05423
BOR00236,0.0289,0.06162,0.08709
BOR00237,0.02162,0.04633,0.06571
BOR00238,0.05315,0.11167,0.15641
BOR00239,0.11882,0.24279,0.33495
BOR00240,0.04194,0.08869,0.1247
BOR00241,0.05186,0.10903,0.15278
BOR00242,0.04492,0.09482,0.13318
BOR00243,0.05158,0.10846,0.152
BOR00244,0.0156,0.03358,0.04778
BOR00245,0.0047,0.01021,0.01463
BOR00246,0.03337,0.07093,0.10007
BOR00247,0.02513,0.05371,0.07605
BOR00248,0.00447,0.00972,0.01393
BOR00249,0.02167,0.04644,0.06586
BOR00250,0.02418,0.05172,0.07326
BOR00251,0.00464,0.01008,0.01444
BOR00252,0.0519,0.10912,0.1529
BOR00253,0.03987,0.0844,0.11877
BOR00254,0.03484,0.07399,0.10431
BOR00255,0.00476,0.01035,0.01483
BOR00256,0.02,0.04292,0.06092
BOR00257,0.06276,0.1312,0.18325
BOR00258,0.1394,0.283,0.38896
BOR00259,0.01642,0.03534,0.05025
BOR00260,0.02641,0.05641,0.07982
BOR00261,0.03754,0.07958,0.11208
BOR00262,0.0224,0.04797,0.06801
BOR00263,0.0236,0.0505,0.07155
BOR00264,0.07011,0.14605,0.20359
BOR00265,0.01607,0.03458,0.04919
BOR00266,0.01712,0.0368,0.05232
BOR00267,0.16511,0.33277,0.45511
BOR00268,0.00325,0.00708,0.01015
BOR00269,0.04678,0.09862,0.13843
BOR00270,0.10899,0.22348,0.30888
BOR00271,0.08578,0.17747,0.24645
BOR00272,0.07909,0.16408,0.22821
BOR00273,0.02299,0.04922,0.06976
BOR00274,0.04945,0.1041,0.14599
BOR00275,0.01803,0.03875,0.05505
BOR00276,0.10976,0.22499,0.31092
BOR00277,0.01985,0.0426,0.06047
BOR00278,0.02359,0.05047,0.07151
BOR00279,0.0636,0.1329,0.18557
BOR00280,0.0125,0.02699,0.03846
BOR00281,0.01687,0.03628,0.05158
BOR00282,0.00398,0.00864,0.01239
BOR00283,0.03132,0.06667,0.09414
BOR00284,0.01453,0.0313,0.04456
BOR00285,0.08038,0.16667,0.23173
BOR00286,0.06027,0.12615,0.17632
BOR00287,0.0396,0.08384,0.11799
BOR00288,0.05265,0.11066,0.15502
BOR00289,0.02112,0.04527,0.06423
BOR00290,0.03632,0.07706,0.10858
BOR00291,0.00375,0.00817,0.01171
BOR00292,0.07139,0.14863,0.20712
BOR00293,0.0375,0.0795,0.11196
BOR00294,0.01839,0.0395,0.05611
BOR00295,0.02841,0.06059,0.08565
BOR00296,0.02148,0.04604,0.0653
BOR00297,0.01929,0.0414,0.05879
BOR00298,0.02255,0.04829,0.06846
BOR00299,0.01137,0.02457,0.03505
BOR00300,0.01963,0.04212,0.0598
BOR00301,0.11025,0.22596,0.31223
BOR00302,0.06019,0.126,0.17611
BOR00303,0.01637,0.03522,0.05009
BOR00304,0.01336,0.02881,0.04104
BOR00305,0.0235,0.0503,0.07127
BOR00306,0.10948,0.22443,0.31017
BOR00307,0.10155,0.20878,0.28898
BOR00308,0.03547,0.0753,0.10613
BOR00309,0.05222,0.10977,0.1538
BOR00310,0.04951,0.10422,0.14616
BOR00311,0.06022,0.12606,0.1762
BOR00312,0.04952,0.10424,0.14618
BOR00313,0.03111,0.06623,0.09353
BOR00314,0.05568,0.11682,0.1635
BOR00315,0.00416,0.00905,0.01296
BOR00316,0.02465,0.05271,0.07465
BOR00317,0.06685,0.13948,0.19459
BOR00318,0.02675,0.05711,0.0808
BOR00319,0.0251,0.05365,0.07596
BOR00320,0.10953,0.22454,0.31031
BOR00321,0.02141,0.04589,0.06509
BOR00322,0.02925,0.06235,0.08811
BOR00323,0.10626,0.21808,0.30157
BOR00324,0.0368,0.07805,0.10996
BOR00325,0.01809,0.03886,0.05522
BOR00326,0.0043,0.00934,0.01339
BOR00327,0.03088,0.06575,0.09285
BOR00328,0.0048,0.01044,0.01495
BOR00329,0.06857,0.14295,0.19934
BOR00330,0.05078,0.10682,0.14974
BOR00331,0.0213,0.04565,0.06476
BOR00332,0.06265,0.13098,0.18294
BOR00333,0.03305,0.07027,0.09915
BOR00334,0.07316,0.15219,0.21198
BOR00335,0.02058,0.04414,0.06264
BOR00336,0.02136,0.04578,0.06493
BOR00337,0.0677,0.14118,0.19692
BOR00338,0.0178,0.03825,0.05435
BOR00339,0.02561,0.05473,0.07747
BOR00340,0.02467,0.05275,0.0747
BOR00341,0.06771,0.1412,0.19695
BOR00342,0.02824,0.06024,0.08517
BOR00343,0.0112,0.0242,0.03452
BOR00344,0.02152,0.04613,0.06543
BOR00345,0.0208,0.0446,0.06329
BOR00346,0.0227,0.04861,0.0689
BOR00347,0.03667,0.07779,0.1096
BOR00348,0.02188,0.04688,0.06649
BOR00349,0.03595,0.07629,0.10751
BOR00350,0.01545,0.03326,0.04733
BOR00351,0.04012,0.08492,0.11948
BOR00352,0.01735,0.03731,0.05303
BOR00353,0.02643,0.05644,0.07987
BOR00354,0.07401,0.15389,0.2143
BOR00355,0.01552,0.03342,0.04755
BOR00356,0.08353,0.17297,0.24032
BOR00357,0.0211,0.04523,0.06417
BOR00358,0.02154,0.04617,0.06548
BOR00359,0.00875,0.01895,0.02708
BOR00360,0.01571,0.03382,0.04811
BOR00361,0.15913,0.32123,0.43986
BOR00362,0.03689,0.07823,0.11021
BOR00363,0.11464,0.23458,0.32388
BOR00364,0.00483,0.0105,0.01503
BOR00365,0.03942,0.08347,0.11747
BOR00366,0.07029,0.14642,0.20409
BOR00367,0.02404,0.05143,0.07285
BOR00368,0.07518,0.15623,0.2175
BOR00369,0.01387,0.0299,0.04258
BOR00370,0.03576,0.0759,0.10697
BOR00371,0.05462,0.11466,0.16053
BOR00372,0.06264,0.13096,0.18292
BOR00373,0.00452,0.00983,0.01408
BOR00374,0.00981,0.02123,0.03031
BOR00375,0.03119,0.0664,0.09375
BOR00376,0.03006,0.06405,0.09048
BOR00377,0.03128,0.06659,0.09402
BOR00378,0.08237,0.17065,0.23717
BOR00379,0.03255,0.06922,0.09769
BOR00380,0.02092,0.04486,0.06365
BOR00381,0.09134,0.18854,0.2615
BOR00382,0.02334,0.04996,0.0708
BOR00383,0.02239,0.04796,0.06799
BOR00384,0.02205,0.04724,0.06698
BOR00385,0.03589,0.07617,0.10734
BOR00386,0.01759,0.03781,0.05374
BOR00387,0.05341,0.11219,0.15713
BOR00388,0.03325,0.07068,0.09972
BOR00389,0.07396,0.15379,0.21417
BOR00390,0.04044,0.08558,0.1204
BOR00391,0.01232,0.0266,0.03791
BOR00392,0.11781,0.24082,0.33229
BOR00393,0.04581,0.09664,0.1357
BOR00394,0.11104,0.22751,0.31432
BOR00395,0.01688,0.0363,0.05162
BOR00396,0.02292,0.04908,0.06956
BOR00397,0.02472,0.05285,0.07485
BOR00398,0.10742,0.22036,0.30466
BOR00399,0.03538,0.07511,0.10588
BOR00400,0.0734,0.15266,0.21262
BOR00401,0.0034,0.00739,0.01059
BOR00402,0.02398,0.05131,0.07269
BOR00403,0.02922,0.06228,0.08802
BOR00404,0.01498,0.03226,0.04591
BOR00405,0.0525,0.11034,0.15458
BOR00406,0.00794,0.01719,0.02458
BOR00407,0.09336,0.19255,0.26696
BOR00408,0.10855,0.2226,0.30769
BOR00409,0.07891,0.16373,0.22772
BOR00410,0.03943,0.08351,0.11752
BOR00411,0.00456,0.00992,0.01421
BOR00412,0.04865,0.10246,0.14372
BOR00413,0.00486,0.01055,0.01511
BOR00414,0.06305,0.1318,0.18406
BOR00415,0.04198,0.08876,0.12481
BOR00416,0.04855,0.10226,0.14345
BOR00417,0.01948,0.04182,0.05938
BOR00418,0.05773,0.121,0.16924
BOR00419,0.03374,0.0717,0.10114
BOR00420,0.00234,0.00509,0.0073
BOR00421,0.01355,0.02922,0.04162
BOR00422,0.1142,0.23373,0.32273
BOR00423,0.05586,0.11719,0.16401
BOR00424,0.09809,0.20192,0.27968
BOR00425,0.01924,0.0413,0.05864
BOR00426,0.09825,0.20225,0.28012
BOR00427,0.0246,0.0526,0.0745
BOR00428,0.02622,0.056,0.07925
BOR00429,0.11656,0.23836,0.32898
BOR00430,0.01931,0.04145,0.05886
BOR00431,0.0025,0.00545,0.00782
BOR00432,0.03796,0.08045,0.11328
BOR00433,0.0413,0.08735,0.12284
BOR00434,0.02184,0.04679,0.06635
BOR00435,0.04992,0.10507,0.14732
BOR00436,0.07846,0.16282,0.22648
BOR00437,0.02023,0.0434,0.0616
BOR00438,0.0288,0.0614,0.08678
BOR00439,0.07524,0.15636,0.21768
BOR00440,0.02462,0.05265,0.07456
BOR00441,0.02666,0.05692,0.08054
BOR00442,0.0171,0.03676,0.05226
BOR00443,0.02534,0.05417,0.07668
BOR00444,0.03154,0.06712,0.09476
BOR00445,0.03906,0.08273,0.11644
BOR00446,0.1084,0.2223,0.30728
BOR00447,0.0203,0.04354,0.06179
BOR00448,0.04201,0.08881,0.12487
BOR00449,0.09109,0.18804,0.26083
BOR00450,0.07614,0.15817,0.22015
BOR00451,0.05526,0.11598,0.16234
BOR00452,0.01761,0.03786,0.0538
BOR00453,0.10276,0.21118,0.29223
BOR00454,0.02015,0.04322,0.06135
BOR00455,0.03261,0.06935,0.09787
BOR00456,0.01693,0.03641,0.05177
BOR00457,0.136,0.27639,0.38011
BOR00458,0.08521,0.17633,0.2449
BOR00459,0.01898,0.04076,0.05789
BOR00460,0.09217,0.19019,0.26375
BOR00461,0.01984,0.04257,0.06044
BOR00462,0.05938,0.12435,0.17385
BOR00463,0.01747,0.03755,0.05337
BOR00464,0.10671,0.21897,0.30277
BOR00465,0.02052,0.04402,0.06246
BOR00466,0.09835,0.20245,0.28039
BOR00467,0.07208,0.15002,0.20901
BOR00468,0.10608,0.21772,0.30109
BOR00469,0.02888,0.06157,0.08702
BOR00470,0.0054,0.01173,0.01679
BOR00471,0.02454,0.05248,0.07433
BOR00472,0.07856,0.16302,0.22677
BOR00473,0.09002,0.18591,0.25794
BOR00474,0.05085,0.10696,0.14993
BOR00475,0.03235,0.06882,0.09713
BOR00476,0.02963,0.06315,0.08922
BOR00477,0.06004,0.12568,0.17567
BOR00478,0.09425,0.19432,0.26936
BOR00479,0.01375,0.02964,0.04222
BOR00480,0.02349,0.05028,0.07124
BOR00481,0.04829,0.10173,0.14272
BOR00482,0.0038,0.00827,0.01186
BOR00483,0.11633,0.23792,0.32838
BOR00484,0.04491,0.09479,0.13313
BOR00485,0.04057,0.08585,0.12077
BOR00486,0.11294,0.23124,0.31936
BOR00487,0.05893,0.12344,0.1726
BOR00488,0.09922,0.20416,0.28272
BOR00489,0.02286,0.04895,0.06938
BOR00490,0.11095,0.22734,0.3141
BOR00491,0.04774,0.1006,0.14116
BOR00492,0.11004,0.22554,0.31167
BOR00493,0.02058,0.04414,0.06263
BOR00494,0.10125,0.20819,0.28818
BOR00495,0.01669,0.03589,0.05103
BOR00496,0.12262,0.25024,0.34499
BOR00497,0.0651,0.13593,0.18973
BOR00498,0.07565,0.15718,0.2188
BOR00499,0.00715,0.01549,0.02216
BOR00500,0.15256,0.30854,0.42301
BOR00501,0.0132,0.02848,0.04058
BOR00502,0.0268,0.05723,0.08096
BOR00503,0.11907,0.24328,0.33561
BOR00504,0.08609,0.17808,0.24728
BOR00505,0.02775,0.0592,0.08372
BOR00506,0.0192,0.04122,0.05854
BOR00507,0.01424,0.03068,0.04369
BOR00508,0.02279,0.0488,0.06917
BOR00509,0.09176,0.18936,0.26263
BOR00510,0.03975,0.08417,0.11844
BOR00511,0.02033,0.04362,0.0619
BOR00512,0.06644,0.13863,0.19343
BOR00513,0.02046,0.04388,0.06227
BOR00514,0.00994,0.02149,0.03068
BOR00515,0.03915,0.08292,0.11671
BOR00516,0.01791,0.03848,0.05469
BOR00517,0.00786,0.01702,0.02433
BOR00518,0.08196,0.16984,0.23605
BOR00519,0.18248,0.36609,0.4988
BOR00520,0.03514,0.07462,0.10519
BOR00521,0.05925,0.12409,0.17348
BOR00522,0.02507,0.05358,0.07587
BOR00523,0.05084,0.10696,0.14993
BOR00524,0.00444,0.00964,0.01382
BOR00525,0.08376,0.17343,0.24095
BOR00526,0.0046,0.01,0.01432
BOR00527,0.04868,0.10253,0.14383
BOR00528,0.04933,0.10385,0.14564
BOR00529,0.01196,0.02583,0.03683
BOR00530,0.01798,0.03864,0.0549
BOR00531,0.03807,0.08068,0.11361
BOR00532,0.02245,0.04809,0.06818
BOR00533,0.00409,0.00889,0.01274
BOR00534,0.02687,0.05736,0.08114
BOR00535,0.01896,0.04071,0.05781
BOR00536,0.10803,0.22158,0.3063
BOR00537,0.14388,0.29172,0.4006
BOR00538,0.03514,0.07461,0.10518
BOR00539,0.02451,0.05242,0.07424
BOR00540,0.01121,0.02423,0.03456
BOR00541,0.10821,0.22194,0.30679
BOR00542,0.01585,0.03412,0.04853
BOR00543,0.01994,0.04278,0.06073
BOR00544,0.01686,0.03627,0.05157
BOR00545,0.11505,0.2354,0.32498
BOR00546,0.02614,0.05583,0.07901
BOR00547,0.01099,0.02375,0.03388
BOR00548,0.00689,0.01494,0.02137
BOR00549,0.01772,0.03809,0.05413
BOR00550,0.10908,0.22364,0.30909
BOR00551,0.03055,0.06506,0.09189
BOR00552,0.01627,0.03502,0.04981
BOR00553,0.01942,0.04169,0.05919
BOR00554,0.0125,0.02697,0.03844
BOR00555,0.07347,0.15281,0.21283
BOR00556,0.03574,0.07585,0.10691
BOR00557,0.02356,0.05043,0.07145
BOR00558,0.05138,0.10806,0.15145
BOR00559,0.02788,0.05948,0.08411
BOR00560,0.04025,0.08518,0.11985
BOR00561,0.07778,0.16145,0.22462
BOR00562,0.12514,0.25519,0.35165
BOR00563,0.01951,0.04187,0.05944
BOR00564,0.02267,0.04854,0.06881
BOR00565,0.07163,0.14911,0.20777
BOR00566,0.06395,0.13361,0.18655
BOR00567,0.01501,0.03233,0.04601
BOR00568,0.01616,0.03477,0.04946
BOR00569,0.02022,0.04338,0.06157
BOR00570,0.02529,0.05406,0.07653
BOR00571,0.08416,0.17423,0.24204
BOR00572,0.0162,0.03487,0.0496
BOR00573,0.02961,0.0631,0.08917
BOR00574,0.01758,0.0378,0.05372
BOR00575,0.08161,0.16912,0.23508
BOR00576,0.11788,0.24095,0.33247
BOR00577,0.015,0.03231,0.04599
BOR00578,0.05337,0.11211,0.15702
BOR00579,0.03176,0.06759,0.09541
BOR00580,0.07956,0.16503,0.2295
BOR00581,0.01643,0.03535,0.05027
BOR00582,0.0194,0.04165,0.05914
BOR00583,0.00283,0.00616,0.00883
BOR00584,0.04672,0.0985,0.13826
BOR00585,0.07629,0.15848,0.22057
BOR00586,0.00497,0.0108,0.01546
BOR00587,0.01803,0.03875,0.05506
BOR00588,0.08686,0.1796,0.24936
BOR00589,0.03444,0.07316,0.10316
BOR00590,0.04028,0.08525,0.11994
BOR00591,0.0412,0.08715,0.12257
BOR00592,0.03218,0.06846,0.09662
BOR00593,0.02583,0.05518,0.07811
BOR00594,0.04057,0.08585,0.12078
BOR00595,0.043,0.09087,0.12771
BOR00596,0.08732,0.18053,0.25062
BOR00597,0.07567,0.15723,0.21886
BOR00598,0.10032,0.20634,0.28567
BOR00599,0.0134,0.02889,0.04116
BOR00600,0.0305,0.06496,0.09176
BOR00601,0.02006,0.04305,0.0611
BOR00602,0.08163,0.16917,0.23515
BOR00603,0.06913,0.14407,0.20088
BOR00604,0.07488,0.15563,0.21668
BOR00605,0.01033,0.02234,0.03188
BOR00606,0.01529,0.03293,0.04686
BOR00607,0.11578,0.23684,0.32692
BOR00608,0.01722,0.03703,0.05265
BOR00609,0.07035,0.14653,0.20424
BOR00610,0.02385,0.05102,0.07228
BOR00611,0.01593,0.0343,0.04879
BOR00612,0.01918,0.04117,0.05846
BOR00613,0.01944,0.04173,0.05925
BOR00614,0.02482,0.05306,0.07514
BOR00615,0.02908,0.062,0.08762
BOR00616,0.01348,0.02907,0.04141
BOR00617,0.02488,0.0532,0.07533
BOR00618,0.07807,0.16205,0.22544
BOR00619,0.10722,0.21997,0.30414
BOR00620,0.01307,0.02819,0.04016
BOR00621,0.02604,0.05563,0.07873
BOR00622,0.07544,0.15676,0.21821
BOR00623,0.00869,0.01882,0.02688
BOR00624,0.00918,0.01987,0.02837
BOR00625,0.02822,0.06019,0.0851
BOR00626,0.02245,0.04808,0.06816
BOR00627,0.04403,0.09299,0.13065
BOR00628,0.05777,0.12108,0.16936
BOR00629,0.0209,0.04482,0.06359
BOR00630,0.06649,0.13875,0.19359
BOR00631,0.00735,0.01594,0.02279
BOR00632,0.02833,0.06043,0.08544
BOR00633,0.17855,0.35857,0.48899
BOR00634,0.01912,0.04106,0.05831
BOR00635,0.0086,0.01862,0.0266
BOR00636,0.00965,0.02089,0.02982
BOR00637,0.05623,0.11794,0.16504
BOR00638,0.03585,0.07608,0.10722
BOR00639,0.02528,0.05403,0.0765
BOR00640,0.04247,0.08977,0.1262
BOR00641,0.06468,0.13509,0.18858
BOR00642,0.00444,0.00966,0.01384
BOR00643,0.00359,0.00781,0.01119
BOR00644,0.07909,0.16409,0.22822
BOR00645,0.06314,0.13197,0.1843
BOR00646,0.03277,0.06968,0.09833
BOR00647,0.02053,0.04403,0.06248
BOR00648,0.00428,0.00931,0.01334
BOR00649,0.03003,0.06398,0.09039
BOR00650,0.02944,0.06275,0.08867
BOR00651,0.01609,0.03462,0.04925
BOR00652,0.07276,0.15138,0.21087
BOR00653,0.02546,0.0544,0.07701
BOR00654,0.02124,0.04553,0.06459
BOR00655,0.09723,0.20023,0.27739
BOR00656,0.01751,0.03763,0.05349
BOR00657,0.08296,0.17183,0.23877
BOR00658,0.02971,0.0633,0.08944
BOR00659,0.03004,0.064,0.09041
BOR00660,0.09873,0.20319,0.2814
BOR00661,0.03492,0.07416,0.10456
BOR00662,0.01801,0.0387,0.05499
BOR00663,0.02566,0.05483,0.07761
BOR00664,0.03296,0.07008,0.09888
