id_troncon,score_h1,score_h3,score_h5
SYN000332,0.00416,0.00416,0.00722
SYN000333,0.00722,0.02174,0.03462
SYN000334,0.01791,0.03462,0.03462
SYN000335,0.00416,0.00722,0.01791
SYN000336,0.08418,0.2,0.21667
SYN000337,0.00416,0.00416,0.00722
SYN000338,0.00722,0.03462,0.03462
SYN000339,0.00416,0.01791,0.03462
SYN000340,0.03911,0.08418,0.08418
SYN000341,0.00416,0.01791,0.02174
SYN000342,0.00416,0.01791,0.02174
SYN000343,0.00416,0.01791,0.02174
SYN000344,0.00416,0.01791,0.03462
SYN000345,0.0,0.00416,0.00416
SYN000346,0.0,0.00416,0.00416
SYN000347,0.00416,0.01791,0.02174
SYN000348,0.03462,0.08418,0.08418
SYN000349,0.01791,0.03462,0.03911
SYN000350,0.01791,0.03462,0.03911
SYN000351,0.03911,0.08418,0.08418
SYN000352,0.03911,0.08418,0.08418
SYN000353,0.01791,0.03462,0.03911
SYN000354,0.00416,0.00416,0.00722
SYN000355,0.00416,0.01791,0.03462
SYN000356,0.00416,0.00416,0.00416
SYN000357,0.01791,0.03462,0.03462
SYN000358,0.01791,0.03462,0.03911
SYN000359,0.03911,0.08418,0.08418
SYN000360,0.01791,0.03462,0.03462
SYN000361,0.03462,0.04651,0.08418
SYN000362,0.01791,0.03462,0.03911
SYN000363,0.02174,0.03911,0.04651
SYN000364,0.03462,0.04638,0.08418
SYN000365,0.00416,0.00416,0.00722
SYN000366,0.01791,0.03462,0.03911
SYN000367,0.0,0.00416,0.00416
SYN000368,0.01791,0.03462,0.03911
SYN000369,0.00416,0.00722,0.01791
SYN000370,0.0,0.00416,0.00416
SYN000371,0.00722,0.03462,0.03462
SYN000372,0.00416,0.00416,0.00722
SYN000373,0.00416,0.01791,0.03462
SYN000374,0.03462,0.03911,0.08418
SYN000375,0.01791,0.03462,0.03911
SYN000376,0.02174,0.03462,0.04651
SYN000377,0.00416,0.00416,0.00722
SYN000378,0.00416,0.01791,0.02174
SYN000379,0.00416,0.00416,0.00722
SYN000380,0.00416,0.00722,0.01791
SYN000381,0.02174,0.03911,0.04651
SYN000382,0.00416,0.00722,0.01791
SYN000383,0.00416,0.00416,0.00416
SYN000384,0.0,0.0,0.00416
SYN000385,0.03462,0.08418,0.08418
SYN000386,0.00722,0.03462,0.03462
SYN000387,0.01791,0.03462,0.03911
SYN000388,0.04651,0.08418,0.2
SYN000389,0.00416,0.00722,0.00722
SYN000390,0.03911,0.08418,0.08418
SYN000391,0.03462,0.04651,0.08418
SYN000392,0.03462,0.04651,0.08418
SYN000393,0.00416,0.01791,0.03462
SYN000394,0.03911,0.08418,0.08418
SYN000395,0.00722,0.02174,0.03462
SYN000396,0.02174,0.03911,0.04651
SYN000397,0.00416,0.01791,0.03462
SYN000398,0.00416,0.01791,0.02174
SYN000399,0.00416,0.01791,0.02174
SYN000400,0.00722,0.03462,0.03462
SYN000401,0.0,0.00416,0.00416
SYN000402,0.00416,0.00416,0.00722
SYN000403,0.03911,0.08418,0.08418
SYN000404,0.02174,0.03911,0.04651
SYN000405,0.0,0.0,0.0
SYN000406,0.00416,0.01791,0.02174
SYN000407,0.00416,0.01791,0.01791
SYN000408,0.08418,0.21667,0.21667
SYN000409,0.01791,0.03462,0.03911
SYN000410,0.00722,0.03462,0.03462
SYN000411,0.08418,0.2,0.21667
SYN000412,0.01791,0.03462,0.04167
SYN000413,0.00416,0.00416,0.00416
SYN000414,0.03462,0.04167,0.08418
SYN000415,0.00416,0.00722,0.01791
SYN000416,0.08418,0.21667,0.21667
SYN000417,0.02174,0.03911,0.04651
SYN000418,0.03462,0.08418,0.08418
SYN000419,0.00416,0.00722,0.00722
SYN000420,0.00416,0.01791,0.01791
SYN000421,0.04651,0.08418,0.2
SYN000422,0.03462,0.08418,0.08418
SYN000423,0.02174,0.03911,0.04651
SYN000424,0.03462,0.08418,0.08418
SYN000425,0.00416,0.01791,0.01791
SYN000426,0.02174,0.03911,0.04651
SYN000427,0.00416,0.00416,0.00722
SYN000428,0.01791,0.03462,0.03911
SYN000429,0.00416,0.00722,0.01791
SYN000430,0.03462,0.03911,0.04651
SYN000431,0.03462,0.04651,0.08418
SYN000432,0.0,0.00416,0.00416
SYN000433,0.00416,0.00416,0.00722
SYN000434,0.01791,0.03462,0.03462
SYN000435,0.08418,0.2,0.21667
SYN000436,0.01791,0.03462,0.03911
SYN000437,0.00416,0.01791,0.03462
SYN000438,0.00416,0.00722,0.01791
SYN000439,0.0625,0.08418,0.21667
SYN000440,0.0,0.00416,0.00416
SYN000441,0.08418,0.21667,0.5
SYN000442,0.00416,0.00416,0.00722
SYN000443,0.00722,0.02174,0.03462
SYN000444,0.01791,0.03462,0.03462
SYN000445,0.00722,0.03462,0.03462
SYN000446,0.03462,0.08418,0.08418
SYN000447,0.03462,0.04651,0.08418
SYN000448,0.01791,0.03462,0.03911
SYN000449,0.03462,0.08418,0.08418
SYN000450,0.03462,0.04651,0.08418
SYN000451,0.0,0.00416,0.00416
SYN000452,0.00416,0.00722,0.01791
SYN000453,0.03911,0.08418,0.08418
SYN000454,0.03462,0.08418,0.08418
SYN000455,0.03462,0.04651,0.08418
SYN000456,0.08418,0.2,0.21667
SYN000457,0.00722,0.02174,0.03462
SYN000458,0.00416,0.00416,0.00416
SYN000459,0.03462,0.04651,0.08418
SYN000460,0.08418,0.2,0.21667
SYN000461,0.01791,0.03462,0.03911
SYN000462,0.01791,0.03462,0.03911
SYN000463,0.00722,0.03462,0.03462
SYN000464,0.03462,0.08418,0.08418
SYN000465,0.00416,0.00722,0.01791
SYN000466,0.01791,0.03462,0.03911
SYN000467,0.01791,0.03462,0.03911
SYN000468,0.03462,0.04651,0.08418
SYN000469,0.0,0.00416,0.00416
SYN000470,0.00416,0.01791,0.02174
SYN000471,0.01791,0.03462,0.03911
SYN000472,0.00722,0.03462,0.03462
SYN000473,0.04651,0.08418,0.2
SYN000474,0.00416,0.00416,0.00416
SYN000475,0.00416,0.01791,0.02174
SYN000476,0.00722,0.03462,0.03462
SYN000477,0.00416,0.01791,0.01791
SYN000478,0.03462,0.04651,0.08418
SYN000479,0.0,0.00416,0.00416
SYN000480,0.00722,0.03462,0.03462
SYN000481,0.02174,0.03911,0.04651
SYN000482,0.00722,0.03462,0.03462
SYN000483,0.00416,0.00722,0.01791
SYN000484,0.03462,0.08418,0.08418
SYN000485,0.00722,0.03462,0.03462
SYN000486,0.01791,0.03462,0.03462
SYN000487,0.00416,0.01791,0.03462
SYN000488,0.03462,0.03911,0.08418
SYN000489,0.04651,0.08418,0.2
SYN000490,0.03462,0.04651,0.08418
SYN000491,0.02174,0.03462,0.04651
SYN000492,0.01791,0.03462,0.03911
SYN000493,0.03462,0.04651,0.08418
SYN000494,0.00416,0.00722,0.01791
SYN000495,0.01791,0.03462,0.03911
SYN000496,0.03462,0.0625,0.08418
SYN000497,0.01791,0.03462,0.04651
SYN000498,0.00416,0.00722,0.01791
SYN000499,0.00416,0.00416,0.00722
SYN000500,0.00416,0.01791,0.02174
SYN000501,0.00416,0.01791,0.02174
SYN000502,0.03911,0.08418,0.08418
SYN000503,0.01791,0.03462,0.03911
SYN000504,0.00416,0.01791,0.03462
SYN000505,0.00416,0.01791,0.02174
SYN000506,0.00416,0.00722,0.01791
SYN000507,0.00416,0.00416,0.00722
SYN000508,0.08418,0.21667,0.21667
SYN000509,0.04651,0.08418,0.2
SYN000510,0.08418,0.2,0.21667
SYN000511,0.01791,0.03462,0.03911
SYN000512,0.00722,0.02174,0.03462
SYN000513,0.01791,0.03462,0.04651
SYN000514,0.02174,0.03911,0.04651
SYN000515,0.03911,0.08418,0.08418
SYN000516,0.02174,0.03462,0.04651
SYN000517,0.03462,0.04651,0.08418
SYN000518,0.04651,0.08418,0.2
SYN000519,0.00722,0.03462,0.03462
SYN000520,0.00416,0.01791,0.03462
SYN000521,0.00416,0.00416,0.00722
SYN000522,0.0625,0.08418,0.21667
SYN000523,0.03462,0.08418,0.08418
SYN000524,0.2,0.5,0.75
SYN000525,0.01791,0.03462,0.03911
SYN000526,0.00416,0.01791,0.03462
SYN000527,0.03462,0.08418,0.08418
SYN000528,0.00722,0.02174,0.03462
SYN000529,0.00416,0.01791,0.03462
SYN000530,0.00416,0.00416,0.00722
SYN000531,0.00416,0.00722,0.00722
SYN000532,0.0,0.00416,0.00416
SYN000533,0.03911,0.08418,0.08418
SYN000534,0.04167,0.08418,0.2
SYN000535,0.03462,0.08418,0.08418
SYN000536,0.03462,0.08418,0.08418
SYN000537,0.08418,0.2,0.21667
SYN000538,0.01791,0.03462,0.03911
SYN000539,0.01791,0.03462,0.03911
SYN000540,0.00416,0.01791,0.03462
SYN000541,0.00722,0.03462,0.03462
SYN000542,0.03462,0.08418,0.08418
SYN000543,0.01791,0.03462,0.03911
SYN000544,0.01791,0.03462,0.03462
SYN000545,0.03462,0.04651,0.08418
SYN000546,0.00416,0.01791,0.03462
SYN000547,0.02174,0.03911,0.04651
SYN000548,0.03462,0.04651,0.08418
SYN000549,0.00722,0.03462,0.03462
SYN000550,0.00722,0.02174,0.03462
SYN000551,0.04651,0.08418,0.21667
SYN000552,0.00416,0.01791,0.03462
SYN000553,0.0,0.00416,0.00416
SYN000554,0.08418,0.21667,0.21667
SYN000555,0.04651,0.08418,0.2
SYN000556,0.00722,0.02174,0.03462
SYN000557,0.00722,0.02174,0.03462
SYN000558,0.08418,0.21667,0.5
SYN000559,0.00416,0.01791,0.02174
SYN000560,0.03462,0.08418,0.08418
SYN000561,0.00722,0.02174,0.03462
SYN000562,0.00722,0.02174,0.03462
SYN000563,0.03462,0.08418,0.08418
SYN000564,0.02174,0.03911,0.04651
SYN000565,0.0,0.00416,0.00416
SYN000566,0.00416,0.00416,0.00722
SYN000567,0.03462,0.08418,0.08418
SYN000568,0.00722,0.02174,0.03462
SYN000569,0.04651,0.08418,0.2
SYN000570,0.00416,0.00416,0.00722
SYN000571,0.0,0.00416,0.00416
SYN000572,0.00416,0.00416,0.00722
SYN000573,0.00416,0.00416,0.00416
SYN000574,0.00416,0.00722,0.01791
SYN000575,0.0,0.00416,0.00416
SYN000576,0.0,0.00416,0.00416
SYN000577,0.03462,0.04651,0.08418
SYN000578,0.0,0.0,0.0
SYN000579,0.01791,0.03462,0.04651
SYN000580,0.03462,0.04651,0.08418
SYN000581,0.03462,0.04651,0.08418
SYN000582,0.03462,0.03911,0.0625
SYN000583,0.01791,0.03462,0.03462
SYN000584,0.00416,0.01791,0.03462
SYN000585,0.03462,0.08418,0.08418
SYN000586,0.03911,0.08418,0.08418
SYN000587,0.00416,0.00416,0.00722
SYN000588,0.04651,0.08418,0.2
SYN000589,0.03462,0.04651,0.08418
SYN000590,0.01791,0.03462,0.03911
SYN000591,0.04167,0.08418,0.2
SYN000592,0.00416,0.01791,0.03462
SYN000593,0.03911,0.08418,0.08418
SYN000594,0.08418,0.2,0.21667
SYN000595,0.00416,0.00416,0.00722
SYN000596,0.0,0.00416,0.00416
SYN000597,0.03462,0.03911,0.08418
SYN000598,0.03462,0.03911,0.08418
SYN000599,0.00416,0.01791,0.01791
SYN000600,0.0,0.00416,0.00416
SYN000601,0.00416,0.00722,0.01791
SYN000602,0.00722,0.02174,0.03462
SYN000603,0.00416,0.00416,0.00722
SYN000604,0.03462,0.03911,0.0625
SYN000605,0.0,0.00416,0.00416
SYN000606,0.00722,0.02174,0.03462
SYN000607,0.03462,0.04651,0.08418
SYN000608,0.00722,0.03462,0.03462
SYN000609,0.00416,0.00722,0.01791
SYN000610,0.03462,0.04651,0.08418
SYN000611,0.03462,0.04167,0.08418
SYN000612,0.03462,0.08418,0.08418
SYN000613,0.03462,0.04651,0.08418
SYN000614,0.00416,0.00416,0.00722
SYN000615,0.0,0.00416,0.00416
SYN000616,0.03462,0.04651,0.08418
SYN000617,0.0,0.00416,0.00416
SYN000618,0.2,0.5,0.75
SYN000619,0.08418,0.21667,0.5
SYN000620,0.00722,0.02174,0.03462
SYN000621,0.00722,0.02174,0.03462
SYN000622,0.00722,0.02174,0.03462
SYN000623,0.00416,0.00416,0.00722
SYN000624,0.00722,0.03462,0.03462
SYN000625,0.00416,0.01791,0.02174
SYN000626,0.02174,0.03911,0.04651
SYN000627,0.03911,0.08418,0.08418
SYN000628,0.03462,0.04651,0.08418
SYN000629,0.00416,0.00722,0.01791
SYN000630,0.08418,0.08418,0.21667
SYN000631,0.00416,0.01791,0.03462
SYN000632,0.00722,0.03462,0.03462
SYN000633,0.0,0.00416,0.00416
SYN000634,0.00722,0.03462,0.03462
SYN000635,0.03462,0.04651,0.08418
SYN000636,0.00416,0.00722,0.01791
SYN000637,0.0,0.00416,0.00416
SYN000638,0.00416,0.01791,0.03462
SYN000639,0.0,0.00416,0.00416
SYN000640,0.00416,0.00722,0.01791
SYN000641,0.00722,0.02174,0.03462
SYN000642,0.03911,0.08418,0.08418
SYN000643,0.00722,0.03462,0.03462
SYN000644,0.03462,0.04651,0.08418
SYN000645,0.00416,0.01791,0.03462
SYN000646,0.03911,0.08418,0.08418
SYN000647,0.0,0.00416,0.00416
SYN000648,0.00416,0.01791,0.03462
SYN000649,0.08418,0.21667,0.5
SYN000650,0.00416,0.00722,0.01791
SYN000651,0.00722,0.02174,0.03462
SYN000652,0.00416,0.00416,0.00722
SYN000653,0.03462,0.04651,0.08418
SYN000654,0.0,0.00416,0.00416
SYN000655,0.04651,0.08418,0.2
SYN000656,0.0,0.00416,0.00416
SYN000657,0.0,0.0,0.00416
SYN000658,0.02174,0.03911,0.04651
SYN000659,0.00722,0.03462,0.03462
SYN000660,0.00416,0.00416,0.00722
SYN000661,0.0,0.0,0.0
SYN000662,0.02174,0.03911,0.04651
SYN000663,0.03462,0.08418,0.08418
SYN000664,0.00416,0.00416,0.00416
SYN000665,0.0,0.00416,0.00416
SYN000666,0.00722,0.03462,0.03462
SYN000667,0.03462,0.08418,0.08418
SYN000668,0.00416,0.00722,0.01791
SYN000669,0.00416,0.00722,0.01791
SYN000670,0.03911,0.08418,0.08418
