id_troncon,annee,jour,type
LYO00255,2010,213,casse
LYO01826,2010,214,casse
LYO01362,2010,230,casse
LYO00691,2010,231,casse
LYO00873,2010,262,casse
LYO00136,2010,264,casse
LYO00080,2010,272,casse
LYO01932,2010,279,casse
LYO02080,2010,281,casse
LYO01932,2010,285,casse
LYO00040,2010,296,casse
LYO00039,2010,319,casse
LYO00781,2010,330,casse
LYO01896,2010,334,casse
LYO00819,2010,335,casse
LYO01109,2010,336,casse
LYO01738,2010,339,casse
LYO00017,2010,340,casse
LYO01684,2010,342,casse
LYO01353,2010,355,casse
LYO00115,2010,361,casse
LYO00880,2011,3,casse
LYO01451,2011,8,casse
LYO01380,2011,11,casse
LYO00934,2011,13,casse
LYO01642,2011,19,casse
LYO00491,2011,20,casse
LYO01144,2011,23,casse
LYO01012,2011,24,casse
LYO01142,2011,26,casse
LYO00558,2011,27,casse
LYO01832,2011,30,casse
LYO01010,2011,32,casse
LYO01574,2011,68,casse
LYO01044,2011,98,casse
LYO01750,2011,98,casse
LYO00177,2011,101,casse
LYO00066,2011,104,casse
LYO01237,2011,120,casse
LYO00623,2011,122,casse
LYO00633,2011,125,casse
LYO01803,2011,128,casse
LYO01299,2011,139,casse
LYO00538,2011,140,casse
LYO01932,2011,169,casse
LYO00475,2011,191,casse
LYO01710,2011,197,casse
LYO01954,2011,232,casse
LYO00733,2011,234,casse
LYO00407,2011,238,casse
LYO00999,2011,238,casse
LYO00731,2011,242,casse
LYO01185,2011,244,casse
LYO00715,2011,248,casse
LYO00594,2011,254,casse
LYO01115,2011,262,casse
LYO01991,2011,262,casse
LYO01693,2011,263,casse
LYO00032,2011,280,casse
LYO00253,2011,282,casse
LYO00258,2011,286,casse
LYO00653,2011,293,casse
LYO01079,2011,300,casse
LYO02029,2011,301,casse
LYO00874,2011,302,casse
LYO00935,2011,302,casse
LYO01287,2011,320,casse
LYO00749,2011,329,casse
LYO00721,2011,339,casse
LYO02081,2011,340,casse
LYO01703,2011,341,casse
LYO01662,2011,350,casse
LYO00970,2011,354,casse
LYO00934,2011,355,casse
LYO02094,2011,364,casse
LYO00240,2011,365,casse
LYO01185,2012,1,casse
LYO01806,2012,4,casse
LYO01299,2012,9,casse
LYO00173,2012,15,casse
LYO01211,2012,15,casse
LYO00067,2012,34,casse
LYO00232,2012,37,casse
LYO01467,2012,38,casse
LYO00268,2012,44,casse
LYO00577,2012,59,casse
LYO02099,2012,80,casse
LYO01215,2012,109,casse
LYO01251,2012,117,casse
LYO01323,2012,125,casse
LYO01850,2012,139,casse
LYO01674,2012,148,casse
LYO00498,2012,149,casse
LYO01500,2012,155,casse
LYO00341,2012,158,casse
LYO00016,2012,169,casse
LYO00055,2012,170,casse
LYO01221,2012,179,casse
LYO01730,2012,181,casse
LYO01964,2012,187,casse
LYO00292,2012,191,casse
LYO01657,2012,195,casse
LYO01539,2012,196,casse
LYO01119,2012,204,casse
LYO01779,2012,205,casse
LYO00770,2012,207,casse
LYO00911,2012,220,casse
LYO01552,2012,240,casse
LYO00067,2012,250,casse
LYO01290,2012,253,casse
LYO01979,2012,261,casse
LYO01896,2012,263,casse
LYO02002,2012,266,casse
LYO02076,2012,272,casse
LYO00258,2012,274,casse
LYO01200,2012,278,casse
LYO01206,2012,280,casse
LYO01649,2012,293,casse
LYO01506,2012,295,casse
LYO00017,2012,296,casse
LYO00706,2012,296,casse
LYO01047,2012,299,casse
LYO00227,2012,312,casse
LYO01500,2012,332,casse
LYO01540,2012,337,casse
LYO00327,2012,341,casse
LYO00894,2012,355,casse
LYO01414,2012,358,casse
LYO00113,2012,359,casse
LYO01183,2012,359,casse
LYO01802,2013,1,casse
LYO01148,2013,3,casse
LYO00471,2013,4,casse
LYO00719,2013,4,casse
LYO01892,2013,5,casse
LYO02085,2013,19,casse
LYO02069,2013,27,casse
LYO02071,2013,31,casse
LYO01252,2013,36,casse
LYO01951,2013,58,casse
LYO02070,2013,58,casse
LYO00081,2013,59,casse
LYO01323,2013,59,casse
LYO00873,2013,86,casse
LYO00964,2013,89,casse
LYO01997,2013,98,casse
LYO01495,2013,103,casse
LYO00160,2013,120,casse
LYO01699,2013,134,casse
LYO01084,2013,137,casse
LYO01713,2013,142,casse
LYO01410,2013,144,casse
LYO01068,2013,146,casse
LYO00967,2013,151,casse
LYO00909,2013,152,casse
LYO02107,2013,156,casse
LYO01767,2013,160,casse
LYO01461,2013,180,casse
LYO00186,2013,187,casse
LYO00369,2013,187,casse
LYO00808,2013,194,casse
LYO00873,2013,194,casse
LYO01566,2013,194,casse
LYO00297,2013,201,casse
LYO00620,2013,203,casse
LYO01537,2013,205,casse
LYO01301,2013,211,casse
LYO00121,2013,217,casse
LYO00639,2013,217,casse
LYO01370,2013,217,casse
LYO01243,2013,219,casse
LYO01114,2013,226,casse
LYO01308,2013,229,casse
LYO01750,2013,250,casse
LYO01349,2013,274,casse
LYO01228,2013,276,casse
LYO01377,2013,285,casse
LYO01741,2013,287,casse
LYO01550,2013,293,casse
LYO00470,2013,303,casse
LYO01997,2013,304,casse
LYO01027,2013,306,casse
LYO00508,2013,310,casse
LYO02023,2013,310,casse
LYO01268,2013,311,casse
LYO00632,2013,326,casse
LYO01474,2013,331,casse
LYO00464,2013,339,casse
LYO00915,2013,342,casse
LYO00541,2013,352,casse
LYO01323,2013,362,casse
LYO01186,2013,365,casse
LYO00791,2014,2,casse
LYO00197,2014,3,casse
LYO00731,2014,4,casse
LYO01933,2014,7,casse
LYO00541,2014,18,casse
LYO00250,2014,19,casse
LYO01717,2014,34,casse
LYO01228,2014,43,casse
LYO01300,2014,46,casse
LYO00451,2014,48,casse
LYO00470,2014,54,casse
LYO00566,2014,54,casse
LYO00738,2014,56,casse
LYO00753,2014,62,casse
LYO00912,2014,65,casse
LYO00453,2014,68,casse
LYO00927,2014,72,casse
LYO00971,2014,73,casse
LYO00541,2014,78,casse
LYO01718,2014,86,casse
LYO01987,2014,87,casse
LYO00719,2014,88,casse
LYO00829,2014,94,casse
LYO00385,2014,100,casse
LYO00916,2014,112,casse
LYO01815,2014,115,casse
LYO00277,2014,117,casse
LYO01950,2014,136,casse
LYO01988,2014,136,casse
LYO00893,2014,145,casse
LYO00288,2014,154,casse
LYO02102,2014,159,casse
LYO01786,2014,163,casse
LYO00887,2014,185,casse
LYO01425,2014,186,casse
LYO01323,2014,192,casse
LYO00569,2014,195,casse
LYO00420,2014,198,casse
LYO01461,2014,206,casse
LYO02118,2014,208,casse
LYO00787,2014,212,casse
LYO01790,2014,215,casse
LYO00342,2014,218,casse
LYO01869,2014,219,casse
LYO00343,2014,220,casse
LYO01533,2014,223,casse
LYO02029,2014,237,casse
LYO01044,2014,250,casse
LYO00528,2014,251,casse
LYO01812,2014,259,casse
LYO00873,2014,261,casse
LYO01532,2014,261,casse
LYO00115,2014,269,casse
LYO01292,2014,280,casse
LYO01881,2014,280,casse
LYO01127,2014,282,casse
LYO00311,2014,284,casse
LYO01565,2014,291,casse
LYO01746,2014,305,casse
LYO02037,2014,316,casse
LYO00995,2014,317,casse
LYO01618,2014,319,casse
LYO01071,2014,321,casse
LYO00666,2014,322,casse
LYO00970,2014,338,casse
LYO01158,2014,339,casse
LYO02114,2014,342,casse
LYO00040,2014,344,casse
LYO01551,2014,346,casse
LYO01365,2014,354,casse
LYO00916,2014,361,casse
LYO00384,2015,4,casse
LYO01901,2015,9,casse
LYO01500,2015,20,casse
LYO01108,2015,32,casse
LYO01437,2015,46,casse
LYO02089,2015,47,casse
LYO01079,2015,63,casse
LYO01543,2015,64,casse
LYO01291,2015,70,casse
LYO01539,2015,85,casse
LYO01743,2015,85,casse
LYO00253,2015,92,casse
LYO00517,2015,98,casse
LYO02102,2015,100,casse
LYO00585,2015,111,casse
LYO00437,2015,114,casse
LYO00620,2015,121,casse
LYO01927,2015,125,casse
LYO01324,2015,126,casse
LYO01079,2015,132,casse
LYO02071,2015,134,casse
LYO01790,2015,138,casse
LYO00729,2015,141,casse
LYO01740,2015,146,casse
LYO02090,2015,149,casse
LYO01359,2015,156,casse
LYO00692,2015,160,casse
LYO00678,2015,167,casse
LYO01766,2015,172,casse
LYO01718,2015,187,casse
LYO00859,2015,190,casse
LYO01566,2015,190,casse
LYO01558,2015,191,casse
LYO01043,2015,192,casse
LYO00715,2015,194,casse
LYO00372,2015,197,casse
LYO01292,2015,199,casse
LYO00933,2015,212,casse
LYO01550,2015,212,casse
LYO00259,2015,213,casse
LYO01551,2015,213,casse
LYO00196,2015,218,casse
LYO01123,2015,244,casse
LYO00458,2015,252,casse
LYO01661,2015,252,casse
LYO00538,2015,258,casse
LYO00933,2015,269,casse
LYO01500,2015,270,casse
LYO01341,2015,277,casse
LYO01838,2015,278,casse
LYO01232,2015,292,casse
LYO00259,2015,293,casse
LYO01703,2015,296,casse
LYO00286,2015,301,casse
LYO01437,2015,321,casse
LYO00823,2015,331,casse
LYO00498,2015,332,casse
LYO00267,2015,336,casse
LYO01750,2015,339,casse
LYO00066,2015,347,casse
LYO00600,2015,349,casse
LYO00547,2015,359,casse
LYO00324,2015,361,casse
LYO00248,2015,364,casse
LYO00825,2016,4,casse
LYO01046,2016,18,casse
LYO01239,2016,29,casse
LYO01893,2016,34,casse
LYO00943,2016,49,casse
LYO01115,2016,52,casse
LYO01207,2016,57,casse
LYO00798,2016,59,casse
LYO01606,2016,60,casse
LYO01963,2016,61,casse
LYO01193,2016,70,casse
LYO01795,2016,71,casse
LYO00455,2016,78,casse
LYO01211,2016,84,casse
LYO00396,2016,88,casse
LYO01136,2016,94,casse
LYO01312,2016,96,casse
LYO01265,2016,98,casse
LYO01539,2016,98,casse
LYO00021,2016,103,casse
LYO00337,2016,122,casse
LYO01828,2016,124,casse
LYO00997,2016,129,casse
LYO01181,2016,130,casse
LYO00036,2016,145,casse
LYO01293,2016,145,casse
LYO01174,2016,149,casse
LYO01442,2016,156,casse
LYO01295,2016,160,casse
LYO01815,2016,160,casse
LYO01907,2016,160,casse
LYO00313,2016,161,casse
LYO00066,2016,166,casse
LYO00820,2016,168,casse
LYO01015,2016,170,casse
LYO01466,2016,172,casse
LYO00733,2016,180,casse
LYO01079,2016,185,casse
LYO00074,2016,191,casse
LYO01053,2016,194,casse
LYO01412,2016,198,casse
LYO01706,2016,219,casse
LYO01567,2016,222,casse
LYO01649,2016,240,casse
LYO00217,2016,245,casse
LYO01579,2016,272,casse
LYO01484,2016,291,casse
LYO00528,2016,294,casse
LYO01007,2016,294,casse
LYO00730,2016,300,casse
LYO01746,2016,303,casse
LYO00674,2016,304,casse
LYO01499,2016,306,casse
LYO00415,2016,311,casse
LYO01855,2016,312,casse
LYO00604,2016,316,casse
LYO01437,2016,322,casse
LYO00471,2016,328,casse
LYO00162,2016,334,casse
LYO00970,2016,342,casse
LYO02076,2016,343,casse
LYO00449,2016,344,casse
LYO01181,2016,348,casse
LYO00137,2016,349,casse
LYO01660,2016,360,casse
LYO00951,2017,6,casse
LYO01058,2017,6,casse
LYO00390,2017,10,casse
LYO01127,2017,16,casse
LYO00943,2017,19,casse
LYO01566,2017,23,casse
LYO00694,2017,29,casse
LYO00846,2017,29,casse
LYO00234,2017,33,casse
LYO00213,2017,35,casse
LYO01605,2017,42,casse
LYO00165,2017,47,casse
LYO01343,2017,48,casse
LYO01423,2017,50,casse
LYO00916,2017,53,casse
LYO00197,2017,55,casse
LYO00934,2017,57,casse
LYO00982,2017,68,casse
LYO01715,2017,72,casse
LYO01558,2017,87,casse
LYO01965,2017,94,casse
LYO01832,2017,96,casse
LYO00333,2017,100,casse
LYO00331,2017,102,casse
LYO01435,2017,106,casse
LYO01262,2017,111,casse
LYO00970,2017,113,casse
LYO00541,2017,115,casse
LYO01268,2017,129,casse
LYO01506,2017,131,casse
LYO00234,2017,135,casse
LYO00398,2017,141,casse
LYO01183,2017,146,casse
LYO01079,2017,151,casse
LYO01140,2017,151,casse
LYO01149,2017,151,casse
LYO01129,2017,156,casse
LYO00957,2017,158,casse
LYO00168,2017,161,casse
LYO02104,2017,168,casse
LYO01444,2017,179,casse
LYO02114,2017,183,casse
LYO01343,2017,205,casse
LYO01547,2017,216,casse
LYO01845,2017,219,casse
LYO00191,2017,222,casse
LYO01539,2017,223,casse
LYO01748,2017,233,casse
LYO01869,2017,238,casse
LYO01205,2017,251,casse
LYO01467,2017,256,casse
LYO00819,2017,262,casse
LYO01983,2017,273,casse
LYO01084,2017,275,casse
LYO01712,2017,282,casse
LYO01167,2017,285,casse
LYO01346,2017,295,casse
LYO01712,2017,306,casse
LYO00250,2017,309,casse
LYO00681,2017,315,casse
LYO01451,2017,319,casse
LYO01920,2017,321,casse
LYO01167,2017,323,casse
LYO00183,2017,325,casse
LYO00844,2017,329,casse
LYO01313,2017,330,casse
LYO01902,2017,339,casse
LYO00166,2017,341,casse
LYO01691,2017,347,casse
LYO00721,2017,350,casse
LYO01655,2017,355,casse
LYO00025,2017,364,casse
LYO01210,2018,6,casse
LYO00538,2018,9,casse
LYO01771,2018,19,casse
LYO01001,2018,33,casse
LYO01154,2018,36,casse
LYO01341,2018,37,casse
LYO01626,2018,58,casse
LYO01110,2018,62,casse
LYO00160,2018,63,casse
LYO00255,2018,67,casse
LYO00182,2018,74,casse
LYO01812,2018,75,casse
LYO01043,2018,79,casse
LYO01705,2018,79,casse
LYO01263,2018,82,casse
LYO00694,2018,89,casse
LYO01863,2018,89,casse
LYO00469,2018,92,casse
LYO02069,2018,95,casse
LYO00426,2018,98,casse
LYO01402,2018,99,casse
LYO00039,2018,107,casse
LYO00444,2018,107,casse
LYO01118,2018,121,casse
LYO01565,2018,127,casse
LYO01932,2018,129,casse
LYO01572,2018,138,casse
LYO00287,2018,147,casse
LYO01027,2018,150,casse
LYO01963,2018,159,casse
LYO01787,2018,165,casse
LYO00827,2018,170,casse
LYO00630,2018,179,casse
LYO01162,2018,193,casse
LYO00055,2018,197,casse
LYO00213,2018,198,casse
LYO01584,2018,205,casse
LYO00865,2018,215,casse
LYO01549,2018,215,casse
LYO01605,2018,216,casse
LYO01715,2018,217,casse
LYO01950,2018,223,casse
LYO00066,2018,225,casse
LYO00662,2018,229,casse
LYO02104,2018,238,casse
LYO01109,2018,241,casse
LYO01324,2018,243,casse
LYO01712,2018,257,casse
LYO02019,2018,266,casse
LYO01568,2018,268,casse
LYO00486,2018,304,casse
LYO01343,2018,304,casse
LYO02071,2018,311,casse
LYO00366,2018,324,casse
LYO01540,2018,324,casse
LYO00734,2018,338,casse
LYO00258,2018,342,casse
LYO01500,2018,343,casse
LYO01240,2018,355,casse
LYO02107,2018,363,casse
LYO01562,2019,7,casse
LYO00630,2019,19,casse
LYO01892,2019,29,casse
LYO01382,2019,32,casse
LYO01280,2019,37,casse
LYO01635,2019,37,casse
LYO00188,2019,40,casse
LYO00510,2019,48,casse
LYO00842,2019,55,casse
LYO00394,2019,67,casse
LYO02095,2019,70,casse
LYO01766,2019,79,casse
LYO01784,2019,83,casse
LYO00170,2019,94,casse
LYO01500,2019,97,casse
LYO00177,2019,98,casse
LYO00441,2019,101,casse
LYO01609,2019,108,casse
LYO00115,2019,109,casse
LYO00179,2019,111,casse
LYO00587,2019,116,casse
LYO00065,2019,122,casse
LYO01280,2019,126,casse
LYO00337,2019,130,casse
LYO00753,2019,135,casse
LYO02069,2019,139,casse
LYO00499,2019,143,casse
LYO01892,2019,150,casse
LYO01315,2019,163,casse
LYO00268,2019,173,casse
LYO01580,2019,180,casse
LYO02089,2019,188,casse
LYO01228,2019,195,casse
LYO00690,2019,196,casse
LYO01283,2019,196,casse
LYO01499,2019,210,casse
LYO01279,2019,215,casse
LYO00141,2019,218,casse
LYO00967,2019,218,casse
LYO01181,2019,232,casse
LYO01762,2019,241,casse
LYO01985,2019,241,casse
LYO01829,2019,256,casse
LYO00932,2019,261,casse
LYO00343,2019,268,casse
LYO00205,2019,280,casse
LYO00279,2019,280,casse
LYO01012,2019,283,casse
LYO01399,2019,287,casse
LYO00757,2019,292,casse
LYO00231,2019,298,casse
LYO00727,2019,299,casse
LYO01017,2019,300,casse
LYO00415,2019,304,casse
LYO00393,2019,330,casse
LYO00241,2019,331,casse
LYO01551,2019,332,casse
LYO00747,2019,342,casse
LYO01500,2019,344,casse
LYO01024,2019,345,casse
LYO01198,2019,355,casse
LYO00923,2019,360,casse
LYO01337,2020,11,casse
LYO01557,2020,18,casse
LYO01292,2020,21,casse
LYO00565,2020,22,casse
LYO01717,2020,26,casse
LYO01539,2020,29,casse
LYO02114,2020,33,casse
LYO01123,2020,39,casse
LYO00809,2020,49,casse
LYO01881,2020,62,casse
LYO02112,2020,65,casse
LYO00042,2020,70,casse
LYO01919,2020,74,casse
LYO00465,2020,86,casse
LYO00569,2020,88,casse
LYO01461,2020,91,casse
LYO01500,2020,98,casse
LYO01055,2020,102,casse
LYO00704,2020,117,casse
LYO00911,2020,117,casse
LYO01656,2020,135,casse
LYO01717,2020,144,casse
LYO00199,2020,147,casse
LYO01527,2020,158,casse
LYO00920,2020,165,casse
LYO01562,2020,166,casse
LYO00692,2020,171,casse
LYO00681,2020,177,casse
LYO01899,2020,183,casse
LYO02095,2020,185,casse
LYO01115,2020,188,casse
LYO01144,2020,195,casse
LYO01331,2020,205,casse
LYO01605,2020,207,casse
LYO00985,2020,211,casse
LYO01929,2020,212,casse
LYO00550,2020,224,casse
LYO00976,2020,226,casse
LYO00587,2020,229,casse
LYO01074,2020,231,casse
LYO01419,2020,239,casse
LYO00585,2020,241,casse
LYO01784,2020,241,casse
LYO01556,2020,248,casse
LYO00964,2020,251,casse
LYO01748,2020,256,casse
LYO01062,2020,258,casse
LYO00846,2020,260,casse
LYO01064,2020,270,casse
LYO01933,2020,278,casse
LYO01438,2020,294,casse
LYO01309,2020,298,casse
LYO00985,2020,300,casse
LYO01461,2020,308,casse
LYO01908,2020,310,casse
LYO00111,2020,318,casse
LYO00308,2020,320,casse
LYO01888,2020,324,casse
LYO01156,2020,325,casse
LYO00455,2020,342,casse
LYO00310,2020,349,casse
LYO01680,2020,359,casse
LYO00016,2020,365,casse
LYO01933,2021,5,casse
LYO01941,2021,13,casse
LYO01820,2021,25,casse
LYO01745,2021,27,casse
LYO00267,2021,36,casse
LYO00352,2021,42,casse
LYO01157,2021,46,casse
LYO01768,2021,54,casse
LYO00805,2021,55,casse
LYO01654,2021,72,casse
LYO01446,2021,74,casse
LYO01511,2021,74,casse
LYO01460,2021,75,casse
LYO01384,2021,87,casse
LYO01314,2021,91,casse
LYO00332,2021,100,casse
LYO01551,2021,102,casse
LYO01527,2021,109,casse
LYO01903,2021,113,casse
LYO00553,2021,116,casse
LYO01721,2021,119,casse
LYO00207,2021,122,casse
LYO00491,2021,127,casse
LYO01667,2021,131,casse
LYO00827,2021,150,casse
LYO01392,2021,150,casse
LYO01454,2021,153,casse
LYO00795,2021,157,casse
LYO02033,2021,163,casse
LYO01292,2021,179,casse
LYO00541,2021,189,casse
LYO01988,2021,191,casse
LYO00464,2021,193,casse
LYO01044,2021,204,casse
LYO00143,2021,205,casse
LYO00662,2021,232,casse
LYO00467,2021,235,casse
LYO01349,2021,244,casse
LYO01869,2021,247,casse
LYO00441,2021,254,casse
LYO02060,2021,258,casse
LYO00901,2021,270,casse
LYO00772,2021,275,casse
LYO02071,2021,276,casse
LYO00825,2021,277,casse
LYO00457,2021,278,casse
LYO01435,2021,278,casse
LYO01343,2021,280,casse
LYO00594,2021,291,casse
LYO00197,2021,292,casse
LYO00054,2021,298,casse
LYO00772,2021,302,casse
LYO02084,2021,308,casse
LYO01997,2021,309,casse
LYO00706,2021,311,casse
LYO00987,2021,318,casse
LYO00846,2021,348,casse
LYO00812,2021,357,casse
LYO00935,2021,361,casse
LYO01499,2021,361,casse
LYO01784,2021,363,casse
LYO00824,2021,364,casse
LYO00875,2022,8,casse
LYO01410,2022,14,casse
LYO00549,2022,15,casse
LYO00666,2022,16,casse
LYO00862,2022,20,casse
LYO00553,2022,26,casse
LYO01666,2022,45,casse
LYO00396,2022,49,casse
LYO01905,2022,65,casse
LYO00275,2022,66,casse
LYO01167,2022,67,casse
LYO00533,2022,80,casse
LYO01972,2022,83,casse
LYO01012,2022,85,casse
LYO00622,2022,88,casse
LYO01271,2022,98,casse
LYO01807,2022,103,casse
