id_troncon,nb_abonne,nb_abonne_sensible,nb_abonne_tres_sensible
LYO00209,23,0,0
LYO00210,26,0,0
LYO00211,28,0,0
LYO00212,29,0,0
LYO00213,18,0,0
LYO00214,24,0,0
LYO00215,23,0,0
LYO00216,19,0,0
LYO00217,1,0,0
LYO00218,15,0,0
LYO00219,20,0,0
LYO00220,18,0,0
LYO00221,0,0,0
LYO00222,24,0,0
LYO00223,27,0,0
LYO00224,21,0,0
LYO00225,17,0,0
LYO00226,3,0,0
LYO00227,14,0,0
LYO00228,2,0,0
LYO00229,0,0,0
LYO00230,22,0,0
LYO00231,20,0,0
LYO00232,4,0,0
LYO00233,23,0,0
LYO00234,20,0,0
LYO00235,0,0,0
LYO00236,24,0,0
LYO00237,0,0,0
LYO00238,18,0,0
LYO00239,0,0,0
LYO00240,0,0,0
LYO00241,26,0,0
LYO00242,24,0,0
LYO00243,2,0,0
LYO00244,3,0,0
LYO00245,21,0,0
LYO00246,34,0,0
LYO00247,2,0,0
LYO00248,24,0,0
LYO00249,20,0,0
LYO00250,22,0,0
LYO00251,0,0,0
LYO00252,21,0,0
LYO00253,34,0,0
LYO00254,4,0,0
LYO00255,20,0,0
LYO00256,25,0,0
LYO00257,35,0,0
LYO00258,25,0,0
LYO00259,1,0,0
LYO00260,0,0,0
LYO00261,23,0,0
LYO00262,24,0,0
LYO00263,3,0,0
LYO00264,2,0,0
LYO00265,16,0,0
LYO00266,2,0,0
LYO00267,1,0,0
LYO00268,22,0,0
LYO00269,5,0,0
LYO00270,18,0,0
LYO00271,23,0,0
LYO00272,16,0,0
LYO00273,18,0,0
LYO00274,26,0,0
LYO00275,27,0,0
LYO00276,19,0,0
LYO00277,1,0,0
LYO00278,0,0,0
LYO00279,20,0,0
LYO00280,20,0,0
LYO00281,28,0,0
LYO00282,20,0,0
LYO00283,15,0,0
LYO00284,21,0,0
LYO00285,16,0,0
LYO00286,1,0,0
LYO00287,23,0,0
LYO00288,19,0,0
LYO00289,19,0,0
LYO00290,17,0,0
LYO00291,0,0,0
LYO00292,23,0,0
LYO00293,0,0,0
LYO00294,18,0,0
LYO00295,0,0,0
LYO00296,3,0,0
LYO00297,25,0,0
LYO00298,0,0,0
LYO00299,21,0,0
LYO00300,28,0,0
LYO00301,22,0,0
LYO00302,30,0,0
LYO00303,22,0,0
LYO00304,23,0,0
LYO00305,24,0,0
LYO00306,25,0,0
LYO00307,0,0,0
LYO00308,25,0,0
LYO00309,0,0,0
LYO00310,18,0,0
LYO00311,0,0,0
LYO00312,20,0,0
LYO00313,28,0,0
LYO00314,23,0,0
LYO00315,33,0,0
LYO00316,25,0,0
LYO00317,28,2,0
LYO00318,3,2,0
LYO00319,0,0,0
LYO00320,26,0,0
LYO00321,28,0,0
LYO00322,20,0,0
LYO00323,26,0,0
LYO00324,3,0,0
LYO00325,23,0,0
LYO00326,20,1,0
LYO00327,34,0,0
LYO00328,25,0,0
LYO00329,21,0,0
LYO00330,25,0,0
LYO00331,14,0,0
LYO00332,4,0,0
LYO00333,16,0,0
LYO00334,24,0,0
LYO00335,21,0,0
LYO00336,22,0,0
LYO00337,13,0,0
LYO00338,30,0,0
LYO00339,22,0,0
LYO00340,19,0,0
LYO00341,24,0,0
LYO00342,15,0,0
LYO00343,0,0,0
LYO00344,1,0,0
LYO00345,0,0,0
LYO00346,25,0,0
LYO00347,23,0,0
LYO00348,21,0,0
LYO00349,0,0,0
LYO00350,0,0,0
LYO00351,0,0,0
LYO00352,1,0,0
LYO00353,23,0,0
LYO00354,19,0,0
LYO00355,33,0,0
LYO00356,3,0,0
LYO00357,4,0,0
LYO00358,2,0,0
LYO00359,28,0,0
LYO00360,24,0,0
LYO00361,33,0,0
LYO00362,15,0,0
LYO00363,3,0,0
LYO00364,18,0,0
LYO00365,21,0,0
LYO00366,2,0,0
LYO00367,19,1,0
LYO00368,0,0,0
LYO00369,1,0,0
LYO00370,25,0,0
LYO00371,0,0,0
LYO00372,34,0,0
LYO00373,22,0,0
LYO00374,1,0,0
LYO00375,30,0,0
LYO00376,30,0,0
LYO00377,26,0,0
LYO00378,0,0,0
LYO00379,3,0,0
LYO00380,26,0,0
LYO00381,18,0,0
LYO00382,26,0,0
LYO00383,29,0,0
LYO00384,1,0,0
LYO00385,26,0,0
LYO00386,23,0,0
LYO00387,0,0,0
LYO00388,22,0,0
LYO00389,24,0,0
LYO00390,28,0,0
LYO00391,15,0,0
LYO00392,20,0,0
LYO00393,19,0,0
LYO00394,16,0,0
LYO00395,23,0,0
LYO00396,12,0,0
LYO00397,1,0,0
LYO00398,24,0,0
LYO00399,20,0,0
LYO00400,21,0,0
LYO00401,0,0,0
LYO00402,3,0,0
LYO00403,37,1,0
LYO00404,25,0,0
LYO00405,2,0,0
LYO00406,3,0,0
LYO00407,15,0,0
LYO00408,24,0,0
LYO00409,2,0,0
LYO00410,31,0,0
LYO00411,34,0,0
LYO00412,26,0,0
LYO00413,31,0,0
LYO00414,26,0,0
LYO00415,34,0,0
LYO00416,0,0,0
LYO00417,35,0,0
LYO00418,0,0,0
LYO00419,19,0,0
LYO00420,36,0,0
LYO00421,23,0,0
LYO00422,3,0,0
LYO00423,18,0,0
LYO00424,4,0,0
LYO00425,36,0,0
LYO00426,26,0,0
LYO00427,25,0,0
LYO00428,27,0,0
LYO00429,0,0,0
LYO00430,23,0,0
LYO00431,38,0,0
LYO00432,28,0,0
LYO00433,0,0,0
LYO00434,21,0,0
LYO00435,4,0,0
LYO00436,29,0,0
LYO00437,0,0,0
LYO00438,19,0,0
LYO00439,23,0,0
LYO00440,28,0,0
LYO00441,2,0,0
LYO00442,20,0,0
LYO00443,1,0,0
LYO00444,2,0,0
LYO00445,23,0,0
LYO00446,18,0,0
LYO00447,0,0,0
LYO00448,5,0,0
LYO00449,22,0,0
LYO00450,17,0,0
LYO00451,16,0,0
LYO00452,19,0,0
LYO00453,0,0,0
LYO00454,19,0,0
LYO00455,22,0,0
LYO00456,0,0,0
LYO00457,2,0,0
LYO00458,0,0,0
LYO00459,3,0,0
LYO00460,25,0,0
LYO00461,17,0,0
LYO00462,19,0,0
LYO00463,29,0,0
LYO00464,23,0,0
LYO00465,21,0,0
LYO00466,22,0,0
LYO00467,28,0,0
LYO00468,30,0,0
LYO00469,39,0,0
LYO00470,29,0,0
LYO00471,5,0,0
LYO00472,29,0,0
LYO00473,30,0,0
LYO00474,0,0,0
LYO00475,25,0,0
LYO00476,22,0,0
LYO00477,37,0,0
LYO00478,33,0,0
LYO00479,35,0,0
LYO00480,28,0,0
LYO00481,17,0,0
LYO00482,33,0,0
LYO00483,33,0,0
LYO00484,0,0,0
LYO00485,0,0,0
LYO00486,0,0,0
LYO00487,35,0,0
LYO00488,28,0,0
LYO00489,1,0,0
LYO00490,25,0,0
LYO00491,24,0,0
LYO00492,21,0,0
LYO00493,36,0,0
LYO00494,24,0,0
LYO00495,24,0,0
LYO00496,33,0,0
LYO00497,23,0,0
LYO00498,4,0,0
LYO00499,19,0,0
LYO00500,28,0,0
LYO00501,27,0,0
LYO00502,0,0,0
LYO00503,24,0,0
LYO00504,30,0,0
LYO00505,20,0,0
LYO00506,19,0,0
LYO00507,0,0,0
LYO00508,30,0,0
LYO00509,1,0,0
LYO00510,31,0,0
LYO00511,19,0,0
LYO00512,16,0,0
LYO00513,21,0,0
LYO00514,25,0,0
LYO00515,0,0,0
LYO00516,22,0,0
LYO00517,2,0,0
LYO00518,24,0,1
LYO00519,21,0,0
LYO00520,32,0,0
LYO00521,30,0,0
LYO00522,23,0,0
LYO00523,24,0,0
LYO00524,1,0,0
LYO00525,25,0,0
LYO00526,20,0,0
LYO00527,0,0,0
LYO00528,22,0,0
LYO00529,18,0,0
LYO00530,28,0,0
LYO00531,35,0,0
LYO00532,3,0,0
LYO00533,29,0,0
LYO00534,30,0,0
LYO00535,27,0,0
LYO00536,24,0,0
LYO00537,19,0,0
LYO00538,4,0,0
LYO00539,33,0,0
LYO00540,23,0,0
LYO00541,5,0,0
LYO00542,31,0,0
LYO00543,37,0,0
LYO00544,36,0,0
LYO00545,39,0,0
LYO00546,20,0,0
LYO00547,30,0,0
LYO00548,35,0,0
LYO00549,1,0,0
LYO00550,33,0,0
LYO00551,31,0,0
LYO00552,32,0,0
LYO00553,24,0,0
LYO00554,31,0,0
LYO00555,4,2,0
LYO00556,28,0,0
LYO00557,26,0,0
LYO00558,29,0,0
LYO00559,5,0,0
LYO00560,31,0,0
LYO00561,24,0,0
LYO00562,0,0,0
LYO00563,27,0,0
LYO00564,29,0,0
LYO00565,17,0,0
LYO00566,25,0,0
LYO00567,23,0,0
LYO00568,20,0,0
LYO00569,18,0,0
LYO00570,2,0,0
LYO00571,29,0,0
LYO00572,23,0,0
LYO00573,19,0,0
LYO00574,17,0,0
LYO00575,1,0,0
LYO00576,28,2,0
LYO00577,20,0,0
LYO00578,1,0,0
LYO00579,26,0,0
LYO00580,26,0,0
LYO00581,26,0,0
LYO00582,22,0,0
LYO00583,3,0,0
LYO00584,1,0,0
LYO00585,23,0,0
LYO00586,29,0,0
LYO00587,37,0,0
LYO00588,23,0,0
LYO00589,24,0,0
LYO00590,23,0,0
LYO00591,0,0,0
LYO00592,21,0,0
LYO00593,21,0,0
LYO00594,19,0,0
LYO00595,34,1,0
LYO00596,26,0,0
LYO00597,29,0,0
LYO00598,32,0,0
LYO00599,27,0,0
LYO00600,39,0,0
LYO00601,32,0,0
LYO00602,32,0,0
LYO00603,22,0,0
LYO00604,3,0,0
LYO00605,31,0,0
LYO00606,14,2,0
LYO00607,32,0,0
LYO00608,22,2,0
LYO00609,0,0,0
LYO00610,25,0,0
LYO00611,35,0,0
LYO00612,23,0,0
LYO00613,19,0,0
LYO00614,0,0,0
LYO00615,18,0,0
LYO00616,28,0,0
LYO00617,27,0,0
LYO00618,21,0,0
LYO00619,25,0,0
LYO00620,5,0,0
LYO00621,2,0,0
LYO00622,0,0,0
LYO00623,17,0,0
LYO00624,22,0,0
LYO00625,24,0,0
LYO00626,21,0,1
LYO00627,0,0,0
LYO00628,27,0,0
LYO00629,3,0,0
LYO00630,3,0,0
LYO00631,28,0,0
LYO00632,0,0,0
LYO00633,23,0,0
LYO00634,21,0,0
LYO00635,28,0,0
LYO00636,24,1,0
LYO00637,23,0,0
LYO00638,23,0,0
LYO00639,29,0,0
LYO00640,0,0,0
LYO00641,23,0,0
LYO00642,2,0,0
LYO00643,1,0,0
LYO00644,2,0,0
LYO00645,0,0,0
LYO00646,25,0,0
LYO00647,30,0,0
LYO00648,22,0,0
LYO00649,31,0,0
LYO00650,29,0,0
LYO00651,31,0,0
LYO00652,33,0,0
LYO00653,38,0,0
LYO00654,21,0,0
LYO00655,28,0,0
LYO00656,40,0,0
LYO00657,34,0,0
LYO00658,36,0,0
LYO00659,29,0,0
LYO00660,39,0,0
LYO00661,2,0,0
LYO00662,35,0,0
LYO00663,0,0,0
LYO00664,27,0,0
LYO00665,28,0,0
LYO00666,0,0,0
LYO00667,30,0,0
LYO00668,36,0,0
LYO00669,32,0,0
LYO00670,26,0,0
LYO00671,4,0,0
LYO00672,0,0,0
LYO00673,33,0,0
LYO00674,26,0,0
LYO00675,0,0,0
LYO00676,27,0,0
LYO00677,24,0,0
LYO00678,19,0,0
LYO00679,21,0,0
LYO00680,23,0,0
LYO00681,28,0,0
LYO00682,19,0,0
LYO00683,26,0,0
LYO00684,13,0,0
LYO00685,0,0,0
LYO00686,0,0,0
LYO00687,16,0,0
LYO00688,14,0,0
LYO00689,0,0,0
LYO00690,0,0,0
LYO00691,18,0,0
LYO00692,25,0,0
LYO00693,16,0,0
LYO00694,19,0,0
LYO00695,23,0,0
LYO00696,30,1,0
LYO00697,23,0,0
LYO00698,30,0,0
LYO00699,26,0,0
LYO00700,28,0,0
LYO00701,34,0,0
LYO00702,24,0,0
LYO00703,32,0,0
LYO00704,19,0,0
LYO00705,25,0,0
LYO00706,22,0,0
LYO00707,0,0,0
LYO00708,2,0,0
LYO00709,0,0,0
LYO00710,32,0,0
LYO00711,28,0,0
LYO00712,0,0,0
LYO00713,24,0,0
LYO00714,0,0,0
LYO00715,2,0,0
LYO00716,1,0,0
LYO00717,8,0,0
LYO00718,31,0,0
LYO00719,30,0,0
LYO00720,0,0,0
LYO00721,37,0,0
LYO00722,38,0,0
LYO00723,0,0,0
LYO00724,38,0,0
LYO00725,0,0,0
LYO00726,34,0,0
LYO00727,21,0,0
LYO00728,31,0,0
LYO00729,25,0,0
LYO00730,4,0,0
LYO00731,4,0,0
LYO00732,0,0,0
LYO00733,1,0,0
LYO00734,32,0,0
LYO00735,22,0,0
LYO00736,23,0,0
LYO00737,21,0,0
LYO00738,0,0,0
LYO00739,2,0,0
LYO00740,23,0,0
LYO00741,20,0,0
LYO00742,20,0,0
LYO00743,16,0,0
LYO00744,17,1,0
LYO00745,26,0,0
LYO00746,18,0,0
LYO00747,27,0,0
LYO00748,21,0,0
LYO00749,22,0,0
LYO00750,0,0,0
LYO00751,28,0,0
LYO00752,25,0,0
LYO00753,24,0,0
LYO00754,23,0,0
LYO00755,20,0,0
LYO00756,0,0,0
LYO00757,24,0,0
LYO00758,17,0,0
LYO00759,32,0,0
LYO00760,24,0,0
LYO00761,0,0,0
LYO00762,0,0,0
LYO00763,42,0,0
LYO00764,1,0,0
LYO00765,31,0,0
LYO00766,0,0,0
LYO00767,31,0,0
LYO00768,39,1,0
LYO00769,33,0,0
LYO00770,0,0,0
LYO00771,27,0,0
LYO00772,39,0,0
LYO00773,3,0,0
LYO00774,30,0,0
LYO00775,30,0,0
LYO00776,3,0,0
LYO00777,35,2,0
LYO00778,3,0,0
LYO00779,29,0,0
LYO00780,0,0,0
LYO00781,31,0,0
LYO00782,3,0,0
LYO00783,28,0,0
LYO00784,25,0,0
LYO00785,28,0,0
LYO00786,28,0,0
LYO00787,30,0,0
LYO00788,33,0,0
LYO00789,23,0,0
LYO00790,23,0,0
LYO00791,27,0,0
LYO00792,18,0,0
LYO00793,15,0,0
LYO00794,0,0,0
LYO00795,23,0,0
LYO00796,23,0,0
LYO00797,18,0,0
LYO00798,0,0,0
LYO00799,24,0,0
LYO00800,27,0,0
LYO00801,26,0,0
LYO00802,0,0,0
LYO00803,24,0,0
LYO00804,20,2,0
LYO00805,24,0,0
LYO00806,28,0,0
LYO00807,24,0,0
LYO00808,26,0,0
LYO00809,30,0,0
LYO00810,29,0,0
LYO00811,0,0,0
LYO00812,0,0,0
LYO00813,0,0,0
LYO00814,35,0,0
LYO00815,28,0,0
LYO00816,30,0,0
LYO00817,39,0,0
LYO00818,35,0,0
LYO00819,27,0,0
LYO00820,40,0,0
LYO00821,30,0,0
LYO00822,39,0,0
LYO00823,35,0,0
LYO00824,25,0,0
LYO00825,32,0,0
LYO00826,38,0,0
LYO00827,36,0,0
LYO00828,39,0,0
LYO00829,29,1,0
LYO00830,29,0,0
LYO00831,50,0,0
LYO00832,29,0,0
LYO00833,30,0,0
LYO00834,22,0,0
LYO00835,0,0,0
LYO00836,33,0,0
LYO00837,37,2,0
LYO00838,39,0,0
LYO00839,38,0,0
LYO00840,0,0,0
LYO00841,25,0,0
LYO00842,29,0,0
LYO00843,37,0,0
LYO00844,32,0,0
LYO00845,0,0,0
LYO00846,22,0,0
LYO00847,16,0,0
LYO00848,0,0,0
LYO00849,2,0,0
LYO00850,26,0,0
LYO00851,29,0,0
LYO00852,23,2,0
LYO00853,20,0,0
LYO00854,28,0,0
LYO00855,27,0,0
LYO00856,20,0,0
LYO00857,27,0,0
LYO00858,25,0,0
LYO00859,18,0,0
LYO00860,2,0,0
LYO00861,26,0,0
LYO00862,0,0,0
LYO00863,28,0,0
LYO00864,22,0,0
LYO00865,30,0,0
LYO00866,27,0,0
LYO00867,25,0,0
LYO00868,36,2,0
LYO00869,31,0,0
LYO00870,2,0,0
LYO00871,3,0,0
LYO00872,39,0,0
LYO00873,5,0,0
LYO00874,1,0,0
LYO00875,24,0,0
LYO00876,35,0,0
LYO00877,0,0,0
LYO00878,29,0,0
LYO00879,40,0,0
LYO00880,29,0,0
LYO00881,41,0,0
LYO00882,0,0,0
LYO00883,36,0,0
LYO00884,0,0,0
LYO00885,37,0,0
LYO00886,0,0,0
LYO00887,44,0,0
LYO00888,34,0,0
LYO00889,38,0,0
LYO00890,31,0,0
LYO00891,0,0,0
LYO00892,36,0,0
LYO00893,29,0,1
LYO00894,0,0,0
LYO00895,30,0,0
LYO00896,36,0,0
LYO00897,29,0,0
LYO00898,38,0,0
LYO00899,42,0,0
LYO00900,30,0,0
LYO00901,24,0,0
LYO00902,35,0,0
LYO00903,35,0,0
LYO00904,36,0,0
LYO00905,34,0,0
LYO00906,2,0,0
LYO00907,26,0,0
LYO00908,29,0,0
LYO00909,26,0,0
LYO00910,30,0,0
LYO00911,23,0,0
LYO00912,3,0,0
LYO00913,0,0,0
LYO00914,20,0,0
LYO00915,0,0,0
LYO00916,4,0,0
LYO00917,22,0,0
LYO00918,21,0,0
LYO00919,21,1,0
LYO00920,3,0,0
LYO00921,16,0,0
LYO00922,26,0,0
LYO00923,1,0,0
LYO00924,33,0,0
LYO00925,25,0,0
LYO00926,27,0,0
LYO00927,21,0,0
LYO00928,17,0,0
LYO00929,27,0,0
LYO00930,21,0,0
LYO00931,30,0,0
LYO00932,39,1,1
LYO00933,29,0,0
LYO00934,36,0,0
LYO00935,29,1,0
LYO00936,37,0,0
LYO00937,2,0,0
LYO00938,40,0,0
LYO00939,0,0,0
LYO00940,40,0,0
LYO00941,32,0,0
LYO00942,32,0,0
LYO00943,37,0,0
LYO00944,43,0,0
LYO00945,2,0,0
LYO00946,33,0,0
LYO00947,0,0,0
LYO00948,0,0,0
LYO00949,2,0,0
LYO00950,0,0,0
LYO00951,25,0,0
LYO00952,25,0,0
LYO00953,0,0,0
LYO00954,36,0,0
LYO00955,39,2,0
LYO00956,0,0,0
LYO00957,27,0,0
LYO00958,3,0,0
LYO00959,31,0,0
LYO00960,23,0,0
LYO00961,22,0,0
LYO00962,25,0,0
LYO00963,3,0,0
LYO00964,0,0,0
LYO00965,3,0,0
LYO00966,18,0,0
LYO00967,24,0,0
LYO00968,29,0,0
LYO00969,31,0,0
LYO00970,0,0,0
LYO00971,23,0,0
LYO00972,14,0,0
LYO00973,35,0,0
LYO00974,23,0,0
LYO00975,0,0,0
LYO00976,27,0,0
LYO00977,1,0,0
LYO00978,21,0,0
LYO00979,24,0,0
LYO00980,2,0,0
LYO00981,0,0,0
LYO00982,20,0,0
LYO00983,23,0,1
LYO00984,0,0,0
LYO00985,0,0,0
LYO00986,29,1,0
LYO00987,4,0,0
LYO00988,0,0,0
LYO00989,23,0,0
LYO00990,27,0,0
LYO00991,0,0,0
LYO00992,23,0,0
LYO00993,39,0,0
LYO00994,30,0,0
LYO00995,37,0,0
LYO00996,22,0,0
LYO00997,39,0,0
LYO00998,25,0,0
LYO00999,28,0,0
LYO01000,36,0,0
LYO01001,39,0,0
LYO01002,41,0,0
LYO01003,32,0,0
LYO01004,33,0,0
LYO01005,46,0,0
LYO01006,32,0,0
LYO01007,39,0,0
LYO01008,34,0,0
LYO01009,43,0,0
LYO01010,39,0,0
LYO01011,35,0,0
LYO01012,31,0,0
LYO01013,27,0,0
LYO01014,2,0,0
LYO01015,32,0,0
LYO01016,25,0,0
LYO01017,26,0,0
LYO01018,2,0,0
LYO01019,4,0,0
LYO01020,27,1,0
LYO01021,28,0,0
LYO01022,24,0,0
LYO01023,35,0,0
LYO01024,0,0,0
LYO01025,26,0,0
LYO01026,37,0,0
LYO01027,19,0,0
LYO01028,29,0,0
LYO01029,28,0,0
LYO01030,0,0,0
LYO01031,2,0,0
LYO01032,14,0,0
LYO01033,28,0,0
LYO01034,2,0,0
LYO01035,22,0,0
LYO01036,2,0,0
LYO01037,2,0,0
LYO01038,20,0,0
LYO01039,2,0,0
LYO01040,30,0,0
LYO01041,0,0,0
LYO01042,22,0,0
LYO01043,27,0,0
LYO01044,27,0,0
LYO01045,30,0,0
LYO01046,2,0,0
LYO01047,32,0,0
LYO01048,3,0,0
LYO01049,29,0,0
LYO01050,28,0,0
LYO01051,2,0,0
LYO01052,2,0,0
LYO01053,0,0,0
LYO01054,33,0,0
LYO01055,30,0,0
LYO01056,0,0,0
LYO01057,31,0,0
LYO01058,33,0,0
LYO01059,40,0,0
LYO01060,52,0,0
LYO01061,0,0,0
LYO01062,29,0,0
LYO01063,0,0,0
LYO01064,32,0,0
LYO01065,35,0,0
LYO01066,0,0,0
LYO01067,26,0,0
LYO01068,30,0,0
LYO01069,25,0,0
LYO01070,28,0,0
LYO01071,30,0,0
LYO01072,37,0,0
LYO01073,28,0,0
LYO01074,0,0,0
LYO01075,27,0,0
LYO01076,19,0,0
LYO01077,38,0,0
LYO01078,0,0,0
LYO01079,26,0,0
LYO01080,34,1,0
LYO01081,1,0,0
LYO01082,0,0,0
LYO01083,22,0,0
LYO01084,3,0,0
LYO01085,0,0,0
LYO01086,24,0,0
LYO01087,22,0,0
LYO01088,0,0,0
LYO01089,1,0,0
LYO01090,3,0,0
LYO01091,21,0,0
LYO01092,25,0,0
LYO01093,1,0,0
LYO01094,22,0,0
LYO01095,32,0,0
LYO01096,31,0,0
LYO01097,26,0,0
LYO01098,40,0,0
LYO01099,0,0,0
LYO01100,0,0,0
LYO01101,21,0,0
LYO01102,1,0,0
LYO01103,35,0,0
LYO01104,0,0,0
LYO01105,31,0,0
LYO01106,30,0,0
LYO01107,0,0,0
LYO01108,39,0,0
LYO01109,2,0,0
LYO01110,1,0,0
LYO01111,0,0,0
LYO01112,48,0,0
LYO01113,30,0,0
LYO01114,28,0,0
LYO01115,26,0,0
LYO01116,0,0,0
LYO01117,41,0,0
LYO01118,43,0,0
LYO01119,5,0,1
LYO01120,36,0,0
LYO01121,0,0,0
LYO01122,0,0,0
LYO01123,28,0,0
LYO01124,32,0,0
LYO01125,0,0,0
LYO01126,38,0,0
LYO01127,26,0,0
LYO01128,28,0,0
LYO01129,18,0,0
LYO01130,2,0,0
LYO01131,4,0,0
LYO01132,0,0,0
LYO01133,30,0,0
LYO01134,1,0,0
LYO01135,19,0,0
LYO01136,0,0,0
LYO01137,1,0,0
LYO01138,2,0,0
LYO01139,23,0,0
LYO01140,1,0,0
LYO01141,20,0,0
LYO01142,15,0,0
LYO01143,21,2,0
LYO01144,3,0,0
LYO01145,20,0,0
LYO01146,2,0,0
LYO01147,21,0,0
LYO01148,25,0,0
LYO01149,42,0,0
LYO01150,27,0,0
LYO01151,0,0,0
LYO01152,24,0,0
LYO01153,33,0,0
LYO01154,1,0,0
LYO01155,41,0,0
LYO01156,26,0,0
LYO01157,32,0,0
LYO01158,23,0,0
LYO01159,37,0,0
