id_troncon,score_h1,score_h3,score_h5
LYO00059,0.01669,0.03647,0.05222
LYO00060,0.04584,0.09816,0.13871
LYO00061,0.01553,0.03396,0.04866
LYO00062,0.03937,0.08464,0.1199
LYO00063,0.09792,0.20434,0.28439
LYO00064,0.06239,0.13236,0.18599
LYO00065,0.09594,0.20036,0.27898
LYO00066,0.13744,0.28254,0.38973
LYO00067,0.08559,0.17955,0.25066
LYO00068,0.00975,0.02142,0.0308
LYO00069,0.07141,0.15081,0.21135
LYO00070,0.01698,0.03709,0.05311
LYO00071,0.03477,0.07498,0.10642
LYO00072,0.00829,0.01824,0.02626
LYO00073,0.03301,0.07127,0.10124
LYO00074,0.06229,0.13216,0.18571
LYO00075,0.02,0.04358,0.06229
LYO00076,0.00774,0.01704,0.02454
LYO00077,0.00645,0.01421,0.02048
LYO00078,0.11516,0.23866,0.33084
LYO00079,0.05673,0.12072,0.16994
LYO00080,0.11375,0.23586,0.32706
LYO00081,0.04404,0.09441,0.13351
LYO00082,0.01762,0.03847,0.05506
LYO00083,0.04781,0.10226,0.1444
LYO00084,0.009,0.0198,0.02848
LYO00085,0.0404,0.0868,0.12292
LYO00086,0.00864,0.01901,0.02735
LYO00087,0.11188,0.23215,0.32206
LYO00088,0.02978,0.06443,0.09165
LYO00089,0.02189,0.04762,0.068
LYO00090,0.01891,0.04124,0.05898
LYO00091,0.05822,0.12379,0.17418
LYO00092,0.00544,0.012,0.01731
LYO00093,0.0186,0.04057,0.05803
LYO00094,0.04359,0.09347,0.1322
LYO00095,0.10765,0.22374,0.31069
LYO00096,0.06621,0.1402,0.19678
LYO00097,0.05277,0.11255,0.15865
LYO00098,0.00629,0.01388,0.02
LYO00099,0.04726,0.10112,0.14282
LYO00100,0.01201,0.02635,0.03784
LYO00101,0.06102,0.12956,0.18214
LYO00102,0.01586,0.03468,0.04968
LYO00103,0.06003,0.12752,0.17932
LYO00104,0.01189,0.02608,0.03745
LYO00105,0.04112,0.0883,0.12501
LYO00106,0.04538,0.09721,0.1374
LYO00107,0.00847,0.01864,0.02683
LYO00108,0.03331,0.07189,0.1021
LYO00109,0.01448,0.03169,0.04543
LYO00110,0.01503,0.03288,0.04713
LYO00111,0.03282,0.07087,0.10067
LYO00112,0.02479,0.05382,0.07675
LYO00113,0.00906,0.01992,0.02865
LYO00114,0.01395,0.03055,0.04381
LYO00115,0.07687,0.16192,0.22656
LYO00116,0.01736,0.0379,0.05425
LYO00117,0.01627,0.03556,0.05093
LYO00118,0.02359,0.05127,0.07315
LYO00119,0.01831,0.03995,0.05715
LYO00120,0.03055,0.06606,0.09394
LYO00121,0.13822,0.28407,0.39176
LYO00122,0.02534,0.05501,0.07841
LYO00123,0.01477,0.03232,0.04633
LYO00124,0.03759,0.08091,0.1147
LYO00125,0.0048,0.01059,0.01528
LYO00126,0.00426,0.00942,0.0136
LYO00127,0.02019,0.04399,0.06287
LYO00128,0.0286,0.06193,0.08814
LYO00129,0.03622,0.07803,0.11069
LYO00130,0.01942,0.04234,0.06053
LYO00131,0.12618,0.26043,0.36013
LYO00132,0.01009,0.02217,0.03187
LYO00133,0.01688,0.03688,0.05281
LYO00134,0.05488,0.11692,0.16469
LYO00135,0.00919,0.0202,0.02906
LYO00136,0.08765,0.1837,0.25632
LYO00137,0.12629,0.26065,0.36043
LYO00138,0.02517,0.05464,0.07789
LYO00139,0.02038,0.04439,0.06343
LYO00140,0.01253,0.02747,0.03944
LYO00141,0.02554,0.05542,0.07899
LYO00142,0.01064,0.02336,0.03357
LYO00143,0.00768,0.01692,0.02436
LYO00144,0.00598,0.01319,0.01902
LYO00145,0.01038,0.0228,0.03277
LYO00146,0.03863,0.08309,0.11774
LYO00147,0.10077,0.21003,0.29212
LYO00148,0.02671,0.05791,0.08249
LYO00149,0.02272,0.0494,0.07051
LYO00150,0.05174,0.11042,0.15571
LYO00151,0.02145,0.04668,0.06667
LYO00152,0.0056,0.01234,0.0178
LYO00153,0.08107,0.17043,0.2382
LYO00154,0.02033,0.04429,0.06329
LYO00155,0.03916,0.0842,0.11929
LYO00156,0.01699,0.0371,0.05312
LYO00157,0.01778,0.0388,0.05553
LYO00158,0.02132,0.04642,0.06631
LYO00159,0.02364,0.05137,0.07329
LYO00160,0.14945,0.30599,0.42092
LYO00161,0.05372,0.11451,0.16137
LYO00162,0.09906,0.20662,0.28749
LYO00163,0.01586,0.03467,0.04967
LYO00164,0.01677,0.03664,0.05246
LYO00165,0.06087,0.12924,0.18169
LYO00166,0.12247,0.25312,0.35031
LYO00167,0.03563,0.07678,0.10894
LYO00168,0.04916,0.10507,0.1483
LYO00169,0.01467,0.03211,0.04604
LYO00170,0.1279,0.26382,0.36468
LYO00171,0.01184,0.02597,0.03729
LYO00172,0.01601,0.035,0.05014
LYO00173,0.01974,0.04302,0.06149
LYO00174,0.01697,0.03706,0.05306
LYO00175,0.01373,0.03007,0.04313
LYO00176,0.01944,0.04238,0.0606
LYO00177,0.16003,0.32652,0.44804
LYO00178,0.11344,0.23525,0.32624
LYO00179,0.01005,0.02208,0.03175
LYO00180,0.11845,0.24517,0.33962
LYO00181,0.03547,0.07645,0.10848
LYO00182,0.07785,0.1639,0.22928
LYO00183,0.09251,0.19347,0.26963
LYO00184,0.02077,0.04523,0.06462
LYO00185,0.03089,0.06679,0.09496
LYO00186,0.03363,0.07258,0.10307
LYO00187,0.11495,0.23825,0.33029
LYO00188,0.0088,0.01935,0.02784
LYO00189,0.01362,0.02984,0.0428
LYO00190,0.0067,0.01477,0.02128
LYO00191,0.08937,0.18717,0.26104
LYO00192,0.02887,0.06251,0.08895
LYO00193,0.02897,0.06271,0.08923
LYO00194,0.02409,0.05233,0.07464
LYO00195,0.02957,0.06398,0.09102
LYO00196,0.06325,0.13412,0.18842
LYO00197,0.12842,0.26485,0.36605
LYO00198,0.02579,0.05595,0.07974
LYO00199,0.06951,0.14695,0.20604
LYO00200,0.0487,0.10411,0.14696
LYO00201,0.01124,0.02468,0.03545
LYO00202,0.03981,0.08557,0.1212
LYO00203,0.05422,0.11554,0.16278
LYO00204,0.0087,0.01913,0.02753
LYO00205,0.02337,0.0508,0.07249
LYO00206,0.00586,0.01291,0.01862
LYO00207,0.00713,0.01571,0.02263
LYO00208,0.0148,0.03238,0.04642
LYO00209,0.03395,0.07324,0.10399
LYO00210,0.02079,0.04529,0.0647
LYO00211,0.02792,0.06049,0.08612
LYO00212,0.02974,0.06435,0.09153
LYO00213,0.07345,0.15496,0.21703
LYO00214,0.08982,0.18808,0.26229
LYO00215,0.01954,0.04259,0.06089
LYO00216,0.04755,0.10173,0.14366
LYO00217,0.01324,0.02902,0.04163
LYO00218,0.00796,0.01752,0.02522
LYO00219,0.02605,0.0565,0.08051
LYO00220,0.02319,0.05042,0.07195
LYO00221,0.00652,0.01437,0.02071
LYO00222,0.02855,0.06182,0.08799
LYO00223,0.03576,0.07706,0.10933
LYO00224,0.01456,0.03187,0.0457
LYO00225,0.00645,0.01422,0.02049
LYO00226,0.10996,0.22834,0.31691
LYO00227,0.04587,0.09823,0.13881
LYO00228,0.02237,0.04865,0.06946
LYO00229,0.01127,0.02474,0.03554
LYO00230,0.01813,0.03956,0.05661
LYO00231,0.06353,0.13471,0.18923
LYO00232,0.08844,0.18531,0.25851
LYO00233,0.00951,0.02091,0.03007
LYO00234,0.05572,0.11865,0.16709
LYO00235,0.00894,0.01966,0.02828
LYO00236,0.0165,0.03605,0.05163
LYO00237,0.00656,0.01444,0.02082
LYO00238,0.02601,0.05643,0.08041
LYO00239,0.03057,0.06611,0.094
LYO00240,0.0223,0.04851,0.06926
LYO00241,0.02901,0.06281,0.08937
LYO00242,0.01963,0.04279,0.06118
LYO00243,0.058,0.12335,0.17357
LYO00244,0.09585,0.20018,0.27875
LYO00245,0.05215,0.11127,0.15687
LYO00246,0.01196,0.02624,0.03768
LYO00247,0.01016,0.02232,0.03209
LYO00248,0.10705,0.22255,0.30907
LYO00249,0.0251,0.05449,0.07768
LYO00250,0.15556,0.31786,0.43663
LYO00251,0.01993,0.04344,0.06209
LYO00252,0.05355,0.11417,0.16089
LYO00253,0.10238,0.21324,0.29647
LYO00254,0.08868,0.18578,0.25914
LYO00255,0.06672,0.14124,0.1982
LYO00256,0.06235,0.13229,0.18589
LYO00257,0.01726,0.03768,0.05394
LYO00258,0.18416,0.37293,0.50858
LYO00259,0.0261,0.05661,0.08067
LYO00260,0.0412,0.08847,0.12524
LYO00261,0.03776,0.08126,0.11519
LYO00262,0.00439,0.00968,0.01398
LYO00263,0.0686,0.14508,0.20347
LYO00264,0.01869,0.04077,0.05832
LYO00265,0.01653,0.03612,0.05173
LYO00266,0.0205,0.04465,0.06381
LYO00267,0.1427,0.29284,0.40345
LYO00268,0.1473,0.30181,0.41538
LYO00269,0.08153,0.17136,0.23947
LYO00270,0.02618,0.05678,0.08091
LYO00271,0.0236,0.05129,0.07317
LYO00272,0.02977,0.06442,0.09164
LYO00273,0.01651,0.03608,0.05167
LYO00274,0.06337,0.13439,0.18878
LYO00275,0.04804,0.10275,0.14508
LYO00276,0.02076,0.0452,0.06458
LYO00277,0.06965,0.14723,0.20644
LYO00278,0.01793,0.03913,0.05599
LYO00279,0.10968,0.22779,0.31616
LYO00280,0.07435,0.15679,0.21955
LYO00281,0.03353,0.07235,0.10275
LYO00282,0.15254,0.31201,0.42889
LYO00283,0.05354,0.11415,0.16086
LYO00284,0.01047,0.02299,0.03304
LYO00285,0.01638,0.03579,0.05126
LYO00286,0.0957,0.19989,0.27835
LYO00287,0.06659,0.14097,0.19784
LYO00288,0.10187,0.21223,0.2951
LYO00289,0.01954,0.04258,0.06088
LYO00290,0.08533,0.17904,0.24996
LYO00291,0.00723,0.01593,0.02294
LYO00292,0.12748,0.26299,0.36356
LYO00293,0.01752,0.03825,0.05474
LYO00294,0.01559,0.03409,0.04884
LYO00295,0.03445,0.07429,0.10546
LYO00296,0.05733,0.12197,0.17166
LYO00297,0.01749,0.03819,0.05467
LYO00298,0.00734,0.01616,0.02328
LYO00299,0.00643,0.01417,0.02041
LYO00300,0.00952,0.02093,0.0301
LYO00301,0.02977,0.06442,0.09163
LYO00302,0.03638,0.07837,0.11116
LYO00303,0.03943,0.08477,0.12009
LYO00304,0.02594,0.05628,0.0802
LYO00305,0.01647,0.03598,0.05153
LYO00306,0.02745,0.05949,0.08472
LYO00307,0.00641,0.01413,0.02036
LYO00308,0.1732,0.35192,0.48132
LYO00309,0.00801,0.01762,0.02537
LYO00310,0.06478,0.13727,0.19274
LYO00311,0.02213,0.04815,0.06874
LYO00312,0.03903,0.08393,0.11892
LYO00313,0.06154,0.13062,0.1836
LYO00314,0.02062,0.04492,0.06419
LYO00315,0.02048,0.04462,0.06376
LYO00316,0.05334,0.11372,0.16027
LYO00317,0.02036,0.04435,0.06338
LYO00318,0.02827,0.06123,0.08716
LYO00319,0.04377,0.09385,0.13272
LYO00320,0.02863,0.062,0.08824
LYO00321,0.02393,0.052,0.07417
LYO00322,0.0257,0.05577,0.07949
LYO00323,0.02711,0.05877,0.08371
LYO00324,0.07916,0.16656,0.23292
LYO00325,0.06079,0.12908,0.18146
LYO00326,0.01594,0.03484,0.04991
LYO00327,0.02017,0.04396,0.06282
LYO00328,0.02249,0.04892,0.06983
LYO00329,0.03933,0.08456,0.11979
LYO00330,0.04797,0.10259,0.14485
LYO00331,0.0685,0.14488,0.20321
LYO00332,0.00879,0.01934,0.02783
LYO00333,0.06172,0.13099,0.18411
LYO00334,0.02549,0.05532,0.07885
LYO00335,0.00514,0.01134,0.01636
LYO00336,0.03112,0.06726,0.09562
LYO00337,0.04576,0.09799,0.13848
LYO00338,0.07321,0.15447,0.21636
LYO00339,0.03303,0.07131,0.10129
LYO00340,0.01301,0.0285,0.04091
LYO00341,0.05649,0.12023,0.16926
LYO00342,0.04008,0.08614,0.12199
LYO00343,0.13198,0.27184,0.37542
LYO00344,0.10816,0.22475,0.31206
LYO00345,0.00423,0.00934,0.01349
LYO00346,0.05653,0.12031,0.16938
LYO00347,0.00919,0.0202,0.02905
LYO00348,0.01454,0.03183,0.04563
LYO00349,0.02097,0.04566,0.06523
LYO00350,0.00743,0.01636,0.02356
LYO00351,0.01264,0.0277,0.03976
LYO00352,0.02549,0.05531,0.07884
LYO00353,0.0289,0.06257,0.08904
LYO00354,0.02144,0.04667,0.06666
LYO00355,0.02815,0.06097,0.08679
LYO00356,0.09499,0.19846,0.27641
LYO00357,0.07021,0.14837,0.20799
LYO00358,0.03417,0.07372,0.10466
LYO00359,0.12323,0.25462,0.35233
LYO00360,0.00409,0.00904,0.01306
LYO00361,0.03077,0.06653,0.0946
LYO00362,0.00578,0.01275,0.01839
LYO00363,0.02844,0.06159,0.08766
LYO00364,0.0079,0.01739,0.02504
LYO00365,0.0328,0.07081,0.1006
LYO00366,0.0929,0.19427,0.27071
LYO00367,0.02727,0.05912,0.08419
LYO00368,0.01875,0.04091,0.05851
LYO00369,0.02332,0.05069,0.07233
LYO00370,0.01091,0.02395,0.03442
LYO00371,0.01419,0.03106,0.04455
LYO00372,0.0211,0.04593,0.06561
LYO00373,0.02322,0.05047,0.07202
LYO00374,0.01407,0.0308,0.04417
LYO00375,0.01916,0.04177,0.05974
LYO00376,0.05316,0.11335,0.15976
LYO00377,0.0391,0.08407,0.11911
LYO00378,0.00497,0.01097,0.01583
LYO00379,0.00987,0.02168,0.03118
LYO00380,0.06351,0.13467,0.18918
LYO00381,0.02084,0.04539,0.06484
LYO00382,0.01162,0.02549,0.03661
LYO00383,0.03299,0.07122,0.10117
LYO00384,0.02937,0.06357,0.09044
LYO00385,0.0355,0.07651,0.10856
LYO00386,0.03285,0.07092,0.10074
LYO00387,0.0076,0.01672,0.02408
LYO00388,0.00533,0.01176,0.01696
LYO00389,0.03585,0.07726,0.10961
LYO00390,0.12806,0.26414,0.3651
LYO00391,0.01256,0.02752,0.03951
LYO00392,0.01908,0.0416,0.0595
LYO00393,0.08617,0.18073,0.25227
LYO00394,0.05593,0.11908,0.16768
LYO00395,0.04167,0.08947,0.12663
LYO00396,0.12935,0.26667,0.3685
LYO00397,0.07692,0.16202,0.22671
LYO00398,0.09384,0.19616,0.27328
LYO00399,0.04354,0.09336,0.13204
LYO00400,0.01958,0.04268,0.06101
LYO00401,0.00599,0.01321,0.01904
LYO00402,0.01012,0.02223,0.03196
LYO00403,0.03191,0.06894,0.09798
LYO00404,0.01257,0.02756,0.03957
LYO00405,0.00917,0.02015,0.02899
LYO00406,0.03776,0.08126,0.11519
LYO00407,0.08822,0.18487,0.25791
LYO00408,0.05271,0.11242,0.15847
LYO00409,0.02003,0.04365,0.0624
LYO00410,0.03725,0.0802,0.11371
LYO00411,0.0257,0.05577,0.07948
LYO00412,0.06245,0.13249,0.18617
LYO00413,0.02224,0.04837,0.06906
LYO00414,0.03895,0.08377,0.1187
LYO00415,0.11318,0.23474,0.32555
LYO00416,0.10255,0.21358,0.29693
LYO00417,0.07876,0.16575,0.2318
LYO00418,0.06053,0.12855,0.18075
LYO00419,0.03434,0.07406,0.10514
LYO00420,0.07824,0.16469,0.23035
LYO00421,0.04078,0.08759,0.12402
LYO00422,0.1826,0.36995,0.50473
LYO00423,0.06391,0.13548,0.19029
LYO00424,0.04692,0.10041,0.14184
LYO00425,0.0067,0.01476,0.02126
LYO00426,0.09706,0.20261,0.28204
LYO00427,0.02692,0.05835,0.08312
LYO00428,0.05734,0.12198,0.17168
LYO00429,0.03344,0.07218,0.10251
LYO00430,0.05958,0.12661,0.17806
LYO00431,0.04038,0.08675,0.12285
LYO00432,0.04431,0.09497,0.13427
LYO00433,0.05718,0.12165,0.17123
LYO00434,0.10785,0.22415,0.31124
LYO00435,0.02156,0.04694,0.06703
LYO00436,0.03392,0.07319,0.10392
LYO00437,0.01114,0.02446,0.03514
LYO00438,0.05049,0.10783,0.15212
LYO00439,0.01081,0.02372,0.03409
LYO00440,0.00683,0.01505,0.02168
LYO00441,0.11104,0.23049,0.31982
LYO00442,0.03444,0.07428,0.10544
LYO00443,0.014,0.03065,0.04395
LYO00444,0.03198,0.06909,0.09818
LYO00445,0.01262,0.02765,0.03969
LYO00446,0.0416,0.08932,0.12642
LYO00447,0.00959,0.02108,0.03031
LYO00448,0.00692,0.01525,0.02197
LYO00449,0.08625,0.1809,0.25249
LYO00450,0.02447,0.05314,0.07578
LYO00451,0.08085,0.16998,0.2376
LYO00452,0.05804,0.12343,0.17369
LYO00453,0.06233,0.13225,0.18583
LYO00454,0.08203,0.17237,0.24085
LYO00455,0.16328,0.3328,0.45631
LYO00456,0.00645,0.01423,0.0205
LYO00457,0.04018,0.08634,0.12227
LYO00458,0.0473,0.10121,0.14294
LYO00459,0.0173,0.03779,0.05409
LYO00460,0.0254,0.05513,0.07859
LYO00461,0.00818,0.01799,0.02589
LYO00462,0.11016,0.22874,0.31744
LYO00463,0.01037,0.02278,0.03275
LYO00464,0.14795,0.30307,0.41705
LYO00465,0.03166,0.06841,0.09724
LYO00466,0.10952,0.22747,0.31574
LYO00467,0.06384,0.13534,0.1901
LYO00468,0.03017,0.06525,0.0928
LYO00469,0.05432,0.11575,0.16307
LYO00470,0.12073,0.24967,0.34567
LYO00471,0.04964,0.10607,0.14967
LYO00472,0.1111,0.2306,0.31996
LYO00473,0.03884,0.08354,0.11837
LYO00474,0.01374,0.03009,0.04316
LYO00475,0.05743,0.12218,0.17195
LYO00476,0.03072,0.06643,0.09446
LYO00477,0.04214,0.09044,0.12799
LYO00478,0.02232,0.04854,0.0693
LYO00479,0.01584,0.03463,0.04961
LYO00480,0.00877,0.01929,0.02775
LYO00481,0.02702,0.05857,0.08342
LYO00482,0.03283,0.07088,0.10068
LYO00483,0.02519,0.05467,0.07794
LYO00484,0.00664,0.01464,0.02109
LYO00485,0.00932,0.02048,0.02946
LYO00486,0.05847,0.1243,0.17489
LYO00487,0.02376,0.05163,0.07366
LYO00488,0.03036,0.06566,0.09338
LYO00489,0.0467,0.09995,0.14119
LYO00490,0.04597,0.09844,0.1391
LYO00491,0.12002,0.24829,0.34381
LYO00492,0.02827,0.06123,0.08716
LYO00493,0.00623,0.01373,0.01979
LYO00494,0.02609,0.05659,0.08064
LYO00495,0.00939,0.02065,0.0297
LYO00496,0.00707,0.01557,0.02243
LYO00497,0.0208,0.0453,0.06473
LYO00498,0.10073,0.20994,0.292
LYO00499,0.06559,0.13893,0.19503
LYO00500,0.01226,0.02689,0.0386
LYO00501,0.02756,0.05973,0.08505
LYO00502,0.01874,0.04088,0.05848
LYO00503,0.01613,0.03526,0.05051
LYO00504,0.06359,0.13484,0.1894
LYO00505,0.0383,0.0824,0.11678
LYO00506,0.03759,0.08092,0.11472
LYO00507,0.00927,0.02038,0.02932
LYO00508,0.06493,0.13757,0.19316
LYO00509,0.0112,0.02459,0.03533
LYO00510,0.07923,0.16669,0.2331
LYO00511,0.03906,0.08399,0.119
LYO00512,0.0739,0.15588,0.2183
LYO00513,0.01104,0.02424,0.03483
LYO00514,0.08869,0.18581,0.2592
LYO00515,0.00832,0.0183,0.02634
LYO00516,0.0169,0.03692,0.05287
LYO00517,0.04773,0.1021,0.14417
LYO00518,0.00776,0.01707,0.02458
LYO00519,0.07583,0.1598,0.22366
LYO00520,0.01517,0.03318,0.04756
LYO00521,0.03622,0.07803,0.11068
LYO00522,0.01014,0.02227,0.03201
LYO00523,0.02497,0.05421,0.0773
LYO00524,0.0736,0.15528,0.21747
LYO00525,0.08829,0.185,0.25809
LYO00526,0.00888,0.01953,0.0281
LYO00527,0.07325,0.15456,0.21649
LYO00528,0.0801,0.16846,0.23551
LYO00529,0.00976,0.02145,0.03084
LYO00530,0.02708,0.0587,0.08361
LYO00531,0.01434,0.03138,0.045
LYO00532,0.02924,0.06329,0.09006
LYO00533,0.1003,0.20909,0.29084
LYO00534,0.01859,0.04054,0.05799
LYO00535,0.02937,0.06356,0.09044
LYO00536,0.01952,0.04256,0.06085
LYO00537,0.03473,0.07488,0.10629
LYO00538,0.12111,0.25042,0.34668
LYO00539,0.03301,0.07126,0.10122
LYO00540,0.00752,0.01655,0.02383
LYO00541,0.07652,0.1612,0.22558
LYO00542,0.02047,0.04458,0.06371
LYO00543,0.04836,0.10342,0.146
LYO00544,0.01884,0.04109,0.05877
LYO00545,0.04764,0.10192,0.14392
LYO00546,0.00729,0.01604,0.02311
LYO00547,0.08258,0.17347,0.24236
LYO00548,0.00849,0.01868,0.02688
LYO00549,0.0264,0.05725,0.08157
LYO00550,0.02374,0.05159,0.0736
LYO00551,0.0145,0.03173,0.04549
LYO00552,0.01949,0.04248,0.06073
LYO00553,0.04671,0.09998,0.14123
LYO00554,0.08672,0.18184,0.25379
LYO00555,0.02027,0.04415,0.0631
LYO00556,0.04275,0.09171,0.12975
LYO00557,0.03837,0.08254,0.11697
LYO00558,0.09668,0.20185,0.28101
LYO00559,0.03228,0.06971,0.09906
LYO00560,0.03174,0.06857,0.09746
LYO00561,0.07319,0.15444,0.21633
LYO00562,0.00967,0.02124,0.03055
LYO00563,0.04981,0.10641,0.15015
LYO00564,0.03422,0.07382,0.10481
LYO00565,0.04406,0.09446,0.13357
LYO00566,0.00835,0.01836,0.02643
LYO00567,0.02153,0.04685,0.06692
LYO00568,0.03383,0.07299,0.10364
LYO00569,0.091,0.19046,0.26552
LYO00570,0.08146,0.17121,0.23927
LYO00571,0.05871,0.12482,0.17559
LYO00572,0.01949,0.0425,0.06076
LYO00573,0.00808,0.01778,0.0256
LYO00574,0.04825,0.10318,0.14568
LYO00575,0.12152,0.25123,0.34777
LYO00576,0.02308,0.05018,0.07162
LYO00577,0.02889,0.06254,0.089
LYO00578,0.01168,0.02563,0.03681
LYO00579,0.07867,0.16556,0.23155
LYO00580,0.03775,0.08125,0.11517
LYO00581,0.01707,0.03727,0.05336
LYO00582,0.03651,0.07864,0.11153
LYO00583,0.03223,0.06963,0.09893
LYO00584,0.02626,0.05696,0.08116
LYO00585,0.13538,0.2785,0.38433
LYO00586,0.00904,0.01988,0.0286
LYO00587,0.09756,0.2036,0.28339
LYO00588,0.032,0.06913,0.09824
LYO00589,0.04327,0.09279,0.13126
LYO00590,0.02858,0.06189,0.08809
LYO00591,0.00686,0.01511,0.02177
LYO00592,0.00709,0.01563,0.02251
LYO00593,0.08443,0.17721,0.24746
LYO00594,0.07718,0.16254,0.22741
LYO00595,0.0274,0.05939,0.08458
LYO00596,0.04236,0.09091,0.12864
LYO00597,0.02556,0.05546,0.07904
LYO00598,0.00974,0.0214,0.03078
LYO00599,0.02352,0.05112,0.07293
LYO00600,0.0435,0.09328,0.13193
LYO00601,0.03264,0.07049,0.10015
LYO00602,0.02488,0.05402,0.07702
LYO00603,0.04544,0.09732,0.13755
LYO00604,0.05234,0.11166,0.15743
LYO00605,0.00997,0.02191,0.0315
LYO00606,0.01932,0.04212,0.06022
LYO00607,0.01998,0.04354,0.06224
LYO00608,0.06218,0.13194,0.18541
LYO00609,0.00757,0.01666,0.02399
LYO00610,0.02864,0.06201,0.08825
LYO00611,0.03418,0.07374,0.10469
LYO00612,0.00858,0.01887,0.02716
LYO00613,0.00914,0.0201,0.02892
LYO00614,0.02973,0.06433,0.09151
LYO00615,0.01496,0.03274,0.04692
LYO00616,0.08947,0.18737,0.26132
LYO00617,0.02623,0.05689,0.08106
LYO00618,0.03125,0.06754,0.09601
LYO00619,0.0363,0.07819,0.11091
LYO00620,0.1152,0.23873,0.33094
LYO00621,0.10682,0.22209,0.30846
LYO00622,0.03655,0.07873,0.11166
LYO00623,0.04444,0.09524,0.13465
LYO00624,0.02352,0.05111,0.07292
LYO00625,0.00432,0.00954,0.01377
LYO00626,0.00575,0.01268,0.01828
LYO00627,0.00717,0.01579,0.02274
LYO00628,0.03355,0.07239,0.10281
LYO00629,0.06675,0.1413,0.19829
LYO00630,0.05854,0.12445,0.17509
LYO00631,0.00592,0.01305,0.01881
LYO00632,0.05046,0.10777,0.15203
LYO00633,0.08703,0.18246,0.25462
LYO00634,0.03168,0.06846,0.0973
LYO00635,0.0104,0.02284,0.03283
LYO00636,0.04131,0.0887,0.12556
LYO00637,0.01477,0.03232,0.04633
LYO00638,0.08364,0.17562,0.24529
LYO00639,0.02246,0.04885,0.06974
LYO00640,0.01138,0.02498,0.03588
LYO00641,0.00814,0.0179,0.02577
LYO00642,0.02697,0.05848,0.08329
LYO00643,0.00894,0.01967,0.02829
LYO00644,0.0198,0.04314,0.06167
LYO00645,0.0088,0.01935,0.02784
LYO00646,0.04653,0.0996,0.14071
LYO00647,0.00955,0.021,0.0302
LYO00648,0.0252,0.05471,0.07799
LYO00649,0.02426,0.0527,0.07516
LYO00650,0.01334,0.02922,0.04192
LYO00651,0.02046,0.04457,0.06369
LYO00652,0.03085,0.06671,0.09484
LYO00653,0.07643,0.16103,0.22535
LYO00654,0.00709,0.01562,0.02251
LYO00655,0.02025,0.04412,0.06306
LYO00656,0.01857,0.04051,0.05795
LYO00657,0.00983,0.0216,0.03106
LYO00658,0.00785,0.01729,0.02489
LYO00659,0.02861,0.06194,0.08816
LYO00660,0.04708,0.10075,0.1423
LYO00661,0.01637,0.03577,0.05124
LYO00662,0.17025,0.34626,0.47393
LYO00663,0.03634,0.07828,0.11103
LYO00664,0.0063,0.01389,0.02002
