id,materiau_famille,materiau,diametre,longueur,annee_pose,x1,y1,x2,y2
LYO00034,Fonte,Fonte ductile,100,126.0,2012,-2422.4,84.6,-2379.7,203.1
LYO00035,Ciment,Amiante-ciment,50,123.3,1967,-2443.8,352.5,-2321.0,363.1
LYO00036,Plastique,PEHD,100,167.0,1995,-2443.8,352.5,-2420.3,517.8
LYO00037,Plastique,PVC,200,120.6,1999,-2420.3,517.8,-2301.3,498.4
LYO00038,Plastique,PVC collé,100,75.8,1968,-2420.3,517.8,-2457.1,584.1
LYO00039,Plastique,PVC collé,100,142.7,1982,-2457.1,584.1,-2346.0,673.7
LYO00040,Fonte,Fonte grise,50,170.0,1943,-2457.1,584.1,-2524.5,740.2
LYO00041,Fonte,Fonte ductile,40,132.0,2002,-2524.5,740.2,-2392.6,737.3
LYO00042,Fonte,Fonte grise,200,190.4,1975,-2524.5,740.2,-2536.8,930.2
LYO00043,Fonte,Fonte grise,250,111.3,1943,-2536.8,930.2,-2427.3,910.0
LYO00044,Fonte,Fonte ductile,250,139.9,1993,-2536.8,930.2,-2575.9,1064.5
LYO00045,Plastique,PVC,100,200.6,1980,-2575.9,1064.5,-2378.4,1099.5
LYO00046,Plastique,PEHD,50,152.6,1995,-2551.1,1148.4,-2399.7,1167.5
LYO00047,Plastique,PVC,500,190.1,2005,-2600.4,1327.1,-2413.2,1293.5
LYO00048,Plastique,PVC collé,50,166.6,1982,-2600.4,1327.1,-2580.1,1492.4
LYO00049,Plastique,PVC,125,138.0,1980,-2580.1,1492.4,-2442.1,1490.6
LYO00050,Plastique,PVC collé,125,118.8,1968,-2580.1,1492.4,-2612.4,1606.8
LYO00051,Fonte,Fonte ductile,250,136.1,1978,-2612.4,1606.8,-2477.4,1624.7
LYO00052,Fonte,Fonte ductile,40,109.3,1993,-2612.4,1606.8,-2603.1,1715.6
LYO00053,Fonte,Fonte ductile,150,96.0,2007,-2603.1,1715.6,-2524.0,1770.0
LYO00054,Fonte,Fonte grise,125,188.0,1930,-2603.1,1715.6,-2693.8,1880.3
LYO00055,Plastique,PVC collé,80,174.4,1960,-1927.7,-2522.6,-1766.8,-2455.3
LYO00056,Fonte,Fonte ductile,125,148.9,2001,-1927.7,-2522.6,-1906.9,-2375.2
LYO00057,Fonte,Fonte ductile,150,181.9,2015,-1906.9,-2375.2,-1982.5,-2209.8
LYO00058,Plastique,PEHD,125,135.5,2003,-1982.5,-2209.8,-1847.3,-2200.6
LYO00059,Plastique,PVC,250,147.4,1983,-1982.5,-2209.8,-1954.2,-2065.1
LYO00060,Plastique,PVC collé,150,136.6,1960,-1954.2,-2065.1,-1826.2,-2112.8
LYO00061,Fonte,Fonte ductile,200,174.2,1984,-2003.4,-1977.1,-1835.1,-1932.5
LYO00062,Fonte,Fonte grise,250,191.1,1962,-2003.4,-1977.1,-2053.1,-1792.5
LYO00063,Fonte,Fonte grise,80,184.4,1957,-2053.1,-1792.5,-1869.9,-1813.7
LYO00064,Fonte,Fonte grise,80,85.7,1930,-2053.1,-1792.5,-2022.9,-1712.3
LYO00065,Fonte,Fonte grise,100,172.3,1944,-2022.9,-1712.3,-1851.8,-1692.4
LYO00066,Fonte,Fonte grise,150,197.0,1960,-2022.9,-1712.3,-2057.8,-1518.5
LYO00067,Fonte,Fonte grise,150,102.8,1934,-2057.8,-1518.5,-2065.9,-1416.0
LYO00068,Plastique,PEHD,40,148.9,2007,-2065.9,-1416.0,-1917.3,-1406.4
LYO00069,Plastique,PVC collé,250,145.6,1960,-2065.9,-1416.0,-2088.4,-1272.2
LYO00070,Plastique,PEHD,50,153.1,2015,-2088.4,-1272.2,-1936.0,-1287.0
LYO00071,Fonte,Fonte ductile,150,180.6,1970,-2088.4,-1272.2,-2084.7,-1091.7
LYO00072,Fonte,Fonte ductile,300,146.0,1976,-2084.7,-1091.7,-1952.3,-1153.1
LYO00073,Fonte,Fonte ductile,125,149.8,1982,-2164.3,-1000.8,-2014.5,-1003.4
LYO00074,Fonte,Fonte grise,100,111.8,1949,-2147.4,-871.9,-2036.6,-856.5
LYO00075,Plastique,PEHD,80,177.6,1998,-2147.4,-871.9,-2148.8,-694.3
LYO00076,Fonte,Fonte ductile,200,108.1,1994,-2148.8,-694.3,-2044.1,-667.3
LYO00077,Plastique,PEHD,400,104.7,1995,-2148.8,-694.3,-2199.5,-602.7
LYO00078,Fonte,Fonte grise,200,192.0,1940,-2199.5,-602.7,-2012.4,-559.7
LYO00079,Ciment,Amiante-ciment,40,112.5,1955,-2217.8,-426.9,-2105.3,-430.0
LYO00080,Fonte,Fonte grise,150,124.6,1955,-2217.8,-426.9,-2216.1,-302.3
LYO00081,Plastique,PVC collé,100,98.2,1964,-2216.1,-302.3,-2123.8,-268.8
LYO00082,Plastique,PVC,600,169.0,1980,-2216.1,-302.3,-2202.9,-133.8
LYO00083,Fonte,Fonte grise,250,80.4,1930,-2202.9,-133.8,-2125.9,-156.9
LYO00084,Plastique,PEHD,200,151.2,1995,-2202.9,-133.8,-2301.4,-19.1
LYO00085,Acier,Acier,63,206.8,1990,-2301.4,-19.1,-2098.1,18.6
LYO00086,Fonte,Fonte ductile,200,97.0,1983,-2301.4,-19.1,-2314.1,77.1
LYO00087,Fonte,Fonte grise,100,131.3,1942,-2314.1,77.1,-2182.8,78.5
LYO00088,Acier,Acier,50,193.8,1990,-2314.1,77.1,-2286.1,268.9
LYO00089,Fonte,Fonte ductile,63,154.9,2014,-2286.1,268.9,-2132.8,246.3
LYO00090,Fonte,Fonte ductile,125,100.5,1976,-2286.1,268.9,-2321.0,363.1
LYO00091,Plastique,PVC collé,250,159.8,1985,-2321.0,363.1,-2166.7,404.5
LYO00092,Fonte,Fonte ductile,250,136.7,2009,-2321.0,363.1,-2301.3,498.4
LYO00093,Fonte,Fonte ductile,63,144.3,2015,-2301.3,498.4,-2169.4,556.9
LYO00094,Plastique,PVC collé,100,180.9,1975,-2301.3,498.4,-2346.0,673.7
LYO00095,Fonte,Fonte grise,100,121.6,1943,-2346.0,673.7,-2226.3,695.3
LYO00096,Fonte,Fonte grise,150,78.9,1947,-2346.0,673.7,-2392.6,737.3
LYO00097,Plastique,PVC collé,125,150.1,1985,-2392.6,737.3,-2256.7,801.2
LYO00098,Fonte,Fonte ductile,250,176.2,2008,-2392.6,737.3,-2427.3,910.0
LYO00099,Acier,Acier,63,191.0,1963,-2427.3,910.0,-2237.8,934.0
LYO00100,Fonte,Fonte ductile,80,71.3,1976,-2378.4,1099.5,-2399.7,1167.5
LYO00101,Fonte,Fonte grise,150,116.3,1963,-2399.7,1167.5,-2302.5,1231.4
LYO00102,Plastique,PEHD,40,126.8,1995,-2399.7,1167.5,-2413.2,1293.5
LYO00103,Plastique,PVC collé,32,108.4,1961,-2413.2,1293.5,-2345.8,1378.4
LYO00104,Fonte,Fonte ductile,250,199.2,2005,-2413.2,1293.5,-2442.1,1490.6
LYO00105,Plastique,PVC collé,40,138.6,1985,-2442.1,1490.6,-2477.4,1624.7
LYO00106,Plastique,PVC collé,32,156.5,1982,-2477.4,1624.7,-2326.5,1666.0
LYO00107,Fonte,Fonte ductile,200,146.9,1995,-2524.0,1770.0,-2522.1,1916.9
LYO00108,Fonte,Fonte grise,250,94.6,1960,-2522.1,1916.9,-2429.3,1934.8
LYO00109,Fonte,Fonte ductile,100,118.4,1995,-1766.8,-2455.3,-1651.3,-2481.7
LYO00110,Plastique,PVC,200,123.4,1982,-1766.8,-2455.3,-1781.3,-2332.8
LYO00111,Fonte,Fonte grise,500,106.1,1954,-1781.3,-2332.8,-1680.2,-2300.3
LYO00112,Plastique,PEHD,150,147.8,1995,-1781.3,-2332.8,-1847.3,-2200.6
LYO00113,Plastique,PEHD,40,139.1,2008,-1847.3,-2200.6,-1708.3,-2202.1
LYO00114,Plastique,PVC,500,110.9,1980,-1826.2,-2112.8,-1737.6,-2046.1
LYO00115,Plastique,PVC collé,400,180.6,1973,-1826.2,-2112.8,-1835.1,-1932.5
LYO00116,Fonte,Fonte ductile,150,97.6,1988,-1835.1,-1932.5,-1739.8,-1953.6
LYO00117,Fonte,Fonte ductile,300,123.8,1978,-1835.1,-1932.5,-1869.9,-1813.7
LYO00118,Acier,Acier,250,161.4,1990,-1869.9,-1813.7,-1712.4,-1778.5
LYO00119,Plastique,PVC,300,122.7,1980,-1869.9,-1813.7,-1851.8,-1692.4
LYO00120,Plastique,PVC collé,100,44.3,1979,-1851.8,-1692.4,-1807.5,-1692.5
LYO00121,Fonte,Fonte grise,32,190.2,1946,-1851.8,-1692.4,-1890.1,-1506.0
LYO00122,Ciment,Amiante-ciment,125,57.7,1955,-1890.1,-1506.0,-1833.7,-1518.1
LYO00123,Fonte,Fonte ductile,80,103.3,1990,-1890.1,-1506.0,-1917.3,-1406.4
LYO00124,Plastique,PVC collé,125,116.4,1964,-1917.3,-1406.4,-1801.0,-1404.4
LYO00125,Fonte,Fonte ductile,250,120.9,2007,-1917.3,-1406.4,-1936.0,-1287.0
LYO00126,Fonte,Fonte ductile,600,83.4,1991,-1936.0,-1287.0,-1867.4,-1239.4
LYO00127,Fonte,Fonte ductile,63,134.9,1989,-1936.0,-1287.0,-1952.3,-1153.1
LYO00128,Fonte,Fonte ductile,63,102.9,1978,-1952.3,-1153.1,-1898.5,-1065.3
LYO00129,Ciment,Amiante-ciment,400,162.1,1955,-1952.3,-1153.1,-2014.5,-1003.4
LYO00130,Plastique,PEHD,100,168.5,1995,-2014.5,-1003.4,-1852.4,-957.5
LYO00131,Fonte,Fonte grise,100,124.9,1953,-2036.6,-856.5,-1913.6,-834.9
LYO00132,Fonte,Fonte ductile,300,189.3,1970,-2036.6,-856.5,-2044.1,-667.3
LYO00133,Fonte,Fonte ductile,80,124.5,1991,-2044.1,-667.3,-1939.7,-735.1
LYO00134,Fonte,Fonte grise,80,112.2,1964,-2044.1,-667.3,-2012.4,-559.7
LYO00135,Fonte,Fonte ductile,40,67.0,1983,-2012.4,-559.7,-1970.6,-507.4
LYO00136,Fonte,Fonte grise,63,159.6,1944,-2012.4,-559.7,-2105.3,-430.0
LYO00137,Fonte,Fonte grise,32,151.9,1954,-2105.3,-430.0,-1955.8,-402.9
LYO00138,Fonte,Fonte ductile,150,162.2,1996,-2105.3,-430.0,-2123.8,-268.8
LYO00139,Fonte,Fonte ductile,80,165.4,1970,-2123.8,-268.8,-1959.8,-290.4
LYO00140,Plastique,PEHD,50,111.9,1995,-2123.8,-268.8,-2125.9,-156.9
LYO00141,Plastique,PVC,32,169.2,1990,-2125.9,-156.9,-1956.7,-155.9
LYO00142,Plastique,PVC,200,177.7,2010,-2125.9,-156.9,-2098.1,18.6
LYO00143,Fonte,Fonte ductile,500,139.4,1989,-2098.1,18.6,-1974.3,-45.6
LYO00144,Fonte,Fonte ductile,500,103.7,1970,-2098.1,18.6,-2182.8,78.5
LYO00145,Plastique,PEHD,200,184.3,1995,-2182.8,78.5,-1999.9,101.1
LYO00146,Plastique,PVC,150,175.1,1980,-2182.8,78.5,-2132.8,246.3
LYO00147,Plastique,PVC collé,32,107.9,1973,-2132.8,246.3,-2026.3,263.2
LYO00148,Plastique,PVC,32,161.8,1980,-2132.8,246.3,-2166.7,404.5
LYO00149,Fonte,Fonte ductile,125,88.5,1981,-2166.7,404.5,-2078.3,409.4
LYO00150,Ciment,Amiante-ciment,200,152.4,1955,-2166.7,404.5,-2169.4,556.9
LYO00151,Plastique,PVC collé,300,92.6,1972,-2169.4,556.9,-2080.1,581.5
LYO00152,Fonte,Fonte ductile,250,149.7,2007,-2169.4,556.9,-2226.3,695.3
LYO00153,Fonte,Fonte grise,80,136.1,1930,-2226.3,695.3,-2091.0,681.0
LYO00154,Plastique,PVC,40,110.2,1980,-2226.3,695.3,-2256.7,801.2
LYO00155,Fonte,Fonte ductile,63,158.5,1979,-2256.7,801.2,-2105.2,847.7
LYO00156,Plastique,PEHD,80,134.2,1995,-2256.7,801.2,-2237.8,934.0
LYO00157,Fonte,Fonte ductile,150,107.1,2000,-2237.8,934.0,-2277.5,1033.5
LYO00158,Plastique,PEHD,150,111.7,1999,-2277.5,1033.5,-2181.4,1090.4
LYO00159,Plastique,PVC,150,153.2,1988,-2302.5,1231.4,-2345.8,1378.4
LYO00160,Fonte,Fonte grise,125,133.0,1939,-2345.8,1378.4,-2229.6,1313.7
LYO00161,Plastique,PVC collé,32,148.1,1968,-2345.8,1378.4,-2350.5,1526.4
LYO00162,Fonte,Fonte grise,250,169.0,1942,-2350.5,1526.4,-2184.2,1496.1
LYO00163,Fonte,Fonte ductile,100,141.6,1998,-2350.5,1526.4,-2326.5,1666.0
LYO00164,Fonte,Fonte ductile,63,67.7,1970,-2326.5,1666.0,-2270.1,1628.6
LYO00165,Acier,Acier,100,125.7,1955,-2326.5,1666.0,-2396.9,1770.1
LYO00166,Fonte,Fonte grise,150,141.9,1953,-2396.9,1770.1,-2256.6,1792.1
LYO00167,Ciment,Amiante-ciment,100,167.9,1977,-2396.9,1770.1,-2429.3,1934.8
LYO00168,Plastique,PVC collé,150,171.9,1977,-2429.3,1934.8,-2257.4,1939.9
LYO00169,Fonte,Fonte ductile,50,166.9,2003,-1651.3,-2481.7,-1484.5,-2475.9
LYO00170,Fonte,Fonte grise,63,183.7,1948,-1651.3,-2481.7,-1680.2,-2300.3
LYO00171,Plastique,PVC,400,133.7,1992,-1680.2,-2300.3,-1548.3,-2278.5
LYO00172,Plastique,PVC,50,102.2,1995,-1680.2,-2300.3,-1708.3,-2202.1
LYO00173,Plastique,PVC,200,186.0,1990,-1708.3,-2202.1,-1525.5,-2167.2
LYO00174,Fonte,Fonte ductile,40,145.2,1994,-1737.6,-2046.1,-1592.4,-2048.5
LYO00175,Plastique,PEHD,63,92.5,1995,-1737.6,-2046.1,-1739.8,-1953.6
LYO00176,Plastique,PEHD,40,124.6,2015,-1739.8,-1953.6,-1633.2,-1888.9
LYO00177,Plastique,PVC collé,63,177.1,1960,-1739.8,-1953.6,-1712.4,-1778.5
LYO00178,Fonte,Fonte grise,200,131.8,1941,-1712.4,-1778.5,-1591.2,-1727.0
LYO00179,Plastique,PEHD,150,128.2,2008,-1712.4,-1778.5,-1807.5,-1692.5
LYO00180,Fonte,Fonte grise,100,157.2,1954,-1807.5,-1692.5,-1658.1,-1643.4
LYO00181,Fonte,Fonte ductile,125,176.4,1970,-1807.5,-1692.5,-1833.7,-1518.1
LYO00182,Fonte,Fonte grise,100,118.3,1948,-1833.7,-1518.1,-1801.0,-1404.4
LYO00183,Plastique,PVC collé,100,161.3,1960,-1801.0,-1404.4,-1658.3,-1329.0
LYO00184,Plastique,PEHD,80,177.8,1995,-1801.0,-1404.4,-1867.4,-1239.4
LYO00185,Plastique,PEHD,150,201.5,1995,-1867.4,-1239.4,-1666.2,-1248.6
LYO00186,Acier,Acier,200,176.8,1957,-1867.4,-1239.4,-1898.5,-1065.3
LYO00187,Fonte,Fonte grise,200,134.5,1950,-1898.5,-1065.3,-1764.8,-1050.5
LYO00188,Fonte,Fonte ductile,250,117.3,2010,-1898.5,-1065.3,-1852.4,-957.5
LYO00189,Fonte,Fonte ductile,63,96.3,1997,-1852.4,-957.5,-1763.1,-921.3
LYO00190,Fonte,Fonte ductile,80,137.1,2006,-1852.4,-957.5,-1913.6,-834.9
LYO00191,Plastique,PVC collé,125,127.1,1972,-1913.6,-834.9,-1786.6,-833.6
LYO00192,Fonte,Fonte ductile,150,103.1,2004,-1913.6,-834.9,-1939.7,-735.1
LYO00193,Plastique,PEHD,125,203.2,1995,-1939.7,-735.1,-1771.4,-621.1
LYO00194,Fonte,Fonte ductile,32,229.8,1982,-1939.7,-735.1,-1970.6,-507.4
LYO00195,Fonte,Fonte ductile,125,210.7,1995,-1970.6,-507.4,-1770.8,-574.2
LYO00196,Fonte,Fonte grise,150,105.6,1931,-1970.6,-507.4,-1955.8,-402.9
LYO00197,Fonte,Fonte grise,300,175.7,1935,-1955.8,-402.9,-1784.8,-362.7
LYO00198,Fonte,Fonte ductile,125,112.5,1970,-1955.8,-402.9,-1959.8,-290.4
LYO00199,Plastique,PVC collé,150,174.0,1978,-1959.8,-290.4,-1806.2,-208.7
LYO00200,Fonte,Fonte grise,80,134.5,1975,-1959.8,-290.4,-1956.7,-155.9
LYO00201,Plastique,PEHD,100,78.6,1995,-1956.7,-155.9,-1887.6,-118.3
LYO00202,Plastique,PVC collé,150,111.8,1960,-1956.7,-155.9,-1974.3,-45.6
LYO00203,Plastique,PVC collé,150,173.6,1960,-1974.3,-45.6,-1839.4,63.7
LYO00204,Fonte,Fonte ductile,400,148.9,1970,-1974.3,-45.6,-1999.9,101.1
LYO00205,Plastique,PVC collé,250,158.1,1976,-1999.9,101.1,-1870.1,191.3
LYO00206,Fonte,Fonte ductile,400,164.2,2007,-1999.9,101.1,-2026.3,263.2
LYO00207,Fonte,Fonte ductile,250,155.2,1970,-2026.3,263.2,-2078.3,409.4
LYO00208,Fonte,Fonte ductile,100,122.1,1995,-2078.3,409.4,-1962.3,447.5
LYO00209,Plastique,PVC collé,200,172.1,1976,-2078.3,409.4,-2080.1,581.5
LYO00210,Plastique,PEHD,150,115.5,1995,-2080.1,581.5,-1966.9,559.0
LYO00211,Acier,Acier,150,100.1,1965,-2080.1,581.5,-2091.0,681.0
LYO00212,Plastique,PVC,80,163.4,1984,-2091.0,681.0,-1938.5,739.7
LYO00213,Plastique,PVC collé,200,167.3,1960,-2091.0,681.0,-2105.2,847.7
LYO00214,Fonte,Fonte grise,125,125.4,1930,-2105.2,847.7,-1980.0,853.4
LYO00215,Plastique,PVC,125,118.7,1989,-2105.2,847.7,-2129.8,963.8
LYO00216,Plastique,PVC collé,80,144.7,1981,-2129.8,963.8,-1992.3,1008.9
LYO00217,Fonte,Fonte ductile,40,136.7,1986,-2129.8,963.8,-2181.4,1090.4
LYO00218,Fonte,Fonte ductile,100,177.8,2011,-2181.4,1090.4,-2006.5,1122.7
LYO00219,Fonte,Fonte ductile,80,137.4,1970,-2181.4,1090.4,-2150.0,1224.2
LYO00220,Plastique,PVC collé,250,93.8,1964,-2150.0,1224.2,-2067.5,1268.8
LYO00221,Fonte,Fonte ductile,300,119.7,1998,-2150.0,1224.2,-2229.6,1313.7
LYO00222,Plastique,PVC,100,134.3,1980,-2229.6,1313.7,-2098.8,1344.4
LYO00223,Fonte,Fonte ductile,150,187.9,1970,-2229.6,1313.7,-2184.2,1496.1
LYO00224,Plastique,PVC,250,87.7,1980,-2184.2,1496.1,-2118.6,1554.2
LYO00225,Fonte,Fonte ductile,200,195.2,2012,-2270.1,1628.6,-2075.7,1611.9
LYO00226,Fonte,Fonte grise,63,108.9,1955,-2256.6,1792.1,-2162.0,1738.2
LYO00227,Plastique,PVC collé,125,163.3,1960,-2257.4,1939.9,-2099.7,1897.7
LYO00228,Plastique,PVC,32,207.5,2020,-1484.5,-2475.9,-1548.3,-2278.5
LYO00229,Fonte,Fonte ductile,600,113.6,2014,-1548.3,-2278.5,-1525.5,-2167.2
LYO00230,Acier,Acier,100,94.4,1988,-1525.5,-2167.2,-1431.1,-2165.4
LYO00231,Plastique,PVC collé,250,136.3,1985,-1525.5,-2167.2,-1592.4,-2048.5
LYO00232,Fonte,Fonte grise,63,153.1,1970,-1592.4,-2048.5,-1448.2,-1996.9
LYO00233,Plastique,PEHD,200,164.7,2003,-1592.4,-2048.5,-1633.2,-1888.9
LYO00234,Fonte,Fonte grise,100,197.7,1975,-1633.2,-1888.9,-1442.7,-1835.9
LYO00235,Plastique,PEHD,600,167.3,2005,-1633.2,-1888.9,-1591.2,-1727.0
LYO00236,Fonte,Fonte ductile,80,95.3,1993,-1591.2,-1727.0,-1501.4,-1695.2
LYO00237,Plastique,PEHD,400,107.1,1996,-1591.2,-1727.0,-1658.1,-1643.4
LYO00238,Fonte,Fonte ductile,125,192.3,2000,-1658.1,-1643.4,-1480.5,-1569.8
LYO00239,Plastique,PVC collé,500,159.6,1963,-1654.3,-1516.7,-1520.7,-1429.4
LYO00240,Acier,Acier,600,187.7,1990,-1654.3,-1516.7,-1658.3,-1329.0
LYO00241,Fonte,Fonte ductile,150,120.3,1970,-1658.3,-1329.0,-1538.4,-1337.0
LYO00242,Fonte,Fonte ductile,150,80.8,1970,-1658.3,-1329.0,-1666.2,-1248.6
LYO00243,Acier,Acier,40,118.7,1951,-1666.2,-1248.6,-1579.7,-1167.3
LYO00244,Acier,Acier,50,221.3,1957,-1666.2,-1248.6,-1764.8,-1050.5
LYO00245,Acier,Acier,100,164.8,1956,-1764.8,-1050.5,-1601.7,-1073.8
LYO00246,Fonte,Fonte ductile,250,129.3,1984,-1764.8,-1050.5,-1763.1,-921.3
LYO00247,Fonte,Fonte ductile,40,90.8,1986,-1763.1,-921.3,-1786.6,-833.6
LYO00248,Fonte,Fonte grise,125,130.0,1965,-1786.6,-833.6,-1663.5,-791.8
LYO00249,Plastique,PVC,200,213.0,1980,-1786.6,-833.6,-1771.4,-621.1
LYO00250,Acier,Acier,125,150.8,1952,-1771.4,-621.1,-1620.7,-618.4
LYO00251,Fonte,Fonte grise,500,47.0,1935,-1771.4,-621.1,-1770.8,-574.2
LYO00252,Plastique,PVC collé,100,109.3,1961,-1770.8,-574.2,-1721.8,-476.5
LYO00253,Fonte,Fonte grise,80,211.9,1935,-1770.8,-574.2,-1784.8,-362.7
LYO00254,Fonte,Fonte grise,32,155.5,1930,-1784.8,-362.7,-1806.2,-208.7
LYO00255,Fonte,Fonte grise,200,98.0,1940,-1806.2,-208.7,-1727.3,-266.9
LYO00256,Plastique,PVC collé,80,121.7,1960,-1806.2,-208.7,-1887.6,-118.3
LYO00257,Fonte,Fonte ductile,100,132.1,1976,-1887.6,-118.3,-1758.1,-143.7
LYO00258,Fonte,Fonte grise,125,188.2,1930,-1887.6,-118.3,-1839.4,63.7
LYO00259,Fonte,Fonte grise,40,108.0,1975,-1839.4,63.7,-1757.9,-7.2
LYO00260,Plastique,PVC collé,50,131.3,1975,-1839.4,63.7,-1870.1,191.3
LYO00261,Plastique,PVC collé,250,153.7,1960,-1870.1,191.3,-1730.4,127.3
LYO00262,Fonte,Fonte ductile,100,77.8,2008,-1870.1,191.3,-1898.7,263.7
LYO00263,Plastique,PVC collé,32,83.4,1971,-1898.7,263.7,-1825.6,303.8
LYO00264,Fonte,Fonte ductile,32,194.4,1974,-1898.7,263.7,-1962.3,447.5
LYO00265,Fonte,Fonte ductile,200,134.7,1978,-1962.3,447.5,-1828.2,459.9
LYO00266,Plastique,PVC,32,111.6,1980,-1962.3,447.5,-1966.9,559.0
LYO00267,Fonte,Fonte grise,40,151.2,1954,-1966.9,559.0,-1816.3,573.1
LYO00268,Fonte,Fonte grise,200,183.0,1932,-1966.9,559.0,-1938.5,739.7
LYO00269,Fonte,Fonte grise,50,87.9,1952,-1938.5,739.7,-1872.2,682.0
LYO00270,Fonte,Fonte ductile,150,121.0,1970,-1938.5,739.7,-1980.0,853.4
LYO00271,Acier,Acier,200,147.5,1989,-1980.0,853.4,-1833.2,839.9
LYO00272,Acier,Acier,150,156.0,1969,-1980.0,853.4,-1992.3,1008.9
LYO00273,Plastique,PVC,250,104.5,1980,-1992.3,1008.9,-1895.0,970.7
LYO00274,Fonte,Fonte grise,100,114.6,1933,-1992.3,1008.9,-2006.5,1122.7
LYO00275,Fonte,Fonte grise,150,105.7,1964,-2006.5,1122.7,-1901.2,1132.3
LYO00276,Plastique,PEHD,200,184.2,2014,-2067.5,1268.8,-1883.7,1257.6
LYO00277,Fonte,Fonte grise,40,81.8,1956,-2067.5,1268.8,-2098.8,1344.4
LYO00278,Fonte,Fonte ductile,50,126.4,1980,-2098.8,1344.4,-1987.0,1403.3
LYO00279,Fonte,Fonte grise,200,210.8,1937,-2098.8,1344.4,-2118.6,1554.2
LYO00280,Fonte,Fonte grise,100,111.1,1937,-2118.6,1554.2,-2008.2,1566.3
LYO00281,Fonte,Fonte ductile,125,153.1,1981,-2075.7,1611.9,-2162.0,1738.2
LYO00282,Fonte,Fonte grise,125,210.6,1941,-2162.0,1738.2,-1954.8,1775.9
LYO00283,Plastique,PVC collé,150,171.2,1966,-2162.0,1738.2,-2099.7,1897.7
LYO00284,Fonte,Fonte ductile,80,87.6,2002,-2099.7,1897.7,-2058.7,1975.2
