id,materiau_famille,materiau,diametre,longueur,annee_pose,x1,y1,x2,y2
MAR00079,Fonte,Fonte grise,63,162.1,1944,-2160.4,-1134.5,-2026.2,-1043.6
MAR00080,Plastique,PVC collé,100,140.9,1985,-2160.4,-1134.5,-2217.1,-1005.4
MAR00081,Plastique,PVC collé,150,131.1,1985,-2217.1,-1005.4,-2103.8,-939.6
MAR00082,Fonte,Fonte grise,200,146.0,1951,-2217.1,-1005.4,-2314.8,-897.0
MAR00083,Plastique,PVC,150,202.4,2020,-2314.8,-897.0,-2129.9,-814.6
MAR00084,Fonte,Fonte grise,63,141.1,1962,-2314.8,-897.0,-2353.9,-761.4
MAR00085,Plastique,PVC collé,125,211.3,1985,-2353.9,-761.4,-2195.6,-621.3
MAR00086,Plastique,PVC,125,194.8,2012,-2353.9,-761.4,-2434.7,-584.1
MAR00087,Fonte,Fonte ductile,250,124.9,1970,-2434.7,-584.1,-2316.2,-544.6
MAR00088,Fonte,Fonte grise,250,175.2,1942,-2434.7,-584.1,-2431.3,-409.0
MAR00089,Fonte,Fonte ductile,250,83.0,1981,-2431.3,-409.0,-2348.5,-413.5
MAR00090,Fonte,Fonte ductile,32,71.3,2005,-2462.7,-310.5,-2396.6,-283.8
MAR00091,Fonte,Fonte ductile,150,126.8,2015,-2462.7,-310.5,-2521.4,-198.1
MAR00092,Plastique,PVC,150,114.5,2011,-2521.4,-198.1,-2434.4,-123.7
MAR00093,Plastique,PVC collé,150,186.0,1960,-2521.4,-198.1,-2607.1,-33.0
MAR00094,Plastique,PEHD,125,132.9,2011,-2607.1,-33.0,-2475.8,-53.5
MAR00095,Plastique,PEHD,80,157.6,1995,-2607.1,-33.0,-2697.6,96.0
MAR00096,Plastique,PVC collé,125,120.6,1973,-2697.6,96.0,-2579.6,120.6
MAR00097,Plastique,PVC,40,155.8,1995,-2697.6,96.0,-2706.5,251.6
MAR00098,Plastique,PVC,125,135.7,1980,-2706.5,251.6,-2571.0,259.0
MAR00099,Plastique,PVC collé,250,110.2,1978,-2706.5,251.6,-2760.5,347.7
MAR00100,Fonte,Fonte ductile,250,159.3,1994,-2760.5,347.7,-2627.6,435.4
MAR00101,Fonte,Fonte grise,63,110.4,1949,-2760.5,347.7,-2776.5,456.9
MAR00102,Fonte,Fonte ductile,300,50.3,1970,-2776.5,456.9,-2734.6,484.6
MAR00103,Fonte,Fonte grise,125,109.9,1930,-2852.2,649.3,-2748.4,685.3
MAR00104,Plastique,PVC,80,75.2,2020,-2880.3,730.7,-2810.0,757.5
MAR00105,Fonte,Fonte ductile,40,128.5,1996,-2880.3,730.7,-2949.2,839.1
MAR00106,Fonte,Fonte ductile,600,107.5,1974,-2949.2,839.1,-2901.6,935.5
MAR00107,Fonte,Fonte grise,100,172.2,1975,-2949.2,839.1,-3021.9,995.2
MAR00108,Fonte,Fonte ductile,32,134.5,1988,-3021.9,995.2,-2900.6,1053.4
MAR00109,Plastique,PVC,50,100.0,1980,-3021.9,995.2,-3080.5,1076.2
MAR00110,Fonte,Fonte grise,40,143.5,1946,-1356.6,-2915.4,-1232.1,-2844.0
MAR00111,Acier,Acier,50,119.2,1990,-1356.6,-2915.4,-1395.8,-2802.9
MAR00112,Ciment,Amiante-ciment,40,193.0,1958,-1395.8,-2802.9,-1247.6,-2679.2
MAR00113,Fonte,Fonte grise,50,197.6,1961,-1395.8,-2802.9,-1417.8,-2606.5
MAR00114,Plastique,PVC collé,150,157.2,1960,-1417.8,-2606.5,-1469.6,-2458.1
MAR00115,Fonte,Fonte ductile,200,160.5,2006,-1469.6,-2458.1,-1309.1,-2458.6
MAR00116,Fonte,Fonte ductile,150,145.5,2009,-1469.6,-2458.1,-1507.4,-2317.7
MAR00117,Plastique,PVC,300,73.1,1980,-1507.4,-2317.7,-1436.3,-2334.5
MAR00118,Plastique,PEHD,125,84.5,2024,-1507.4,-2317.7,-1588.8,-2294.8
MAR00119,Fonte,Fonte ductile,100,198.8,1993,-1588.8,-2294.8,-1423.7,-2184.1
MAR00120,Fonte,Fonte ductile,100,151.9,1982,-1588.8,-2294.8,-1605.9,-2143.8
MAR00121,Fonte,Fonte grise,80,215.0,1975,-1605.9,-2143.8,-1730.4,-1968.6
MAR00122,Plastique,PVC,250,155.4,2001,-1730.4,-1968.6,-1580.9,-1926.2
MAR00123,Plastique,PVC,40,186.3,1982,-1755.2,-1870.6,-1573.5,-1829.3
MAR00124,Plastique,PVC collé,250,108.1,1968,-1755.2,-1870.6,-1783.2,-1766.2
MAR00125,Ciment,Amiante-ciment,500,145.9,1955,-1783.2,-1766.2,-1648.7,-1709.5
MAR00126,Plastique,PEHD,400,142.1,2009,-1783.2,-1766.2,-1847.8,-1639.6
MAR00127,Plastique,PVC collé,125,122.5,1985,-1847.8,-1639.6,-1734.0,-1594.1
MAR00128,Fonte,Fonte grise,40,234.3,1946,-1847.8,-1639.6,-1882.3,-1407.9
MAR00129,Plastique,PEHD,125,89.6,2012,-1882.3,-1407.9,-1967.0,-1378.5
MAR00130,Fonte,Fonte ductile,400,130.9,1981,-1967.0,-1378.5,-1855.0,-1310.6
MAR00131,Plastique,PVC,32,181.2,1980,-1967.0,-1378.5,-1986.9,-1198.4
MAR00132,Fonte,Fonte grise,200,159.6,1945,-1986.9,-1198.4,-2026.2,-1043.6
MAR00133,Plastique,PVC collé,63,72.3,1981,-2026.2,-1043.6,-1954.3,-1051.3
MAR00134,Acier,Acier,100,129.8,1990,-2026.2,-1043.6,-2103.8,-939.6
MAR00135,Fonte,Fonte grise,40,116.3,1975,-2103.8,-939.6,-1988.6,-923.7
MAR00136,Plastique,PVC,100,127.7,1999,-2103.8,-939.6,-2129.9,-814.6
MAR00137,Fonte,Fonte grise,125,59.8,1975,-2129.9,-814.6,-2085.5,-774.6
MAR00138,Fonte,Fonte grise,150,204.1,1930,-2129.9,-814.6,-2195.6,-621.3
MAR00139,Plastique,PVC collé,50,48.9,1960,-2195.6,-621.3,-2151.2,-600.8
MAR00140,Fonte,Fonte grise,100,133.4,1937,-2316.2,-544.6,-2187.5,-509.3
MAR00141,Plastique,PEHD,200,135.0,1995,-2316.2,-544.6,-2348.5,-413.5
MAR00142,Plastique,PVC collé,200,125.2,1962,-2348.5,-413.5,-2228.3,-378.2
MAR00143,Plastique,PVC collé,50,138.3,1967,-2348.5,-413.5,-2396.6,-283.8
MAR00144,Acier,Acier,32,119.1,1989,-2396.6,-283.8,-2292.1,-226.7
MAR00145,Plastique,PVC collé,100,164.6,1979,-2396.6,-283.8,-2434.4,-123.7
MAR00146,Plastique,PVC collé,63,89.2,1985,-2434.4,-123.7,-2366.7,-65.7
MAR00147,Plastique,PVC,125,81.5,1980,-2434.4,-123.7,-2475.8,-53.5
MAR00148,Fonte,Fonte ductile,100,141.6,2009,-2475.8,-53.5,-2387.5,57.2
MAR00149,Fonte,Fonte ductile,250,202.6,1984,-2475.8,-53.5,-2579.6,120.6
MAR00150,Fonte,Fonte grise,150,192.9,1953,-2579.6,120.6,-2392.3,167.0
MAR00151,Fonte,Fonte ductile,150,138.7,1999,-2579.6,120.6,-2571.0,259.0
MAR00152,Fonte,Fonte ductile,100,116.7,2015,-2571.0,259.0,-2473.6,323.2
MAR00153,Fonte,Fonte grise,200,185.2,1969,-2571.0,259.0,-2627.6,435.4
MAR00154,Fonte,Fonte ductile,80,91.6,1991,-2627.6,435.4,-2538.6,457.1
MAR00155,Plastique,PVC collé,150,117.8,1960,-2627.6,435.4,-2734.6,484.6
MAR00156,Plastique,PVC,100,162.8,1980,-2734.6,484.6,-2601.7,578.6
MAR00157,Plastique,PVC collé,100,201.2,1967,-2734.6,484.6,-2748.4,685.3
MAR00158,Plastique,PVC,63,167.2,2012,-2748.4,685.3,-2581.3,679.4
MAR00159,Fonte,Fonte grise,200,94.9,1953,-2748.4,685.3,-2810.0,757.5
MAR00160,Plastique,PVC,200,200.2,1996,-2810.0,757.5,-2901.6,935.5
MAR00161,Fonte,Fonte ductile,125,165.5,1999,-2901.6,935.5,-2750.5,1003.1
MAR00162,Fonte,Fonte grise,150,117.9,1950,-2901.6,935.5,-2900.6,1053.4
MAR00163,Fonte,Fonte ductile,125,80.4,1994,-2900.6,1053.4,-2828.6,1089.1
MAR00164,Fonte,Fonte grise,150,101.7,1963,-2900.6,1053.4,-2963.7,1133.2
MAR00165,Fonte,Fonte grise,80,121.5,1953,-1232.1,-2844.0,-1115.5,-2809.8
MAR00166,Plastique,PEHD,150,165.5,1995,-1232.1,-2844.0,-1247.6,-2679.2
MAR00167,Fonte,Fonte ductile,125,149.8,1993,-1247.6,-2679.2,-1108.4,-2623.6
MAR00168,Plastique,PVC collé,125,139.7,1970,-1247.6,-2679.2,-1294.1,-2547.4
MAR00169,Plastique,PVC collé,400,132.2,1966,-1294.1,-2547.4,-1161.9,-2549.6
MAR00170,Fonte,Fonte ductile,150,90.1,2000,-1294.1,-2547.4,-1309.1,-2458.6
MAR00171,Fonte,Fonte ductile,50,62.6,2013,-1309.1,-2458.6,-1269.4,-2410.2
MAR00172,Fonte,Fonte ductile,32,155.8,1994,-1436.3,-2334.5,-1282.5,-2309.2
MAR00173,Plastique,PVC collé,400,86.0,1960,-1423.7,-2184.1,-1350.4,-2139.0
MAR00174,Fonte,Fonte grise,200,127.0,1961,-1423.7,-2184.1,-1480.1,-2070.3
MAR00175,Plastique,PEHD,80,102.2,1995,-1480.1,-2070.3,-1423.7,-1985.1
MAR00176,Fonte,Fonte ductile,125,175.8,2004,-1480.1,-2070.3,-1580.9,-1926.2
MAR00177,Fonte,Fonte ductile,32,176.4,1986,-1580.9,-1926.2,-1407.2,-1895.8
MAR00178,Fonte,Fonte ductile,50,97.2,2015,-1580.9,-1926.2,-1573.5,-1829.3
MAR00179,Plastique,PEHD,500,141.4,1995,-1573.5,-1829.3,-1648.7,-1709.5
MAR00180,Fonte,Fonte grise,32,85.3,1945,-1648.7,-1709.5,-1573.4,-1669.5
MAR00181,Plastique,PVC,250,143.5,1981,-1648.7,-1709.5,-1734.0,-1594.1
MAR00182,Fonte,Fonte grise,150,129.0,1955,-1734.0,-1594.1,-1638.2,-1507.8
MAR00183,Fonte,Fonte grise,400,239.2,1937,-1734.0,-1594.1,-1801.4,-1364.6
MAR00184,Plastique,PEHD,600,162.2,2000,-1801.4,-1364.6,-1640.1,-1381.7
MAR00185,Fonte,Fonte grise,100,76.1,1930,-1801.4,-1364.6,-1855.0,-1310.6
MAR00186,Fonte,Fonte ductile,100,183.0,1989,-1855.0,-1310.6,-1694.9,-1221.9
MAR00187,Plastique,PVC,80,190.7,1980,-1855.0,-1310.6,-1896.7,-1124.6
MAR00188,Fonte,Fonte grise,80,179.7,1960,-1896.7,-1124.6,-1717.6,-1109.1
MAR00189,Plastique,PVC collé,150,93.3,1960,-1896.7,-1124.6,-1954.3,-1051.3
MAR00190,Plastique,PVC,250,185.0,1980,-1954.3,-1051.3,-1828.9,-915.3
MAR00191,Fonte,Fonte ductile,600,132.1,1984,-1954.3,-1051.3,-1988.6,-923.7
MAR00192,Plastique,PVC collé,500,161.1,1967,-1988.6,-923.7,-1848.8,-843.7
MAR00193,Fonte,Fonte ductile,63,177.8,2003,-1988.6,-923.7,-2085.5,-774.6
MAR00194,Plastique,PVC,250,152.7,2011,-2085.5,-774.6,-1959.1,-688.9
MAR00195,Plastique,PEHD,50,185.8,1995,-2085.5,-774.6,-2151.2,-600.8
MAR00196,Fonte,Fonte grise,32,163.5,1975,-2151.2,-600.8,-1994.8,-553.0
MAR00197,Plastique,PVC,80,98.4,1997,-2151.2,-600.8,-2187.5,-509.3
MAR00198,Fonte,Fonte ductile,100,166.0,2011,-2187.5,-509.3,-2024.5,-477.9
MAR00199,Fonte,Fonte ductile,80,164.4,1989,-2228.3,-378.2,-2292.1,-226.7
MAR00200,Plastique,PEHD,100,196.5,1995,-2292.1,-226.7,-2113.4,-144.8
MAR00201,Fonte,Fonte ductile,250,177.4,1977,-2292.1,-226.7,-2366.7,-65.7
MAR00202,Plastique,PVC collé,50,148.7,1960,-2366.7,-65.7,-2218.8,-80.7
MAR00203,Fonte,Fonte ductile,200,124.6,1978,-2366.7,-65.7,-2387.5,57.2
MAR00204,Plastique,PVC,600,127.6,1993,-2387.5,57.2,-2261.7,78.7
MAR00205,Fonte,Fonte grise,32,109.9,1960,-2387.5,57.2,-2392.3,167.0
MAR00206,Fonte,Fonte ductile,100,93.6,1998,-2392.3,167.0,-2326.3,233.4
MAR00207,Plastique,PVC,200,176.1,1990,-2392.3,167.0,-2473.6,323.2
MAR00208,Plastique,PVC collé,50,159.8,1962,-2473.6,323.2,-2316.3,351.5
MAR00209,Plastique,PVC,80,148.8,1980,-2473.6,323.2,-2538.6,457.1
MAR00210,Fonte,Fonte grise,125,111.8,1949,-2538.6,457.1,-2427.0,464.1
MAR00211,Fonte,Fonte ductile,63,102.8,2010,-2601.7,578.6,-2581.3,679.4
MAR00212,Plastique,PVC collé,125,133.7,1985,-2581.3,679.4,-2508.0,791.3
MAR00213,Plastique,PEHD,63,181.6,2006,-2581.3,679.4,-2716.4,800.8
MAR00214,Fonte,Fonte grise,125,157.6,1959,-2716.4,800.8,-2570.2,859.7
MAR00215,Fonte,Fonte ductile,32,205.1,1991,-2716.4,800.8,-2750.5,1003.1
MAR00216,Plastique,PVC collé,250,175.0,1969,-2750.5,1003.1,-2576.8,1024.5
MAR00217,Fonte,Fonte ductile,300,116.1,1987,-2750.5,1003.1,-2828.6,1089.1
MAR00218,Plastique,PVC collé,80,164.6,1960,-2828.6,1089.1,-2846.6,1252.7
MAR00219,Fonte,Fonte ductile,150,145.5,1993,-2846.6,1252.7,-2712.5,1309.2
MAR00220,Fonte,Fonte ductile,80,216.3,1998,-1115.5,-2809.8,-916.0,-2726.2
MAR00221,Fonte,Fonte ductile,150,186.3,2015,-1115.5,-2809.8,-1108.4,-2623.6
MAR00222,Plastique,PVC,50,132.8,2010,-1108.4,-2623.6,-981.4,-2585.2
MAR00223,Fonte,Fonte ductile,250,91.4,2004,-1108.4,-2623.6,-1161.9,-2549.6
MAR00224,Fonte,Fonte ductile,63,107.1,2015,-1161.9,-2549.6,-1059.1,-2519.6
MAR00225,Acier,Acier,150,176.0,1990,-1161.9,-2549.6,-1269.4,-2410.2
MAR00226,Plastique,PEHD,125,101.9,2022,-1269.4,-2410.2,-1282.5,-2309.2
MAR00227,Fonte,Fonte grise,125,146.0,1959,-1282.5,-2309.2,-1169.5,-2216.8
MAR00228,Fonte,Fonte grise,63,183.2,1938,-1282.5,-2309.2,-1350.4,-2139.0
MAR00229,Fonte,Fonte ductile,100,133.1,2015,-1350.4,-2139.0,-1217.6,-2149.2
MAR00230,Fonte,Fonte ductile,250,170.5,2015,-1350.4,-2139.0,-1423.7,-1985.1
MAR00231,Fonte,Fonte grise,80,141.5,1967,-1423.7,-1985.1,-1283.2,-1968.0
MAR00232,Plastique,PVC collé,150,90.7,1985,-1423.7,-1985.1,-1407.2,-1895.8
MAR00233,Fonte,Fonte grise,40,142.9,1975,-1407.2,-1895.8,-1275.2,-1841.2
MAR00234,Plastique,PEHD,32,117.1,1995,-1466.1,-1727.7,-1371.9,-1658.1
MAR00235,Fonte,Fonte grise,150,122.0,1930,-1466.1,-1727.7,-1573.4,-1669.5
MAR00236,Plastique,PEHD,80,203.5,2008,-1573.4,-1669.5,-1418.1,-1537.9
MAR00237,Fonte,Fonte grise,150,174.3,1946,-1573.4,-1669.5,-1638.2,-1507.8
MAR00238,Fonte,Fonte ductile,100,151.3,2015,-1638.2,-1507.8,-1494.4,-1460.7
MAR00239,Fonte,Fonte ductile,250,126.1,2003,-1638.2,-1507.8,-1640.1,-1381.7
MAR00240,Fonte,Fonte ductile,100,117.5,2007,-1694.9,-1221.9,-1587.0,-1175.4
MAR00241,Acier,Acier,100,115.1,1950,-1694.9,-1221.9,-1717.6,-1109.1
MAR00242,Fonte,Fonte grise,200,223.5,1930,-1717.6,-1109.1,-1828.9,-915.3
MAR00243,Plastique,PVC,150,74.3,1980,-1828.9,-915.3,-1848.8,-843.7
MAR00244,Plastique,PVC collé,125,148.3,1964,-1848.8,-843.7,-1721.1,-768.2
MAR00245,Ciment,Amiante-ciment,80,190.0,1955,-1848.8,-843.7,-1959.1,-688.9
MAR00246,Plastique,PEHD,200,136.1,2022,-1959.1,-688.9,-1823.2,-696.6
MAR00247,Plastique,PEHD,63,140.6,2001,-1959.1,-688.9,-1994.8,-553.0
MAR00248,Acier,Acier,100,102.3,1962,-1994.8,-553.0,-1898.5,-518.7
MAR00249,Fonte,Fonte grise,400,80.8,1943,-1994.8,-553.0,-2024.5,-477.9
MAR00250,Plastique,PVC,100,187.3,1980,-2024.5,-477.9,-2048.7,-292.2
MAR00251,Fonte,Fonte ductile,125,116.0,2015,-2048.7,-292.2,-1940.7,-249.7
MAR00252,Plastique,PVC collé,63,160.9,1985,-2048.7,-292.2,-2113.4,-144.8
MAR00253,Plastique,PVC collé,200,87.8,1985,-2113.4,-144.8,-2025.6,-144.8
MAR00254,Fonte,Fonte ductile,50,123.3,1992,-2113.4,-144.8,-2218.8,-80.7
MAR00255,Fonte,Fonte grise,50,165.1,1930,-2218.8,-80.7,-2261.7,78.7
MAR00256,Acier,Acier,125,115.6,1968,-2261.7,78.7,-2162.2,137.6
MAR00257,Plastique,PEHD,50,167.6,2024,-2261.7,78.7,-2326.3,233.4
MAR00258,Plastique,PEHD,150,146.7,1995,-2326.3,233.4,-2186.9,279.1
MAR00259,Fonte,Fonte grise,100,118.5,1951,-2326.3,233.4,-2316.3,351.5
MAR00260,Acier,Acier,200,149.1,1951,-2316.3,351.5,-2169.6,378.4
MAR00261,Plastique,PEHD,300,157.9,2019,-2316.3,351.5,-2427.0,464.1
MAR00262,Plastique,PVC,250,124.6,1980,-2427.0,464.1,-2314.3,517.2
MAR00263,Fonte,Fonte ductile,32,90.6,1975,-2433.3,651.9,-2361.7,707.3
MAR00264,Fonte,Fonte grise,250,158.1,1942,-2433.3,651.9,-2508.0,791.3
MAR00265,Plastique,PVC collé,200,81.2,1962,-2508.0,791.3,-2427.6,779.9
MAR00266,Fonte,Fonte ductile,125,92.5,2015,-2508.0,791.3,-2570.2,859.7
MAR00267,Fonte,Fonte ductile,250,152.3,1973,-2570.2,859.7,-2425.3,906.7
MAR00268,Plastique,PVC collé,32,165.0,1985,-2570.2,859.7,-2576.8,1024.5
MAR00269,Plastique,PEHD,80,67.6,2009,-2576.8,1024.5,-2511.0,1040.1
MAR00270,Plastique,PVC,125,166.7,1980,-2576.8,1024.5,-2654.7,1172.0
MAR00271,Plastique,PVC,250,105.9,1985,-2654.7,1172.0,-2555.5,1135.0
MAR00272,Plastique,PEHD,80,148.9,2024,-2654.7,1172.0,-2712.5,1309.2
MAR00273,Fonte,Fonte ductile,40,155.4,1991,-916.0,-2726.2,-981.4,-2585.2
MAR00274,Acier,Acier,32,119.4,1967,-981.4,-2585.2,-873.1,-2534.7
MAR00275,Fonte,Fonte grise,400,101.7,1951,-981.4,-2585.2,-1059.1,-2519.6
MAR00276,Fonte,Fonte grise,50,147.1,1940,-1059.1,-2519.6,-941.4,-2431.4
MAR00277,Plastique,PVC collé,150,173.3,1985,-1059.1,-2519.6,-1072.9,-2346.9
MAR00278,Plastique,PVC collé,80,110.4,1978,-1072.9,-2346.9,-965.3,-2322.1
MAR00279,Plastique,PVC,40,162.0,1980,-1072.9,-2346.9,-1169.5,-2216.8
MAR00280,Fonte,Fonte grise,200,92.9,1932,-1169.5,-2216.8,-1079.8,-2192.5
MAR00281,Fonte,Fonte ductile,100,83.0,1997,-1169.5,-2216.8,-1217.6,-2149.2
MAR00282,Plastique,PEHD,100,192.7,2001,-1217.6,-2149.2,-1283.2,-1968.0
MAR00283,Plastique,PVC collé,200,179.4,1985,-1283.2,-1968.0,-1118.4,-1897.4
MAR00284,Fonte,Fonte grise,250,127.1,1930,-1283.2,-1968.0,-1275.2,-1841.2
