id_troncon,score_h1,score_h3,score_h5
MAR00494,0.00811,0.01577,0.02144
MAR00495,0.03025,0.05797,0.07812
MAR00496,0.07572,0.14259,0.19082
MAR00497,0.00817,0.01589,0.02161
MAR00498,0.02358,0.04536,0.06126
MAR00499,0.07023,0.13243,0.17726
MAR00500,0.10625,0.1991,0.26671
MAR00501,0.02549,0.04898,0.06611
MAR00502,0.0129,0.02499,0.0339
MAR00503,0.025,0.04806,0.06487
MAR00504,0.06087,0.1151,0.15417
MAR00505,0.02329,0.0448,0.06052
MAR00506,0.09459,0.17748,0.23756
MAR00507,0.01027,0.01993,0.02708
MAR00508,0.01262,0.02445,0.03317
MAR00509,0.0237,0.04558,0.06156
MAR00510,0.01285,0.0249,0.03378
MAR00511,0.07147,0.13473,0.18033
MAR00512,0.04345,0.08271,0.11108
MAR00513,0.01623,0.03136,0.04248
MAR00514,0.12751,0.23874,0.32053
MAR00515,0.03128,0.05991,0.08071
MAR00516,0.04988,0.09469,0.12702
MAR00517,0.09156,0.17188,0.23003
MAR00518,0.01859,0.03588,0.04855
MAR00519,0.05536,0.10489,0.14058
MAR00520,0.03324,0.06359,0.08562
MAR00521,0.00944,0.01834,0.02492
MAR00522,0.02689,0.05163,0.06965
MAR00523,0.01368,0.02648,0.03591
MAR00524,0.01281,0.02481,0.03366
MAR00525,0.02255,0.04341,0.05866
MAR00526,0.01318,0.02553,0.03463
MAR00527,0.02646,0.05082,0.06857
MAR00528,0.04201,0.08003,0.10752
MAR00529,0.03191,0.06108,0.08227
MAR00530,0.01636,0.03161,0.04282
MAR00531,0.04304,0.08195,0.11008
MAR00532,0.01794,0.03464,0.04689
MAR00533,0.01397,0.02705,0.03668
MAR00534,0.01343,0.026,0.03527
MAR00535,0.0745,0.14033,0.1878
MAR00536,0.01685,0.03255,0.04407
MAR00537,0.01398,0.02707,0.0367
MAR00538,0.0076,0.01478,0.0201
MAR00539,0.01898,0.03661,0.04953
MAR00540,0.07924,0.14909,0.1995
MAR00541,0.02,0.03856,0.05215
MAR00542,0.0058,0.01129,0.01538
MAR00543,0.02037,0.03926,0.05309
MAR00544,0.00881,0.01713,0.02328
MAR00545,0.03139,0.06012,0.08099
MAR00546,0.12319,0.23066,0.30952
MAR00547,0.13361,0.25018,0.33614
MAR00548,0.06489,0.12254,0.16408
MAR00549,0.09533,0.17886,0.23942
MAR00550,0.01366,0.02645,0.03587
MAR00551,0.06692,0.1263,0.16909
MAR00552,0.09204,0.17278,0.23124
MAR00553,0.0246,0.04729,0.06385
MAR00554,0.06817,0.12863,0.17219
MAR00555,0.01717,0.03317,0.04492
MAR00556,0.03784,0.07223,0.09713
MAR00557,0.0191,0.03684,0.04984
MAR00558,0.01659,0.03206,0.04342
MAR00559,0.03813,0.07276,0.09784
MAR00560,0.15683,0.29404,0.39636
MAR00561,0.05872,0.11112,0.14888
MAR00562,0.08531,0.16032,0.21453
MAR00563,0.01638,0.03165,0.04288
MAR00564,0.07641,0.14385,0.1925
MAR00565,0.02223,0.04279,0.05782
MAR00566,0.03189,0.06105,0.08224
MAR00567,0.03234,0.0619,0.08336
MAR00568,0.03293,0.06301,0.08484
MAR00569,0.01954,0.03769,0.05098
MAR00570,0.03142,0.06017,0.08105
MAR00571,0.07442,0.14018,0.1876
MAR00572,0.03151,0.06034,0.08128
MAR00573,0.04033,0.07688,0.10332
MAR00574,0.04675,0.08886,0.11927
MAR00575,0.02381,0.0458,0.06185
MAR00576,0.04378,0.08333,0.11191
MAR00577,0.02262,0.04354,0.05883
MAR00578,0.15593,0.29233,0.394
MAR00579,0.01885,0.03636,0.0492
MAR00580,0.03614,0.06904,0.09288
MAR00581,0.07901,0.14867,0.19894
MAR00582,0.00943,0.01832,0.0249
MAR00583,0.02377,0.04573,0.06176
MAR00584,0.02128,0.04099,0.05541
MAR00585,0.01927,0.03717,0.05028
MAR00586,0.06819,0.12866,0.17224
MAR00587,0.06017,0.1138,0.15244
MAR00588,0.05747,0.10879,0.14577
MAR00589,0.02478,0.04763,0.06429
MAR00590,0.04353,0.08285,0.11127
MAR00591,0.00705,0.01373,0.01868
MAR00592,0.03053,0.05849,0.07881
MAR00593,0.0229,0.04406,0.05953
MAR00594,0.03374,0.06452,0.08686
MAR00595,0.00788,0.01532,0.02083
MAR00596,0.0464,0.08822,0.11841
MAR00597,0.01311,0.0254,0.03446
MAR00598,0.01909,0.03683,0.04983
MAR00599,0.02372,0.04563,0.06163
MAR00600,0.02173,0.04185,0.05656
MAR00601,0.02392,0.046,0.06212
MAR00602,0.0198,0.03818,0.05164
MAR00603,0.05112,0.09701,0.13011
MAR00604,0.03268,0.06254,0.08421
MAR00605,0.01375,0.02662,0.03609
MAR00606,0.06191,0.11704,0.15675
MAR00607,0.01971,0.03801,0.05142
MAR00608,0.019,0.03665,0.04959
MAR00609,0.10198,0.19118,0.256
MAR00610,0.02221,0.04277,0.05779
MAR00611,0.06136,0.11601,0.15539
MAR00612,0.05935,0.11229,0.15044
MAR00613,0.01157,0.02244,0.03047
MAR00614,0.01533,0.02965,0.04019
MAR00615,0.10888,0.204,0.27333
MAR00616,0.01031,0.02002,0.02719
MAR00617,0.04631,0.08804,0.11817
MAR00618,0.06402,0.12094,0.16194
MAR00619,0.02443,0.04697,0.06342
MAR00620,0.01939,0.03739,0.05058
MAR00621,0.01307,0.02532,0.03435
MAR00622,0.02448,0.04707,0.06355
MAR00623,0.01976,0.0381,0.05153
MAR00624,0.02587,0.04969,0.06706
MAR00625,0.09723,0.18238,0.24416
MAR00626,0.08468,0.15915,0.21296
MAR00627,0.02109,0.04063,0.05492
MAR00628,0.03904,0.07447,0.10011
MAR00629,0.02512,0.04828,0.06517
MAR00630,0.01688,0.03261,0.04417
MAR00631,0.06898,0.13011,0.17417
MAR00632,0.02168,0.04176,0.05644
MAR00633,0.05327,0.10101,0.13542
MAR00634,0.06186,0.11693,0.15661
MAR00635,0.03751,0.07161,0.09631
MAR00636,0.04784,0.0909,0.12198
MAR00637,0.0193,0.03722,0.05036
MAR00638,0.09327,0.17505,0.2343
MAR00639,0.02594,0.04983,0.06724
MAR00640,0.02501,0.04808,0.0649
MAR00641,0.05805,0.10988,0.14722
MAR00642,0.05754,0.10893,0.14597
MAR00643,0.00743,0.01445,0.01966
MAR00644,0.01503,0.02907,0.03939
MAR00645,0.01001,0.01944,0.0264
MAR00646,0.10777,0.20193,0.27053
MAR00647,0.02188,0.04213,0.05693
MAR00648,0.12191,0.22826,0.30625
MAR00649,0.01316,0.02549,0.03457
MAR00650,0.10769,0.20178,0.27032
MAR00651,0.02265,0.0436,0.0589
MAR00652,0.06004,0.11356,0.15213
MAR00653,0.01924,0.03711,0.05021
MAR00654,0.03622,0.06919,0.09308
MAR00655,0.03228,0.06179,0.08322
MAR00656,0.01343,0.026,0.03527
MAR00657,0.01134,0.022,0.02987
MAR00658,0.04978,0.09451,0.12678
MAR00659,0.01001,0.01943,0.0264
MAR00660,0.05503,0.10427,0.13976
MAR00661,0.05497,0.10417,0.13963
MAR00662,0.00899,0.01747,0.02375
MAR00663,0.01804,0.03483,0.04714
MAR00664,0.03385,0.06475,0.08716
