GID_OBJET,TYPE_ANOMALIE,DATE_DETECTION_parsed,annee_Anomalie,DATE_REPARATION,DATE_REPARATION_parsed,OBJET_DEPOSE_OU_ABANDONNE
410130931,FUITE_SIGNAL_TR,1999-05-06T00:00:00.000Z,1999,06/05/99,1999-05-06T00:00:00.000Z,0
410132841,FUITE_SIGNAL_TR,1999-05-19T00:00:00.000Z,1999,19/05/99,1999-05-19T00:00:00.000Z,0
410132425,FUITE_SIGNAL_TR,1999-06-02T00:00:00.000Z,1999,02/06/99,1999-06-02T00:00:00.000Z,-1
410131417,FUITE_SIGNAL_TR,1999-06-06T00:00:00.000Z,1999,06/06/99,1999-06-06T00:00:00.000Z,0
410130029,FUITE_SIGNAL_TR,2002-09-26T00:00:00.000Z,2002,26/09/02,2002-09-26T00:00:00.000Z,-1
410129156,FUITE_SIGNAL_TR,2003-04-15T00:00:00.000Z,2003,15/04/03,2003-04-15T00:00:00.000Z,0
410131111,FUITE_SIGNAL_TR,2003-04-15T00:00:00.000Z,2003,15/04/03,2003-04-15T00:00:00.000Z,0
410129782,FUITE_SIGNAL_TR,2003-04-17T00:00:00.000Z,2003,17/04/03,2003-04-17T00:00:00.000Z,-1
410132766,FUITE_SIGNAL_TR,2003-04-28T00:00:00.000Z,2003,28/04/03,2003-04-28T00:00:00.000Z,0
410134498,FUITE_SIGNAL_TR,2003-04-28T00:00:00.000Z,2003,28/04/03,2003-04-28T00:00:00.000Z,0
413000765,FUITE_SIGNAL_TR,2003-04-29T00:00:00.000Z,2003,29/04/03,2003-04-29T00:00:00.000Z,-1
410130930,FUITE_SIGNAL_TR,2003-05-05T00:00:00.000Z,2003,05/05/03,2003-05-05T00:00:00.000Z,0
410130943,FUITE_SIGNAL_TR,2003-05-05T00:00:00.000Z,2003,05/05/03,2003-05-05T00:00:00.000Z,0
413000579,FUITE_SIGNAL_TR,2003-05-06T00:00:00.000Z,2003,06/05/03,2003-05-06T00:00:00.000Z,-1
410134298,FUITE_SIGNAL_TR,2003-05-08T00:00:00.000Z,2003,08/05/03,2003-05-08T00:00:00.000Z,0
413002780,FUITE_SIGNAL_TR,2003-05-09T00:00:00.000Z,2003,09/05/03,2003-05-09T00:00:00.000Z,-1
410129154,FUITE_SIGNAL_TR,2003-05-12T00:00:00.000Z,2003,12/05/03,2003-05-12T00:00:00.000Z,0
413001287,FUITE_SIGNAL_TR,2003-05-13T00:00:00.000Z,2003,13/05/03,2003-05-13T00:00:00.000Z,0
410130930,FUITE_SIGNAL_TR,2003-05-16T00:00:00.000Z,2003,16/05/03,2003-05-16T00:00:00.000Z,0
410132383,FUITE_SIGNAL_TR,2003-05-16T00:00:00.000Z,2003,16/05/03,2003-05-16T00:00:00.000Z,-1
410132469,FUITE_SIGNAL_TR,2003-05-19T00:00:00.000Z,2003,19/05/03,2003-05-19T00:00:00.000Z,-1
410134722,FUITE_SIGNAL_TR,2003-05-20T00:00:00.000Z,2003,20/05/03,2003-05-20T00:00:00.000Z,0
410133822,FUITE_SIGNAL_TR,2003-05-21T00:00:00.000Z,2003,21/05/03,2003-05-21T00:00:00.000Z,0
410131126,FUITE_SIGNAL_TR,2003-05-22T00:00:00.000Z,2003,22/05/03,2003-05-22T00:00:00.000Z,0
410132443,FUITE_SIGNAL_TR,2003-05-22T00:00:00.000Z,2003,22/05/03,2003-05-22T00:00:00.000Z,-1
413002204,FUITE_SIGNAL_TR,2003-05-22T00:00:00.000Z,2003,22/05/03,2003-05-22T00:00:00.000Z,-1
410132382,FUITE_SIGNAL_TR,2003-05-26T00:00:00.000Z,2003,26/05/03,2003-05-26T00:00:00.000Z,-1
413001825,FUITE_SIGNAL_TR,2005-09-01T00:00:00.000Z,2005,01/09/05,2005-09-01T00:00:00.000Z,-1
410132493,FUITE_SIGNAL_TR,2005-09-01T00:00:00.000Z,2005,01/09/05,2005-09-01T00:00:00.000Z,-1
410132419,FUITE_SIGNAL_TR,2005-09-01T00:00:00.000Z,2005,01/09/05,2005-09-01T00:00:00.000Z,-1
410129490,FUITE_SIGNAL_TR,2005-09-01T00:00:00.000Z,2005,01/09/05,2005-09-01T00:00:00.000Z,0
413001513,FUITE_SIGNAL_TR,2005-09-02T00:00:00.000Z,2005,02/09/05,2005-09-02T00:00:00.000Z,0
413001513,FUITE_SIGNAL_TR,2005-09-02T00:00:00.000Z,2005,02/09/05,2005-09-02T00:00:00.000Z,0
410130539,FUITE_SIGNAL_TR,2005-09-05T00:00:00.000Z,2005,05/09/05,2005-09-05T00:00:00.000Z,-1
410130539,FUITE_SIGNAL_TR,2005-09-05T00:00:00.000Z,2005,05/09/05,2005-09-05T00:00:00.000Z,-1
410130539,FUITE_SIGNAL_TR,2005-09-05T00:00:00.000Z,2005,05/09/05,2005-09-05T00:00:00.000Z,-1
410130538,FUITE_SIGNAL_TR,2005-09-05T00:00:00.000Z,2005,05/09/05,2005-09-05T00:00:00.000Z,-1
410130538,FUITE_SIGNAL_TR,2005-09-05T00:00:00.000Z,2005,05/09/05,2005-09-05T00:00:00.000Z,-1
413002096,FUITE_SIGNAL_TR,2005-09-05T00:00:00.000Z,2005,05/09/05,2005-09-05T00:00:00.000Z,0
410134716,FUITE_SIGNAL_TR,2005-09-05T00:00:00.000Z,2005,05/09/05,2005-09-05T00:00:00.000Z,0
410128954,FUITE_SIGNAL_TR,2005-09-06T00:00:00.000Z,2005,06/09/05,2005-09-06T00:00:00.000Z,0
413001630,FUITE_SIGNAL_TR,2005-09-06T00:00:00.000Z,2005,06/09/05,2005-09-06T00:00:00.000Z,0
410131067,FUITE_SIGNAL_TR,2005-09-07T00:00:00.000Z,2005,07/09/05,2005-09-07T00:00:00.000Z,0
410132488,FUITE_SIGNAL_TR,2005-09-07T00:00:00.000Z,2005,07/09/05,2005-09-07T00:00:00.000Z,-1
410132668,FUITE_SIGNAL_TR,2005-09-07T00:00:00.000Z,2005,07/09/05,2005-09-07T00:00:00.000Z,-1
410132493,FUITE_SIGNAL_TR,2005-09-07T00:00:00.000Z,2005,07/09/05,2005-09-07T00:00:00.000Z,-1
410131917,FUITE_SIGNAL_TR,2005-09-08T00:00:00.000Z,2005,08/09/05,2005-09-08T00:00:00.000Z,0
410130294,FUITE_SIGNAL_TR,2005-09-09T00:00:00.000Z,2005,09/09/05,2005-09-09T00:00:00.000Z,0
410129450,FUITE_SIGNAL_TR,2005-09-09T00:00:00.000Z,2005,09/09/05,2005-09-09T00:00:00.000Z,0
410128759,FUITE_SIGNAL_TR,2005-09-09T00:00:00.000Z,2005,09/09/05,2005-09-09T00:00:00.000Z,0
410133264,FUITE_DETECT_TR,2006-04-25T00:00:00.000Z,2006,25/04/06,2006-04-25T00:00:00.000Z,-1
410133264,FUITE_DETECT_TR,2006-04-25T00:00:00.000Z,2006,25/04/06,2006-04-25T00:00:00.000Z,-1
410133781,FUITE_SIGNAL_TR,2006-05-18T00:00:00.000Z,2006,18/05/06,2006-05-18T00:00:00.000Z,-1
413001420,FUITE_SIGNAL_TR,2006-05-22T00:00:00.000Z,2006,22/05/06,2006-05-22T00:00:00.000Z,-1
413000766,FUITE_SIGNAL_TR,2006-05-19T00:00:00.000Z,2006,19/05/06,2006-05-19T00:00:00.000Z,-1
413003474,FUITE_SIGNAL_TR,2006-05-19T00:00:00.000Z,2006,19/05/06,2006-05-19T00:00:00.000Z,0
410134280,FUITE_SIGNAL_TR,2006-05-19T00:00:00.000Z,2006,19/05/06,2006-05-19T00:00:00.000Z,-1
410133281,FUITE_SIGNAL_TR,2006-05-20T00:00:00.000Z,2006,21/05/06,2006-05-21T00:00:00.000Z,-1
410132489,FUITE_SIGNAL_TR,2006-05-22T00:00:00.000Z,2006,22/05/06,2006-05-22T00:00:00.000Z,-1
410132445,FUITE_SIGNAL_TR,2006-05-22T00:00:00.000Z,2006,22/05/06,2006-05-22T00:00:00.000Z,-1
410132428,FUITE_SIGNAL_TR,2006-05-23T00:00:00.000Z,2006,23/05/06,2006-05-23T00:00:00.000Z,-1
410132432,FUITE_SIGNAL_TR,2006-05-23T00:00:00.000Z,2006,23/05/06,2006-05-23T00:00:00.000Z,-1
410132432,FUITE_SIGNAL_TR,2006-05-23T00:00:00.000Z,2006,23/05/06,2006-05-23T00:00:00.000Z,-1
413001859,FUITE_SIGNAL_TR,2006-05-23T00:00:00.000Z,2006,23/05/06,2006-05-23T00:00:00.000Z,-1
410130153,FUITE_SIGNAL_TR,2006-05-24T00:00:00.000Z,2006,24/05/06,2006-05-24T00:00:00.000Z,0
410134467,FUITE_SIGNAL_TR,2006-05-24T00:00:00.000Z,2006,24/05/06,2006-05-24T00:00:00.000Z,0
410132489,FUITE_SIGNAL_TR,2006-05-24T00:00:00.000Z,2006,24/05/06,2006-05-24T00:00:00.000Z,-1
410132489,FUITE_SIGNAL_TR,2006-05-24T00:00:00.000Z,2006,24/05/06,2006-05-24T00:00:00.000Z,-1
410131665,FUITE_SIGNAL_TR,2006-05-27T00:00:00.000Z,2006,27/05/06,2006-05-27T00:00:00.000Z,0
413001805,FUITE_SIGNAL_TR,1999-06-29T00:00:00.000Z,1999,29/06/99,1999-06-29T00:00:00.000Z,0
410130943,FUITE_SIGNAL_TR,1999-06-30T00:00:00.000Z,1999,30/06/99,1999-06-30T00:00:00.000Z,0
410132303,FUITE_SIGNAL_TR,1999-07-01T00:00:00.000Z,1999,01/07/99,1999-07-01T00:00:00.000Z,0
413000629,FUITE_SIGNAL_TR,1999-07-15T00:00:00.000Z,1999,15/07/99,1999-07-15T00:00:00.000Z,0
413000265,FUITE_SIGNAL_TR,1999-07-16T00:00:00.000Z,1999,16/07/99,1999-07-16T00:00:00.000Z,0
410129021,FUITE_SIGNAL_TR,1999-07-20T00:00:00.000Z,1999,20/07/99,1999-07-20T00:00:00.000Z,-1
410128983,FUITE_SIGNAL_TR,1999-07-20T00:00:00.000Z,1999,20/07/99,1999-07-20T00:00:00.000Z,0
410129956,FUITE_SIGNAL_TR,1999-08-03T00:00:00.000Z,1999,03/08/99,1999-08-03T00:00:00.000Z,0
413000614,FUITE_SIGNAL_TR,1999-08-05T00:00:00.000Z,1999,05/08/99,1999-08-05T00:00:00.000Z,0
410131253,FUITE_SIGNAL_TR,1999-08-07T00:00:00.000Z,1999,07/08/99,1999-08-07T00:00:00.000Z,-1
410133258,FUITE_SIGNAL_TR,1999-08-09T00:00:00.000Z,1999,09/08/99,1999-08-09T00:00:00.000Z,0
410134716,FUITE_SIGNAL_TR,1999-08-10T00:00:00.000Z,1999,10/08/99,1999-08-10T00:00:00.000Z,0
410128993,FUITE_SIGNAL_TR,1999-08-11T00:00:00.000Z,1999,11/08/99,1999-08-11T00:00:00.000Z,0
417500913,FUITE_SIGNAL_TR,1999-08-16T00:00:00.000Z,1999,16/08/99,1999-08-16T00:00:00.000Z,0
410134481,FUITE_SIGNAL_TR,1999-08-18T00:00:00.000Z,1999,18/08/99,1999-08-18T00:00:00.000Z,-1
413001672,FUITE_SIGNAL_TR,1999-08-19T00:00:00.000Z,1999,19/08/99,1999-08-19T00:00:00.000Z,0
413000858,FUITE_SIGNAL_TR,1999-08-19T00:00:00.000Z,1999,19/08/99,1999-08-19T00:00:00.000Z,-1
413001838,FUITE_SIGNAL_TR,2000-01-07T00:00:00.000Z,2000,07/01/00,2000-01-07T00:00:00.000Z,-1
413000635,FUITE_SIGNAL_TR,2000-01-10T00:00:00.000Z,2000,10/01/00,2000-01-10T00:00:00.000Z,0
410129843,FUITE_SIGNAL_TR,2000-01-21T00:00:00.000Z,2000,21/01/00,2000-01-21T00:00:00.000Z,0
410133760,FUITE_SIGNAL_TR,2000-01-26T00:00:00.000Z,2000,26/01/00,2000-01-26T00:00:00.000Z,0
410129099,FUITE_SIGNAL_TR,2000-01-27T00:00:00.000Z,2000,27/01/00,2000-01-27T00:00:00.000Z,0
410132419,FUITE_SIGNAL_TR,2002-10-03T00:00:00.000Z,2002,03/10/02,2002-10-03T00:00:00.000Z,-1
410133264,FUITE_SIGNAL_TR,2002-10-04T00:00:00.000Z,2002,04/10/02,2002-10-04T00:00:00.000Z,-1
413000265,FUITE_SIGNAL_TR,2002-10-11T00:00:00.000Z,2002,11/10/02,2002-10-11T00:00:00.000Z,0
410130144,FUITE_SIGNAL_TR,2002-10-12T00:00:00.000Z,2002,12/10/02,2002-10-12T00:00:00.000Z,0
413000765,FUITE_SIGNAL_TR,2002-10-13T00:00:00.000Z,2002,13/10/02,2002-10-13T00:00:00.000Z,-1
413000266,FUITE_SIGNAL_TR,2002-10-18T00:00:00.000Z,2002,18/10/02,2002-10-18T00:00:00.000Z,0
410131032,FUITE_SIGNAL_TR,2002-10-18T00:00:00.000Z,2002,18/10/02,2002-10-18T00:00:00.000Z,0
410131032,FUITE_SIGNAL_TR,2002-10-18T00:00:00.000Z,2002,18/10/02,2002-10-18T00:00:00.000Z,0
413002132,FUITE_SIGNAL_TR,2002-10-25T00:00:00.000Z,2002,25/10/02,2002-10-25T00:00:00.000Z,0
410131481,FUITE_SIGNAL_TR,2002-10-31T00:00:00.000Z,2002,31/10/02,2002-10-31T00:00:00.000Z,-1
413000422,FUITE_SIGNAL_TR,2002-11-03T00:00:00.000Z,2002,03/11/02,2002-11-03T00:00:00.000Z,0
410129938,FUITE_SIGNAL_TR,2002-11-05T00:00:00.000Z,2002,05/11/02,2002-11-05T00:00:00.000Z,-1
410134645,FUITE_SIGNAL_TR,2002-11-07T00:00:00.000Z,2002,07/11/02,2002-11-07T00:00:00.000Z,0
410132766,FUITE_SIGNAL_TR,2002-11-08T00:00:00.000Z,2002,08/11/02,2002-11-08T00:00:00.000Z,0
410130195,FUITE_SIGNAL_TR,2002-11-15T00:00:00.000Z,2002,15/11/02,2002-11-15T00:00:00.000Z,-1
410132446,FUITE_SIGNAL_TR,2002-11-15T00:00:00.000Z,2002,15/11/02,2002-11-15T00:00:00.000Z,-1
417500913,FUITE_SIGNAL_TR,2002-11-15T00:00:00.000Z,2002,15/11/02,2002-11-15T00:00:00.000Z,0
413002190,FUITE_SIGNAL_TR,2002-11-17T00:00:00.000Z,2002,17/11/02,2002-11-17T00:00:00.000Z,-1
413002190,FUITE_SIGNAL_TR,2002-11-18T00:00:00.000Z,2002,18/11/02,2002-11-18T00:00:00.000Z,-1
410133533,FUITE_SIGNAL_TR,2002-11-20T00:00:00.000Z,2002,20/11/02,2002-11-20T00:00:00.000Z,0
410132514,FUITE_SIGNAL_TR,2002-11-21T00:00:00.000Z,2002,21/11/02,2002-11-21T00:00:00.000Z,-1
413002132,FUITE_SIGNAL_TR,2002-11-22T00:00:00.000Z,2002,22/11/02,2002-11-22T00:00:00.000Z,0
410133836,FUITE_SIGNAL_TR,2005-09-09T00:00:00.000Z,2005,09/09/05,2005-09-09T00:00:00.000Z,-1
410136053,FUITE_SIGNAL_TR,2005-09-09T00:00:00.000Z,2005,09/09/05,2005-09-09T00:00:00.000Z,0
410129937,FUITE_SIGNAL_TR,2005-09-09T00:00:00.000Z,2005,09/09/05,2005-09-09T00:00:00.000Z,-1
410134498,FUITE_SIGNAL_TR,2005-09-12T00:00:00.000Z,2005,12/09/05,2005-09-12T00:00:00.000Z,0
413001979,FUITE_SIGNAL_TR,2005-09-13T00:00:00.000Z,2005,13/09/05,2005-09-13T00:00:00.000Z,-1
410130287,FUITE_SIGNAL_TR,2005-09-13T00:00:00.000Z,2005,13/09/05,2005-09-13T00:00:00.000Z,-1
410129864,FUITE_SIGNAL_TR,2005-09-14T00:00:00.000Z,2005,14/09/05,2005-09-14T00:00:00.000Z,-1
410130562,FUITE_SIGNAL_TR,2005-09-14T00:00:00.000Z,2005,14/09/05,2005-09-14T00:00:00.000Z,0
410129994,FUITE_SIGNAL_TR,2005-09-14T00:00:00.000Z,2005,14/09/05,2005-09-14T00:00:00.000Z,0
413003474,FUITE_SIGNAL_TR,2005-09-15T00:00:00.000Z,2005,15/09/05,2005-09-15T00:00:00.000Z,0
410130195,FUITE_SIGNAL_TR,2005-09-15T00:00:00.000Z,2005,15/09/05,2005-09-15T00:00:00.000Z,-1
410132382,FUITE_SIGNAL_TR,2005-09-15T00:00:00.000Z,2005,15/09/05,2005-09-15T00:00:00.000Z,-1
410134299,FUITE_SIGNAL_TR,2005-09-16T00:00:00.000Z,2005,16/09/05,2005-09-16T00:00:00.000Z,0
410129864,FUITE_SIGNAL_TR,2005-09-16T00:00:00.000Z,2005,16/09/05,2005-09-16T00:00:00.000Z,-1
413000614,FUITE_SIGNAL_TR,2005-09-16T00:00:00.000Z,2005,16/09/05,2005-09-16T00:00:00.000Z,0
410130362,FUITE_SIGNAL_TR,2005-09-16T00:00:00.000Z,2005,16/09/05,2005-09-16T00:00:00.000Z,-1
410133497,FUITE_SIGNAL_TR,2005-09-17T00:00:00.000Z,2005,17/09/05,2005-09-17T00:00:00.000Z,-1
410133258,FUITE_SIGNAL_TR,2005-09-19T00:00:00.000Z,2005,19/09/05,2005-09-19T00:00:00.000Z,0
410134294,FUITE_SIGNAL_TR,2005-09-19T00:00:00.000Z,2005,19/09/05,2005-09-19T00:00:00.000Z,-1
410132488,FUITE_SIGNAL_TR,2005-09-19T00:00:00.000Z,2005,19/09/05,2005-09-19T00:00:00.000Z,-1
413001497,FUITE_SIGNAL_TR,2005-09-19T00:00:00.000Z,2005,19/09/05,2005-09-19T00:00:00.000Z,-1
410132446,FUITE_SIGNAL_TR,2005-09-20T00:00:00.000Z,2005,20/09/05,2005-09-20T00:00:00.000Z,-1
410132490,FUITE_SIGNAL_TR,2005-09-20T00:00:00.000Z,2005,20/09/05,2005-09-20T00:00:00.000Z,-1
413002190,FUITE_SIGNAL_TR,2006-05-23T00:00:00.000Z,2006,23/05/06,2006-05-23T00:00:00.000Z,-1
413002102,FUITE_SIGNAL_TR,2006-05-29T00:00:00.000Z,2006,29/05/06,2006-05-29T00:00:00.000Z,-1
413002102,FUITE_SIGNAL_TR,2006-05-29T00:00:00.000Z,2006,29/05/06,2006-05-29T00:00:00.000Z,-1
413002102,FUITE_SIGNAL_TR,2006-05-29T00:00:00.000Z,2006,29/05/06,2006-05-29T00:00:00.000Z,-1
413002102,FUITE_SIGNAL_TR,2006-05-29T00:00:00.000Z,2006,29/05/06,2006-05-29T00:00:00.000Z,-1
413002889,FUITE_SIGNAL_TR,2006-05-30T00:00:00.000Z,2006,30/05/06,2006-05-30T00:00:00.000Z,-1
413002889,FUITE_SIGNAL_TR,2006-05-30T00:00:00.000Z,2006,30/05/06,2006-05-30T00:00:00.000Z,-1
413002889,FUITE_SIGNAL_TR,2006-05-30T00:00:00.000Z,2006,30/05/06,2006-05-30T00:00:00.000Z,-1
413002889,FUITE_SIGNAL_TR,2006-05-30T00:00:00.000Z,2006,30/05/06,2006-05-30T00:00:00.000Z,-1
413001497,FUITE_SIGNAL_TR,2006-05-31T00:00:00.000Z,2006,31/05/06,2006-05-31T00:00:00.000Z,-1
410130931,FUITE_SIGNAL_TR,2006-06-01T00:00:00.000Z,2006,01/06/06,2006-06-01T00:00:00.000Z,0
410133258,FUITE_SIGNAL_TR,2006-06-01T00:00:00.000Z,2006,02/06/06,2006-06-02T00:00:00.000Z,0
410133258,FUITE_SIGNAL_TR,2006-06-01T00:00:00.000Z,2006,02/06/06,2006-06-02T00:00:00.000Z,0
410133280,FUITE_SIGNAL_TR,2006-06-02T00:00:00.000Z,2006,02/06/06,2006-06-02T00:00:00.000Z,-1
413000356,FUITE_SIGNAL_TR,2006-06-08T00:00:00.000Z,2006,08/06/06,2006-06-08T00:00:00.000Z,0
410134294,FUITE_SIGNAL_TR,2006-06-08T00:00:00.000Z,2006,08/06/06,2006-06-08T00:00:00.000Z,-1
410133264,FUITE_SIGNAL_TR,2006-06-07T00:00:00.000Z,2006,07/06/06,2006-06-07T00:00:00.000Z,-1
410133671,FUITE_SIGNAL_TR,2006-06-07T00:00:00.000Z,2006,07/06/06,2006-06-07T00:00:00.000Z,0
410131317,FUITE_DETECT_TR,2006-06-05T00:00:00.000Z,2006,06/06/06,2006-06-06T00:00:00.000Z,0
410129490,FUITE_SIGNAL_TR,2006-06-05T00:00:00.000Z,2006,05/06/06,2006-06-05T00:00:00.000Z,0
413002474,FUITE_SIGNAL_TR,2000-01-27T00:00:00.000Z,2000,27/01/00,2000-01-27T00:00:00.000Z,0
410131219,FUITE_SIGNAL_TR,2000-01-28T00:00:00.000Z,2000,28/01/00,2000-01-28T00:00:00.000Z,-1
413002252,FUITE_SIGNAL_TR,2000-01-28T00:00:00.000Z,2000,28/01/00,2000-01-28T00:00:00.000Z,0
410131940,FUITE_SIGNAL_TR,2000-01-29T00:00:00.000Z,2000,29/01/00,2000-01-29T00:00:00.000Z,0
410130598,FUITE_SIGNAL_TR,2000-02-03T00:00:00.000Z,2000,03/02/00,2000-02-03T00:00:00.000Z,0
410133430,FUITE_SIGNAL_TR,2000-02-04T00:00:00.000Z,2000,04/02/00,2000-02-04T00:00:00.000Z,0
410132303,FUITE_SIGNAL_TR,2000-02-25T00:00:00.000Z,2000,25/02/00,2000-02-25T00:00:00.000Z,0
417500913,FUITE_SIGNAL_TR,2000-03-07T00:00:00.000Z,2000,07/03/00,2000-03-07T00:00:00.000Z,0
410128968,FUITE_SIGNAL_TR,2000-03-08T00:00:00.000Z,2000,08/03/00,2000-03-08T00:00:00.000Z,0
413002088,FUITE_SIGNAL_TR,2000-03-13T00:00:00.000Z,2000,13/03/00,2000-03-13T00:00:00.000Z,-1
410132469,FUITE_SIGNAL_TR,2000-03-16T00:00:00.000Z,2000,16/03/00,2000-03-16T00:00:00.000Z,-1
410130524,FUITE_SIGNAL_TR,2000-03-17T00:00:00.000Z,2000,17/03/00,2000-03-17T00:00:00.000Z,0
410129009,FUITE_SIGNAL_TR,2000-03-27T00:00:00.000Z,2000,27/03/00,2000-03-27T00:00:00.000Z,0
410134468,FUITE_SIGNAL_TR,2000-04-12T00:00:00.000Z,2000,12/04/00,2000-04-12T00:00:00.000Z,0
410131204,FUITE_SIGNAL_TR,2000-04-28T00:00:00.000Z,2000,28/04/00,2000-04-28T00:00:00.000Z,0
410133264,FUITE_SIGNAL_TR,2000-05-03T00:00:00.000Z,2000,03/05/00,2000-05-03T00:00:00.000Z,-1
410131681,FUITE_SIGNAL_TR,2000-05-05T00:00:00.000Z,2000,05/05/00,2000-05-05T00:00:00.000Z,0
410131493,FUITE_SIGNAL_TR,2000-06-02T00:00:00.000Z,2000,02/06/00,2000-06-02T00:00:00.000Z,0
410133258,FUITE_SIGNAL_TR,2000-06-03T00:00:00.000Z,2000,03/06/00,2000-06-03T00:00:00.000Z,0
410132469,FUITE_SIGNAL_TR,2000-06-03T00:00:00.000Z,2000,03/06/00,2000-06-03T00:00:00.000Z,-1
413001551,FUITE_SIGNAL_TR,2000-06-05T00:00:00.000Z,2000,05/06/00,2000-06-05T00:00:00.000Z,-1
413001354,FUITE_SIGNAL_TR,2000-06-06T00:00:00.000Z,2000,06/06/00,2000-06-06T00:00:00.000Z,0
410134645,FUITE_SIGNAL_TR,2003-01-21T00:00:00.000Z,2003,21/01/03,2003-01-21T00:00:00.000Z,0
410134299,FUITE_SIGNAL_TR,2003-01-24T00:00:00.000Z,2003,24/01/03,2003-01-24T00:00:00.000Z,0
410134054,FUITE_SIGNAL_TR,2003-01-31T00:00:00.000Z,2003,31/01/03,2003-01-31T00:00:00.000Z,0
410131126,FUITE_SIGNAL_TR,2003-02-02T00:00:00.000Z,2003,02/02/03,2003-02-02T00:00:00.000Z,0
413001978,FUITE_SIGNAL_TR,2003-02-03T00:00:00.000Z,2003,03/02/03,2003-02-03T00:00:00.000Z,-1
413002889,FUITE_SIGNAL_TR,2003-02-04T00:00:00.000Z,2003,04/02/03,2003-02-04T00:00:00.000Z,-1
410134608,FUITE_SIGNAL_TR,2003-02-05T00:00:00.000Z,2003,05/02/03,2003-02-05T00:00:00.000Z,0
410134597,FUITE_SIGNAL_TR,2003-02-05T00:00:00.000Z,2003,05/02/03,2003-02-05T00:00:00.000Z,0
410132766,FUITE_SIGNAL_TR,2003-02-17T00:00:00.000Z,2003,17/02/03,2003-02-17T00:00:00.000Z,0
410131334,FUITE_SIGNAL_TR,2003-02-18T00:00:00.000Z,2003,18/02/03,2003-02-18T00:00:00.000Z,0
410132444,FUITE_SIGNAL_TR,2003-02-20T00:00:00.000Z,2003,20/02/03,2003-02-20T00:00:00.000Z,-1
413001805,FUITE_SIGNAL_TR,2003-02-24T00:00:00.000Z,2003,24/02/03,2003-02-24T00:00:00.000Z,0
410129898,FUITE_SIGNAL_TR,2003-03-14T00:00:00.000Z,2003,14/03/03,2003-03-14T00:00:00.000Z,0
413001838,FUITE_SIGNAL_TR,2003-03-15T00:00:00.000Z,2003,15/03/03,2003-03-15T00:00:00.000Z,-1
413003603,FUITE_SIGNAL_TR,2003-03-22T00:00:00.000Z,2003,22/03/03,2003-03-22T00:00:00.000Z,0
410132469,FUITE_SIGNAL_TR,2003-03-24T00:00:00.000Z,2003,24/03/03,2003-03-24T00:00:00.000Z,-1
413002088,FUITE_SIGNAL_TR,2003-03-26T00:00:00.000Z,2003,26/03/03,2003-03-26T00:00:00.000Z,-1
413001838,FUITE_SIGNAL_TR,2003-03-26T00:00:00.000Z,2003,26/03/03,2003-03-26T00:00:00.000Z,-1
410132382,FUITE_SIGNAL_TR,2003-03-28T00:00:00.000Z,2003,28/03/03,2003-03-28T00:00:00.000Z,-1
410134722,FUITE_SIGNAL_TR,2003-03-28T00:00:00.000Z,2003,28/03/03,2003-03-28T00:00:00.000Z,0
410132362,FUITE_SIGNAL_TR,2003-03-30T00:00:00.000Z,2003,30/03/03,2003-03-30T00:00:00.000Z,0
410129937,FUITE_SIGNAL_TR,2003-04-04T00:00:00.000Z,2003,04/04/03,2003-04-04T00:00:00.000Z,-1
410130930,FUITE_SIGNAL_TR,2003-04-10T00:00:00.000Z,2003,10/04/03,2003-04-10T00:00:00.000Z,0
410131292,FUITE_SIGNAL_TR,2005-09-21T00:00:00.000Z,2005,21/09/05,2005-09-21T00:00:00.000Z,-1
413001226,FUITE_SIGNAL_TR,2005-09-21T00:00:00.000Z,2005,21/09/05,2005-09-21T00:00:00.000Z,0
410130538,FUITE_SIGNAL_TR,2005-09-21T00:00:00.000Z,2005,21/09/05,2005-09-21T00:00:00.000Z,-1
410130539,FUITE_SIGNAL_TR,2005-09-21T00:00:00.000Z,2005,21/09/05,2005-09-21T00:00:00.000Z,-1
410130538,FUITE_SIGNAL_TR,2005-09-21T00:00:00.000Z,2005,21/09/05,2005-09-21T00:00:00.000Z,-1
410132489,FUITE_SIGNAL_TR,2005-09-21T00:00:00.000Z,2005,21/09/05,2005-09-21T00:00:00.000Z,-1
413000523,FUITE_SIGNAL_TR,2005-09-21T00:00:00.000Z,2005,21/09/05,2005-09-21T00:00:00.000Z,-1
410134003,FUITE_SIGNAL_TR,2005-09-22T00:00:00.000Z,2005,22/09/05,2005-09-22T00:00:00.000Z,0
410131549,FUITE_SIGNAL_TR,2005-09-22T00:00:00.000Z,2005,22/09/05,2005-09-22T00:00:00.000Z,0
410131253,FUITE_SIGNAL_TR,2005-09-22T00:00:00.000Z,2005,22/09/05,2005-09-22T00:00:00.000Z,-1
417500914,FUITE_SIGNAL_TR,2005-09-23T00:00:00.000Z,2005,23/09/05,2005-09-23T00:00:00.000Z,0
410134467,FUITE_SIGNAL_TR,2005-09-23T00:00:00.000Z,2005,23/09/05,2005-09-23T00:00:00.000Z,0
410134722,FUITE_SIGNAL_TR,2005-09-26T00:00:00.000Z,2005,26/09/05,2005-09-26T00:00:00.000Z,0
410134716,FUITE_SIGNAL_TR,2005-09-26T00:00:00.000Z,2005,26/09/05,2005-09-26T00:00:00.000Z,0
